,mandante,visitante,prob_vitoria_mandante,prob_empate,prob_vitoria_visitante,prob_sg_mandante,prob_sg_visitante
0,Fortaleza,Bahia,79.24069815765368,14.877948275205677,5.878140100280913,62.506135060650834,9.80496013843839
1,Cruzeiro,Atlético-MG,44.59021431374324,28.978831802752396,26.430944284596464,41.03216660486696,28.662266418051026
2,Athletico-PR,Botafogo,21.24293264508828,25.790886327993146,52.96611318086715,21.609851644117953,42.09122896688488
3,América-MG,Corinthians,29.776830698784163,24.24247500021808,45.98055236357148,19.375289784819643,27.93099558472658
4,Santos,Internacional,50.517740386873044,34.41997332980114,15.062284749167713,65.07115379606854,35.24272095910675
5,Fluminense,Bragantino,61.75398351115602,21.01059404454124,17.234580642685735,38.55973954205745,13.497055091756149
6,Grêmio,São Paulo,40.66120396577628,24.490990349076146,34.84770514182229,24.466283713038944,21.457601096513596
7,Palmeiras,Coritiba,92.22131518158344,5.688992527873065,1.933536697128671,62.188855149960666,2.480406180439933
8,Goiás,Cuiabá,48.212411246816835,29.546224943907866,22.241354513771157,47.36122079860225,28.67938618096958
9,Vasco,Flamengo,38.03084749764585,23.93944901384087,38.029561384912355,21.43951949257416,21.438885146129753
