,atleta_id,apelido,ranking
0,69318,Luis Suárez,1
1,87863,Arrascaeta,2
2,95799,Artur,3
3,89846,Cristaldo,4
4,71684,Gustavo Gómez,5
5,94509,Raphael Veiga,6
6,112616,Gabriel Grando,7
7,91664,Adryelson,8
8,41327,Vanderlei Luxemburgo,9
9,84042,Tiquinho Soares,10
10,73620,Bruno Alves,11
11,91607,Rony,12
12,112140,Bitello,13
13,81150,Mayke,14
14,102130,Piquerez,15
15,91706,Marlon,16
16,80692,Luan,17
17,89840,Calleri,18
18,41929,Renato Gaúcho,19
19,83257,Gabriel,20
