,rodada_id,atleta_id,apelido,clube,posicao,preco_open,pontos_num,variacao_num,ieo_gm_mean,iao_gm_mean,ied_gm_mean,ieg_gm_mean,iro_gm,irp_gm,ippc_gm_mean,ranking_clube,fase,prob_vitoria_mandante,prob_vitoria_visitante,prob_vitoria,mando,XP_mandante,XP_visitante,XP,media_movel_mandante,media_movel_visitante,media_movel,odds,points_next,binary_prob
493,8,42234,Cássio,Corinthians,GOL,5.49,11.0,2.14,0.0,0.0,27.19331071442077,28.986542550454704,0.0,3.266461605465879,0.2487185340748761,0,5,44.59273135508705,45.98055236357147,45.98055236357147,visitante,0.0,2.2125,0,3.0,0.625,3.0,0,0,1.0
820,8,98619,Kuscevic,Coritiba,ZAG,3.7,0.1,-0.71,0.0,0.0,28.351338890949894,11.594611777402127,1.25,1.2997462400198057,0.12022432103347773,0,2,44.59273135508705,1.9335366971286707,1.9335366971286707,visitante,0.0,1.3,0,1.75,0.1,1.75,0,0,1.0
508,8,105208,Bento,Athletico-PR,GOL,8.96,0.0,-0.25,12.5,0.0,28.79507312026287,28.440629272865497,0.0,5.194977451587231,0.2915728289448442,0,9,21.24293264508828,28.92965972276872,21.24293264508828,mandante,0.9583333333333334,0.0,0,0.6666666666666666,3.625,0.6666666666666666,0,0,1.0
1649,8,102878,Terans,Athletico-PR,MEI,10.47,1.3,-0.11,0.0,0.0,26.257783460997405,11.594611777402127,8.68375,1.879034397382616,0.08216805397141254,0,9,21.24293264508828,28.92965972276872,21.24293264508828,mandante,0.9,0.0,0,2.1333333333333333,1.05,2.1333333333333333,0,0,1.0
500,8,87008,Léo Jardim,Vasco,GOL,9.96,3.5,0.57,0.0,0.0,28.024200254987733,54.516680122984035,0.0,7.703728604644649,0.3086061587210928,0,2,38.03084749764585,28.92965972276872,38.03084749764585,mandante,1.6666666666666667,0.0,0,2.333333333333333,2.875,2.333333333333333,0,0,1.0
1660,8,103388,Emmanuel Martínez,América-MG,MEI,5.56,0.9,-1.14,12.5,0.0,28.815423565631107,11.594611777402127,3.54125,7.228680277425027,0.7677247788575954,0,4,29.776830698784167,28.92965972276872,29.776830698784167,mandante,3.9375,0.0,0,4.166666666666667,2.3,4.166666666666667,0,0,1.0
1256,8,89840,Calleri,São Paulo,ATA,16.54,1.8,-1.76,41.75875,30.0,16.48430454022247,11.594611777402127,16.72625,8.053098972218647,0.3559191218318495,0,11,44.59273135508705,34.84770514182229,34.84770514182229,visitante,0.0,3.45,0,8.024999999999999,0.8,8.024999999999999,0,0,1.0
1380,8,90031,Mendoza,Santos,ATA,15.1,0.0,0.0,24.275,7.083333333333332,31.679587140924898,11.594611777402127,5.525,6.952428858867493,0.3844174977412882,0,7,50.51774038687304,28.92965972276872,50.51774038687304,mandante,11.6,0.0,0,17.45,3.8,17.45,0,0,1.0
495,8,93882,Cleiton,Bragantino,GOL,5.109999999999999,6.0,0.07,0.0,0.0,28.01236313377561,24.27170575900192,0.0,2.9419975519144463,0.4707646855544272,0,9,44.59273135508705,17.234580642685735,17.234580642685735,visitante,0.0,2.25,0,2.675,3.0,2.675,0,0,1.0
1684,8,78605,Gabriel,Internacional,MEI,6.0,0.0,0.0,0.0,0.0,28.024200254987733,11.594611777402127,0.0,0.0,0.0,0,3,44.59273135508705,15.062284749167711,15.062284749167711,visitante,0.0,0.0,0,0.0,0.0,0.0,0,0,1.0
853,8,106824,Welington,São Paulo,LAT,7.0,0.0,0.0,0.0,0.0,28.024200254987733,11.594611777402127,0.0,0.0,0.0,0,11,44.59273135508705,34.84770514182229,34.84770514182229,visitante,0.0,0.0,0,0.0,0.0,0.0,0,0,1.0
1263,8,92708,Deyverson,Cuiabá,ATA,5.8900000000000015,1.2,-1.07,10.41625,7.5,24.488397573964463,11.594611777402127,13.84125,5.1944519989121565,0.5393254513612049,0,7,44.59273135508705,22.241354513771164,22.241354513771164,visitante,0.0,3.2666666666666666,0,1.5750000000000002,3.5666666666666664,1.5750000000000002,0,0,1.0
1270,8,73850,Aloísio,América-MG,ATA,9.28,0.8,-0.67,29.9275,13.541666666666668,21.42713076981341,11.594611777402127,28.3925,15.336524372374717,0.9106527262283136,0,4,29.776830698784167,28.92965972276872,29.776830698784167,mandante,5.929166666666667,0.0,0,7.233333333333333,6.35,7.233333333333333,0,0,1.0
832,8,73620,Bruno Alves,Grêmio,ZAG,6.02,0.0,-0.14,0.0,0.0,27.67056274142375,12.205822272333556,4.425,3.1462804930609436,0.26252358377941803,0,8,40.66120396577628,28.92965972276872,40.66120396577628,mandante,3.0625,0.0,0,2.266666666666667,0.775,2.266666666666667,0,0,1.0
819,8,83528,Léo Pereira,Flamengo,ZAG,16.68,0.5,-2.27,23.86375,7.5,40.02800042188681,12.626262418427773,4.82125,10.647041243275552,0.6436856926601239,0,10,44.59273135508705,38.029561384912355,38.029561384912355,visitante,0.0,4.683333333333334,0,10.35,1.0333333333333334,10.35,0,0,1.0
1589,8,106002,Johnny,Internacional,MEI,8.11,15.0,1.25,21.59125,8.125,40.47286089758219,11.594611777402127,5.9275,8.182863325894367,0.6428625865190563,0,3,44.59273135508705,15.062284749167711,15.062284749167711,visitante,0.0,6.775,0,6.066666666666666,14.0,6.066666666666666,0,0,1.0
816,8,101728,Diego Costa,São Paulo,ZAG,4.38,0.9,0.09,0.0,0.0,25.856505158865208,11.985236777402127,0.78125,1.1215503134825058,0.15393168475360255,0,11,44.59273135508705,34.84770514182229,34.84770514182229,visitante,0.0,2.875,0,0.30000000000000004,2.75,0.30000000000000004,0,0,1.0
813,8,84339,Bruno Melo,Goiás,ZAG,5.86,1.2,-1.11,25.0,4.583333333333333,30.449748176859185,11.594611777402127,11.16125,7.5067189768620075,0.7585211175996721,0,4,48.21241124681684,28.92965972276872,48.21241124681684,mandante,2.904166666666667,0.0,0,3.633333333333333,4.033333333333333,3.633333333333333,0,0,1.0
782,8,72532,Maguinho,Goiás,LAT,2.0500000000000003,9.6,1.9,25.0,5.208333333333333,20.816501240036587,11.594611777402127,7.63875,5.622316270736153,1.3928863968645504,0,4,48.21241124681684,28.92965972276872,48.21241124681684,mandante,2.4875,0.0,0,2.8,2.975,2.8,0,0,1.0
805,8,91708,Nino,Fluminense,ZAG,13.26,2.6,0.22,23.86375,6.666666666666666,30.060740525636174,12.99967307878517,8.0525,9.39466779206958,0.5228788225408044,0,7,61.75398351115602,28.92965972276872,61.75398351115602,mandante,7.016666666666667,0.0,0,12.366666666666665,1.975,12.366666666666665,0,0,1.0
