,apelido,atleta_id,clube,posicao,media_casa,media_fora
0,Abel Ferreira,110506,Palmeiras,TEC,5.955,7.445
1,Acevedo,104783,Bahia,MEI,1.9,2.55
2,Ademir,101314,Bahia,ATA,1.45,2.25
3,Aderlan,88423,Bragantino,LAT,3.05,2.8
4,Adriel,107748,Grêmio,GOL,9.0,0.0
5,Adryelson,91664,Botafogo,ZAG,3.2,0.85
6,Adson,111682,Corinthians,MEI,2.5,6.3
7,Adyson,115998,América-MG,ATA,0.9,2.4
8,Alan Empereur,88033,Cuiabá,ZAG,2.5,0.7
9,Alan Patrick,68685,Internacional,MEI,1.7000000000000002,4.7
10,Alef Manga,101254,Coritiba,ATA,8.45,3.65
11,Alemão,98219,Internacional,ATA,0.3500000000000001,8.2
12,Alerrandro,101715,Bragantino,ATA,0.2,0.0
13,Alesson,97321,Goiás,ATA,1.2,0.0
14,Alex Teixeira,60793,Vasco,MEI,4.7,2.6500000000000004
15,Alexsander,118774,Fluminense,LAT,6.2,2.45
16,Alison,73974,Santos,MEI,0.0,0.0
17,Alisson,81845,São Paulo,MEI,3.35,2.6
18,Allyson,124340,Cuiabá,ZAG,1.9,2.2
19,Aloísio,73850,América-MG,ATA,14.3,4.1
20,Alê,86388,América-MG,MEI,0.5000000000000001,14.8
21,Andrey,93787,Coritiba,MEI,0.25,1.6
22,Andrey Santos,109591,Vasco,MEI,2.4,7.45
23,André,107498,Fluminense,MEI,3.1500000000000004,5.6
24,André,121792,Grêmio,ATA,-0.15,1.7
25,Andrés Hurtado,110715,Bragantino,LAT,2.1,0.9
26,Antônio Carlos Zago,69029,Coritiba,TEC,5.25,3.05
27,Apodi,51042,Goiás,LAT,5.3999999999999995,-0.1
28,Arboleda,91573,São Paulo,ZAG,7.2,3.6
29,Arias,99815,Fluminense,MEI,3.75,1.9
30,Arthur Sales,111771,Bahia,ATA,1.55,1.1
31,Artur,95799,Palmeiras,ATA,4.0,9.7
32,Ayrton Lucas,88393,Flamengo,LAT,8.95,3.25
33,Baralhas,99440,Internacional,MEI,0.9,4.15
34,Battaglia,94845,Atlético-MG,MEI,0.9,2.9
35,Bento,105208,Athletico-PR,GOL,5.0,1.75
36,Benítez,93550,América-MG,MEI,6.6,1.6
37,Biel,110760,Bahia,ATA,6.05,0.2
38,Bitello,112140,Grêmio,MEI,6.550000000000001,3.3499999999999996
39,Boschilia,86841,Coritiba,MEI,4.1,10.1
40,Breno Lopes,93988,Palmeiras,ATA,0.5,0.0
41,Bruninho,113558,Bragantino,MEI,7.05,6.2
42,Bruno Alves,73620,Grêmio,ZAG,2.7,1.55
43,Bruno Fuchs,104085,Atlético-MG,ZAG,0.0,4.7
44,Bruno Gomes,106202,Coritiba,MEI,5.25,5.45
45,Bruno Henrique,90285,Flamengo,ATA,1.05,0.0
46,Bruno Melo,84339,Goiás,ZAG,0.5,1.05
47,Bruno Mezenga,37865,Santos,ATA,0.0,1.2
48,Bruno Méndez,103700,Corinthians,ZAG,-0.6,1.2
49,Bruno Pacheco,90061,Fortaleza,LAT,5.3500000000000005,4.9
50,Bruno Rodrigues,92811,Cruzeiro,ATA,7.9,9.05
51,Bruno Uvini,70221,Grêmio,ZAG,1.6,0.0
52,Bruno Viana,92291,Coritiba,ZAG,2.65,-1.6
53,Bryan García,110013,Athletico-PR,MEI,0.0,0.0
54,Brítez,101995,Fortaleza,ZAG,4.15,5.199999999999999
55,Bustos,96678,Internacional,LAT,7.1,5.4
56,Caio Alexandre,106323,Fortaleza,MEI,2.0999999999999996,9.85
57,Caio Paulista,102318,São Paulo,LAT,8.15,6.3500000000000005
58,Calebe,109461,Fortaleza,MEI,4.4,2.75
59,Calleri,89840,São Paulo,ATA,8.2,10.1
60,Cano,79631,Fluminense,ATA,5.550000000000001,4.7
61,Canobbio,102928,Athletico-PR,ATA,0.0,-0.1
62,Cantillo,85315,Corinthians,MEI,8.9,0.0
63,Capasso,112913,Vasco,ZAG,0.0,0.0
64,Carabajal,98723,Vasco,MEI,1.6,0.0
65,Carlos de Pena,87242,Internacional,MEI,4.3500000000000005,3.9
66,Cauly,123360,Bahia,MEI,7.050000000000001,3.05
67,Ceppelini,72762,Cuiabá,MEI,0.9999999999999999,2.7
68,Christian,104502,Athletico-PR,MEI,7.0,1.3
69,Chrystian Barletta,107726,Corinthians,MEI,3.3,0.9
70,Cleiton,93882,Bragantino,GOL,-3.0,0.0
71,Cristaldo,89846,Grêmio,MEI,10.4,2.2
72,Cássio,42234,Corinthians,GOL,-0.25,1.5
73,Daniel,93791,Bahia,MEI,1.2,0.0
74,Daniel Borges,73318,Botafogo,LAT,5.9,0.0
75,Daniel Ruiz,116672,Santos,MEI,2.75,0.85
76,Danilo Avelar,72142,América-MG,ZAG,-1.6,5.0
77,Danilo Barbosa,86777,Botafogo,MEI,2.8,5.45
78,Darlan,104593,Grêmio,MEI,0.2,0.0
79,David Duarte,91772,Bahia,ZAG,4.75,6.0
80,David Luiz,52827,Flamengo,ZAG,1.6,0.0
81,Denilson,115986,Cuiabá,MEI,1.65,0.0
82,Deyverson,92708,Cuiabá,ATA,2.3000000000000003,1.0
83,Di Placido,98605,Botafogo,LAT,7.75,2.35
84,Diego,101027,Goiás,MEI,4.05,3.9
85,Diego Gonçalves,90540,Goiás,ATA,1.0,-0.04999999999999999
86,Diego Rosa,107796,Bahia,MEI,1.65,0.45
87,Diogo Barbosa,70916,Grêmio,LAT,5.65,0.29999999999999993
88,Dodi,89883,Santos,MEI,0.35000000000000003,1.4
89,Dodô,107375,Goiás,MEI,0.0,0.0
90,Dorival Júnior,40990,São Paulo,TEC,8.3,4.85
91,Du Queiroz,113687,Corinthians,MEI,-0.3,0.2
92,Dudu,68920,Palmeiras,ATA,6.05,9.45
93,Ed Carlos,118747,Santos,MEI,0.0,0.8
94,Edenílson,63289,Atlético-MG,MEI,2.6,2.95
95,Eduardo,68708,Botafogo,MEI,7.55,3.6500000000000004
96,Eduardo Bauermann,86970,Santos,ZAG,6.7,2.5
97,Eduardo Coudet,94853,Atlético-MG,TEC,4.85,4.32
98,Eduardo Santos,106434,Bragantino,ZAG,1.75,2.8
99,Eduardo Sasha,70360,Bragantino,ATA,5.5,6.2
100,Emerson Negueba,112370,Cuiabá,ATA,2.0,1.4
101,Emerson Ávila,50456,Goiás,TEC,4.89,2.215
102,Emmanuel Martínez,103388,América-MG,MEI,0.25,3.3
103,Endrick,115959,Palmeiras,ATA,7.5,3.25
104,Eric Ramires,103295,Bragantino,MEI,-1.2,0.2
105,Erick,98022,Athletico-PR,MEI,6.449999999999999,-0.55
106,Erick Marcus,121184,Vasco,ATA,1.2,0.0
107,Everaldo,78117,Bahia,ATA,1.25,5.1499999999999995
108,Everaldo,91151,América-MG,ATA,5.6,9.7
109,Everson,72294,Atlético-MG,GOL,-0.25,5.0
110,Everton,86757,Flamengo,ATA,2.85,3.6999999999999997
111,Everton Galdino,89918,Grêmio,ATA,4.45,5.2
112,Everton Ribeiro,51772,Flamengo,MEI,3.6,3.8
113,Fabinho,111760,Palmeiras,MEI,0.8,2.5
114,Fabrício Bruno,90768,Flamengo,ZAG,6.95,2.15
115,Fagner,42500,Corinthians,LAT,4.95,0.0
116,Fausto Vera,107950,Corinthians,MEI,3.65,2.45
117,Felipe Azevedo,60825,América-MG,ATA,1.2000000000000002,1.0
118,Felipe Melo,38545,Fluminense,MEI,-0.55,0.0
119,Fernandinho,72775,Athletico-PR,MEI,3.4,0.9
120,Fernando Diniz,72391,Fluminense,TEC,6.025,7.295
121,Fernando Lázaro,113429,Corinthians,TEC,5.72,0.0
122,Fernando Miguel,71571,Fortaleza,GOL,1.5,9.0
123,Fernando Sobral,84428,Cuiabá,MEI,2.1,2.8
124,Figueiredo,106201,Vasco,MEI,0.9,0.6
125,Filipe Augusto,79268,Cuiabá,MEI,0.9,3.05
126,Fábio,37656,Fluminense,GOL,3.0,8.0
127,Fábio Santos,38229,Corinthians,LAT,0.9,4.0
128,Gabriel,70449,Coritiba,GOL,3.0,0.5
129,Gabriel,83257,Flamengo,ATA,5.65,6.35
130,Gabriel,98976,São Paulo,MEI,1.5499999999999998,1.2
131,Gabriel Grando,112616,Grêmio,GOL,3.5,3.25
132,Gabriel Inocêncio,93702,Santos,LAT,3.25,0.1
133,Gabriel Menino,103767,Palmeiras,MEI,2.3,4.35
134,Gabriel Pec,106199,Vasco,ATA,8.7,9.549999999999999
135,Gabriel Pirani,110607,Fluminense,MEI,0.5,2.8
136,Gabriel Pires,71898,Botafogo,MEI,8.6,0.0
137,Gabriel Xavier,105373,Bahia,ZAG,3.8,0.9
138,Galarza,108528,Vasco,MEI,0.0,0.0
139,Ganso,62977,Fluminense,MEI,5.199999999999999,5.6
140,Gerson,89256,Flamengo,MEI,5.8,8.9
141,Gil,68923,Corinthians,ZAG,1.45,0.75
142,Gilberto,61188,Cruzeiro,ATA,3.3499999999999996,5.6
143,Giovani,111759,Palmeiras,ATA,0.8,0.0
144,Giuliano,51548,Corinthians,MEI,0.9,0.45000000000000007
145,Guga,101319,Fluminense,LAT,0.5,4.3
146,Guilherme,94207,Fortaleza,ATA,2.4,11.7
147,Guilherme Biro,111891,Corinthians,MEI,2.9,0.0
148,Guilherme Marques,73781,Goiás,ATA,1.8,0.4
149,Gustavinho,122394,Bragantino,MEI,2.5,-0.6
150,Gustavo Campanharo,72497,Internacional,MEI,7.4,3.9
151,Gustavo Garcia,107225,Palmeiras,LAT,0.9,4.0
152,Gustavo Gómez,71684,Palmeiras,ZAG,1.2999999999999998,3.7
153,Gustavo Martins,111309,Grêmio,ZAG,-0.7,0.0
154,Gustavo Sauer,85993,Botafogo,ATA,-0.7,0.0
155,Gustavo Vilar,111644,Coritiba,ZAG,0.0,0.0
156,Helinho,102598,Bragantino,ATA,0.55,1.65
157,Henrique Almeida,68773,América-MG,ATA,3.2,-0.3
158,Henrique Dourado,81905,Cruzeiro,ATA,0.1,0.0
159,Henry Mosquera,124239,Bragantino,ATA,2.0,-0.15000000000000002
160,Hugo,109668,Botafogo,LAT,7.6,0.0
161,Hugo Moura,101594,Athletico-PR,MEI,2.15,4.15
162,Hulk,39148,Atlético-MG,ATA,12.850000000000001,2.9
163,Hyoran,85931,Atlético-MG,MEI,1.8,1.6
164,Hércules,116447,Fortaleza,MEI,7.949999999999999,2.3
165,Iago Maidana,89226,América-MG,ZAG,-0.6,0.7
166,Igor Gomes,104385,Internacional,ZAG,5.2,2.4
167,Igor Jesus,116013,Flamengo,MEI,1.9,0.0
168,Isaac,124247,Atlético-MG,ATA,-0.3,0.0
169,Isidro Pitta,108133,Cuiabá,ATA,0.65,0.55
170,Iury Castilho,89695,Cuiabá,ATA,0.3,4.6
171,Ivo Vieira,121593,Cuiabá,TEC,3.25,4.505000000000001
172,Jadsom Silva,103695,Bragantino,MEI,-0.25,2.8000000000000003
173,Jair,81091,Vasco,MEI,1.9,3.9000000000000004
174,Jamerson,116461,Coritiba,LAT,2.5999999999999996,3.85
175,Jean Dias,73479,Internacional,ATA,3.45,0.4
176,Jemerson,84263,Atlético-MG,ZAG,4.2,2.35
177,Jhegson Méndez,94786,São Paulo,MEI,1.2,2.5
178,Jhoanner Chávez,110021,Bahia,LAT,9.4,4.1
179,Jhon Jhon,115248,Palmeiras,MEI,0.09999999999999998,-0.3
180,Jhonny Lucas,99994,Goiás,MEI,0.8,-1.6
181,John Kennedy,110759,Fluminense,ATA,0.65,12.15
182,John Victor,94044,Internacional,GOL,7.0,4.0
183,Johnny,106002,Internacional,MEI,1.6,4.1
184,Jonathan Cafu,78580,Cuiabá,ATA,2.1500000000000004,4.25
185,Jorge Sampaoli,70800,Flamengo,TEC,5.29,3.66
186,José López,113103,Palmeiras,ATA,9.7,1.4
