,clube,xG_mean,xG_total
0,Palmeiras,1.4646435545395828,24.898940427172903
1,Fortaleza,1.4164807818702914,24.080173291794942
2,Bragantino,1.4790779134926728,23.665246615882765
3,Athletico-PR,1.3907715101196216,23.643115672033566
4,Grêmio,1.449864169417425,23.197826710678815
5,Botafogo,1.3395796400721567,22.77285388122666
6,Cruzeiro,1.3278394826699813,22.573271205389684
7,Atlético-MG,1.2503519622028036,21.255983357447654
8,Fluminense,1.234555646080288,20.987445983364903
9,América-MG,1.2989635214584843,20.783416343335738
10,São Paulo,1.2888789197596267,20.62206271615402
11,Bahia,1.2246725778240548,19.59476124518488
12,Flamengo,1.1464162227867212,19.48907578737427
13,Goiás,1.12613372499764,19.14427332495987
14,Vasco,1.1211319623965244,17.938111398344397
15,Internacional,1.0383991211348342,17.652785059292178
16,Coritiba,1.0361636134559047,17.614781428750376
17,Cuiabá,1.0077898867661568,17.13242807502467
18,Santos,0.8977227559591854,15.261286851306151
19,Corinthians,0.9186228309583356,13.779342464375036
