,clube,xG_total,xGA_total,xG_saldo
0,Palmeiras,24.89894042717291,17.474075199248066,7.424865227924844
1,Bragantino,23.665246615882758,17.827897550531674,5.837349065351084
2,Atlético-MG,21.25598335744766,15.609961668168085,5.646021689279577
3,Cruzeiro,22.573271205389684,17.966561744117737,4.606709461271947
4,Athletico-PR,23.643115672033563,19.330433622713144,4.3126820493204185
5,Fortaleza,24.08017329179495,20.177660308830227,3.9025129829647227
6,Botafogo,22.772853881226666,19.177669320395353,3.5951845608313135
7,Bahia,19.594761245184877,17.63041543656484,1.9643458086200383
8,São Paulo,20.622062716154026,18.82987962963711,1.7921830865169177
9,Fluminense,20.9874459833649,20.679335698795658,0.30811028456924205
10,América-MG,20.783416343335748,20.553154920984817,0.2302614223509316
11,Grêmio,23.197826710678797,24.278815142631743,-1.080988431952946
12,Cuiabá,17.132428075024666,18.5501086509771,-1.417680575952435
13,Vasco,17.93811139834439,19.777625467753793,-1.8395140694094039
14,Goiás,19.144273324959876,22.142632605729208,-2.998359280769332
15,Internacional,17.652785059292178,21.616586611940797,-3.9638015526486186
16,Corinthians,13.779342464375034,20.59605138192674,-6.816708917551704
17,Coritiba,17.614781428750383,24.650601413531987,-7.035819984781604
18,Flamengo,19.489075787374265,26.55833061222501,-7.069254824850745
19,Santos,15.26128685130615,22.65938485239041,-7.398098001084261
