,clube,xG_casa,xGA_casa,xG_fora,xGA_fora,xG_geral,xGA_geral,xG_diff_casa,xG_diff_fora,xG_diff_geral,Goal_casa,GoalA_casa,Goal_fora,GoalA_fora,Goal_geral,GoalA_geral,Goal_diff_casa,Goal_diff_fora,Goal_diff_geral,xG_G_comp
0,América-MG,1.153802017908279,1.4935056693354545,1.1501817228577562,1.683031241754637,1.1519918703830176,1.5882684555450457,-0.3397036514271754,-0.5328495188968807,-0.43627658516202805,0.5,2.0,1.0,2.5,0.75,2.25,-1.5,-1.5,-1.5,0.40199187038301765
1,Fortaleza,1.7158366157946057,1.046782759863771,1.703659252447638,1.2726367856713336,1.709747934121122,1.1597097727675523,0.6690538559308348,0.4310224667763043,0.5500381613535696,1.75,0.75,1.0,0.5,1.375,0.625,1.0,0.5,0.75,0.3347479341211219
2,Bahia,1.6559636129282074,0.987150281427571,1.2296688089158934,1.1165490768744462,1.4428162109220504,1.0518496791510086,0.6688133315006364,0.11311973204144721,0.3909665317710418,1.5,1.75,0.75,1.75,1.125,1.75,-0.25,-1.0,-0.625,0.31781621092205037
3,Cuiabá,1.088596293135548,0.840879426327519,1.1865496786177117,1.7285411972047964,1.1375729858766297,1.2847103117661578,0.24771686680802896,-0.5419915185870847,-0.1471373258895281,0.75,2.0,1.0,1.5,0.875,1.75,-1.25,-0.5,-0.875,0.2625729858766297
4,Corinthians,1.001627783719426,1.193876703299129,0.9784532257071498,1.1210415298198317,0.9900405047132879,1.1574591165594805,-0.19224891957970303,-0.14258830411268197,-0.16741861184619267,1.25,0.75,0.25,2.0,0.75,1.375,0.5,-1.75,-0.625,0.24004050471328786
5,Internacional,1.175282229525595,1.3485687225787568,1.0523758620497947,1.3228095905893398,1.113829045787695,1.3356891565840483,-0.1732864930531619,-0.27043372853954506,-0.22186011079635337,1.25,0.75,0.5,2.0,0.875,1.375,0.5,-1.5,-0.5,0.23882904578769493
6,Vasco,1.1194374946578096,0.8744343813747694,0.8179212796926487,1.7184632756864588,0.9686793871752292,1.2964488285306142,0.24500311328304025,-0.9005419959938101,-0.327769441355385,0.6666666666666666,1.6666666666666667,1.0,1.4,0.8333333333333333,1.5333333333333332,-1.0,-0.3999999999999999,-0.7,0.1353460538418959
7,Coritiba,1.214064063565393,1.6390743813517799,0.6647111251738285,1.4662707812411728,0.9393875943696107,1.5526725812964763,-0.42501031778638687,-0.8015596560673444,-0.6132849869268656,0.75,1.75,1.0,2.25,0.875,2.0,-1.0,-1.25,-1.125,0.06438759436961072
8,Cruzeiro,1.631437059299096,1.038928487421273,1.4549233670034454,1.225933452586825,1.5431802131512709,1.132430970004049,0.5925085718778231,0.2289899144166203,0.41074924314722194,0.75,1.0,2.25,0.5,1.5,0.75,-0.25,1.75,0.75,0.04318021315127085
9,Santos,1.1087068944703273,1.0766109354757676,0.9105128997212139,1.3538833004289044,1.0096098970957705,1.215247117952336,0.03209595899455975,-0.4433704007076905,-0.20563722085656555,1.5,0.5,0.5,1.25,1.0,0.875,1.0,-0.75,0.125,0.009609897095770537
10,Goiás,0.8913172429851333,1.3088478550250748,1.1213243941920497,1.6008253886535495,1.0063208185885915,1.4548366218393123,-0.4175306120399416,-0.47950099446149985,-0.4485158032507208,1.6666666666666667,2.0,0.4,1.6,1.0333333333333334,1.8,-0.33333333333333326,-1.2000000000000002,-0.7666666666666666,-0.027012514744741978
11,Athletico-PR,1.4719866270113582,1.1146552705476371,0.9737382984848446,1.050494681610076,1.2228624627481013,1.0825749760788566,0.35733135646372105,-0.07675638312523136,0.14028748666924473,1.75,1.25,0.75,1.5,1.25,1.375,0.5,-0.75,-0.125,-0.027137537251898713
12,Flamengo,1.640174259488792,1.2860928608887081,1.382053440300158,1.5542710406746199,1.5111138498944752,1.420181950781664,0.3540813986000839,-0.17221760037446177,0.09093189911281119,1.6,0.8,1.6666666666666667,1.6666666666666667,1.6333333333333333,1.2333333333333334,0.8,0.0,0.3999999999999999,-0.12221948343885813
13,Fluminense,1.3235743661493278,0.8222855896076391,1.4181610166938725,1.7584190014022028,1.3708676914216,1.290352295504921,0.5012887765416887,-0.34025798470833024,0.08051539591667911,1.6666666666666667,0.3333333333333333,1.4,1.4,1.5333333333333332,0.8666666666666666,1.3333333333333335,0.0,0.6666666666666666,-0.16246564191173318
14,Atlético-MG,1.527387099997557,0.7079795022539773,1.0736063417583428,0.9253079708061849,1.3004967208779499,0.8166437365300812,0.8194075977435796,0.14829837095215792,0.4838529843478687,1.5,1.0,1.5,0.75,1.5,0.875,0.5,0.75,0.625,-0.19950327912205013
15,São Paulo,1.266164018719781,1.145825766820296,1.1249368980134042,1.1490817108039828,1.1955504583665926,1.1474537388121395,0.12033825189948488,-0.024144812790578563,0.04809671955445305,2.25,0.5,0.75,1.0,1.5,0.75,1.75,-0.25,0.75,-0.30444954163340743
16,Bragantino,1.376458817104298,1.089776573425067,1.2103825476801704,1.5206739515118495,1.293420682392234,1.3052252624684582,0.2866822436792309,-0.3102914038316791,-0.011804580076224092,1.6,1.2,1.6666666666666667,1.6666666666666667,1.6333333333333333,1.4333333333333333,0.40000000000000013,0.0,0.19999999999999996,-0.33991265094109924
17,Grêmio,1.3501360161762221,1.8059835035522949,0.9509161529510125,1.7880981181372322,1.1505260845636174,1.7970408108447635,-0.4558474873760727,-0.8371819651862197,-0.6465147262811461,1.75,1.0,1.25,1.75,1.5,1.375,0.75,-0.5,0.125,-0.3494739154363826
18,Palmeiras,2.2905665991746296,0.9474363517318425,1.0275789527864392,0.8034931706591325,1.6590727759805344,0.8754647611954876,1.343130247442787,0.22408578212730668,0.7836080147850468,2.5,1.0,1.75,0.75,2.125,0.875,1.5,1.0,1.25,-0.4659272240194656
19,Botafogo,1.5845443724099968,0.6354295385398844,1.043545875817096,1.6576795146914327,1.3140451241135462,1.1465545266156585,0.9491148338701124,-0.6141336388743368,0.16749059749788775,2.0,0.2,2.0,1.6666666666666667,2.0,0.9333333333333333,1.8,0.33333333333333326,1.0666666666666667,-0.6859548758864538
