,clube,xG_total,xGA_total,xG_saldo
0,Palmeiras,9.335545857012107,4.719094163031251,4.616451693980856
1,Flamengo,9.366928501641633,5.794884916056558,3.5720435855850745
2,Fortaleza,9.73464075322825,6.941441911870313,2.7931988413579374
3,Cruzeiro,7.688461223694429,5.311024726604691,2.3774364970897386
4,Atlético-MG,7.011423524448889,4.954476099075015,2.056947425373874
5,Bahia,6.319569800056774,4.825223792594768,1.4943460074620063
6,Bragantino,7.384290097843164,6.471979700135892,0.9123103977072722
7,América-MG,7.039050417722857,7.155808375967162,-0.11675795824430502
8,Botafogo,7.131970472092559,7.302877594446259,-0.1709071223537002
9,Fluminense,7.475839044606504,7.980977148691167,-0.5051381040846632
10,Santos,5.905437891185938,6.550220301122012,-0.6447824099360737
11,Athletico-PR,5.227451618831181,6.175328044563524,-0.9478764257323427
12,São Paulo,6.0867621460791685,7.136780893257008,-1.0500187471778393
13,Internacional,6.62498959823512,7.717283287592203,-1.0922936893570823
14,Coritiba,5.6989419800679615,7.029672104661932,-1.3307301245939707
15,Corinthians,5.0512846359989405,6.484287985702572,-1.4330033497036316
16,Goiás,6.090150088492527,7.682260201027779,-1.5921101125352521
17,Cuiabá,5.56849080866287,7.243311651178317,-1.6748208425154472
18,Vasco,4.451468226656399,7.520299094871456,-3.0688308682150574
19,Grêmio,5.340772930422657,9.536237624530054,-4.195464694107397
