,atleta_id,apelido,ranking
0,79631,Cano,1
1,71684,Gustavo Gómez,2
2,99815,Arias,3
3,114802,Vitor Roque,4
4,41327,Vanderlei Luxemburgo,5
5,71631,Weverton,6
6,87863,Arrascaeta,7
7,81150,Mayke,8
8,107236,Vanderlan,9
9,91708,Nino,10
10,95799,Artur,11
11,94509,Raphael Veiga,12
12,103767,Gabriel Menino,13
13,96340,Lima,14
14,91664,Adryelson,15
15,80692,Luan,16
16,102878,Terans,17
17,72294,Everson,18
18,62977,Ganso,19
19,91607,Rony,20
