,apelido,atleta_id,clube,posicao,media_casa,media_fora,adversário,mando,media_cedidos,XP_visitante
1405,Marlon,91706,Cruzeiro,LAT,6.828571428571429,13.339999999999998,Internacional,visitante,2.8,8.069999999999999
1406,Rayan,122486,Vasco,ATA,0.6,12.5,Botafogo,visitante,3.25,7.875
1407,Bruno Rodrigues,92811,Cruzeiro,ATA,4.499999999999999,10.020000000000001,Internacional,visitante,2.8,6.41
1408,Rafael Navarro,105770,Palmeiras,ATA,1.8,9.8,Athletico-PR,visitante,2.1666666666666665,5.983333333333333
1409,João Lucas,104257,Santos,LAT,2.95,7.35,Cuiabá,visitante,4.3,5.824999999999999
1410,Alef Manga,101254,Coritiba,ATA,5.675,6.725,Goiás,visitante,4.5,5.6125
1411,Piquerez,102130,Palmeiras,LAT,3.1750000000000003,8.9,Athletico-PR,visitante,2.1666666666666665,5.533333333333333
1412,João Paulo,85425,Santos,GOL,3.5714285714285716,6.7,Cuiabá,visitante,4.3,5.5
1413,Gabriel Inocêncio,93702,Santos,LAT,4.914285714285714,6.25,Cuiabá,visitante,4.3,5.275
1414,Fernando Miguel,71571,Fortaleza,GOL,1.5,9.0,Flamengo,visitante,1.5,5.25
1415,Gilberto,61188,Cruzeiro,ATA,1.9714285714285713,7.660000000000001,Internacional,visitante,2.8,5.23
1416,Robson,84817,Coritiba,ATA,5.2,5.65,Goiás,visitante,4.5,5.075
1417,Pepa,123907,Cruzeiro,TEC,4.448571428571428,7.168000000000001,Internacional,visitante,2.8,4.984
1418,Matheus Fernandes,94067,Bragantino,MEI,4.885714285714286,6.55,Corinthians,visitante,3.0,4.775
1419,Nathan,107676,Santos,LAT,3.0,5.25,Cuiabá,visitante,4.3,4.775
1420,Marcos Leonardo,109497,Santos,ATA,4.3500000000000005,5.066666666666666,Cuiabá,visitante,4.3,4.683333333333334
1421,Marcelino Moreno,88857,Coritiba,MEI,3.45,4.85,Goiás,visitante,4.5,4.675
1422,Odair Hellmann,92273,Santos,TEC,6.636,4.994,Cuiabá,visitante,4.3,4.647
1423,Guga,101319,Fluminense,LAT,1.6,6.083333333333333,São Paulo,visitante,3.1666666666666665,4.625
1424,Marcelo,38402,Fluminense,LAT,6.166666666666667,6.0,São Paulo,visitante,3.1666666666666665,4.583333333333333
1425,Lucas Evangelista,84674,Bragantino,MEI,6.066666666666666,6.16,Corinthians,visitante,3.0,4.58
1426,Thiago Borbas,117314,Bragantino,ATA,2.18,6.15,Corinthians,visitante,3.0,4.575
1427,Fábio,37656,Fluminense,GOL,3.6666666666666665,5.916666666666667,São Paulo,visitante,3.1666666666666665,4.541666666666667
1428,Andrey Santos,109591,Vasco,MEI,1.7,5.833333333333333,Botafogo,visitante,3.25,4.541666666666666
1429,Carabajal,98723,Vasco,MEI,1.6,5.8,Botafogo,visitante,3.25,4.525
1430,Lucas Barbosa,112886,Santos,MEI,1.5,4.75,Cuiabá,visitante,4.3,4.525
1431,Joaquim,109563,Santos,ZAG,4.22,4.699999999999999,Cuiabá,visitante,4.3,4.5
1432,Richard Coelho,86711,Cruzeiro,MEI,3.3,6.2,Internacional,visitante,2.8,4.5
1433,Gustavo Vilar,111644,Coritiba,ZAG,0.0,0.0,Goiás,visitante,4.5,4.5
1434,Thiago Dombroski,122293,Coritiba,ZAG,1.9666666666666668,0.0,Goiás,visitante,4.5,4.5
1435,Luan Polli,88916,Coritiba,GOL,3.5,0.0,Goiás,visitante,4.5,4.5
1436,Aloísio,73850,América-MG,ATA,4.400000000000001,5.9399999999999995,Atlético-MG,visitante,3.0,4.47
1437,Eduardo Sasha,70360,Bragantino,ATA,6.057142857142858,5.92,Corinthians,visitante,3.0,4.46
1438,John Kennedy,110759,Fluminense,ATA,0.825,5.74,São Paulo,visitante,3.1666666666666665,4.453333333333333
1439,Neris,83786,Cruzeiro,ZAG,2.95,6.1,Internacional,visitante,2.8,4.449999999999999
1440,Fernando Diniz,72391,Fluminense,TEC,5.628333333333333,5.660000000000001,São Paulo,visitante,3.1666666666666665,4.413333333333334
1441,João Ricardo,81881,Fortaleza,GOL,5.0,7.25,Flamengo,visitante,1.5,4.375
1442,Dodi,89883,Santos,MEI,2.0571428571428574,4.4,Cuiabá,visitante,4.3,4.35
1443,Ivonei,105899,Santos,MEI,0.0,0.0,Cuiabá,visitante,4.3,4.3
1444,Soteldo,87258,Santos,ATA,6.45,4.3,Cuiabá,visitante,4.3,4.3
1445,Jean Pedroso,121796,Coritiba,ZAG,3.4,4.1,Goiás,visitante,4.5,4.3
1446,Maicon,71227,Santos,ZAG,8.6,0.0,Cuiabá,visitante,4.3,4.3
1447,Vinícius Balieiro,110605,Santos,MEI,-0.3,0.0,Cuiabá,visitante,4.3,4.3
1448,Sandry,104580,Santos,MEI,0.25,0.0,Cuiabá,visitante,4.3,4.3
1449,Falcão,73580,Santos,TEC,3.71,0.0,Cuiabá,visitante,4.3,4.3
1450,Luan Dias,107416,Santos,MEI,-0.16666666666666666,0.0,Cuiabá,visitante,4.3,4.3
1451,Artur,95799,Palmeiras,ATA,6.8500000000000005,6.383333333333333,Athletico-PR,visitante,2.1666666666666665,4.2749999999999995
1452,Boschilia,86841,Coritiba,MEI,2.9749999999999996,4.02,Goiás,visitante,4.5,4.26
1453,Lima,96340,Fluminense,MEI,6.8,5.3500000000000005,São Paulo,visitante,3.1666666666666665,4.258333333333334
1454,Gabriel Pec,106199,Vasco,ATA,3.6999999999999993,5.116666666666665,Botafogo,visitante,3.25,4.183333333333333
1455,Samuel Xavier,73384,Fluminense,LAT,4.14,5.133333333333333,São Paulo,visitante,3.1666666666666665,4.1499999999999995
1456,Erick Marcus,121184,Vasco,ATA,1.225,5.033333333333333,Botafogo,visitante,3.25,4.141666666666667
1457,Dudu,68920,Palmeiras,ATA,5.6000000000000005,6.1000000000000005,Athletico-PR,visitante,2.1666666666666665,4.133333333333334
1458,Abel Ferreira,110506,Palmeiras,TEC,5.821666666666666,6.078333333333333,Athletico-PR,visitante,2.1666666666666665,4.1225
1459,William,89275,Cruzeiro,LAT,3.8999999999999995,5.4,Internacional,visitante,2.8,4.1
1460,Weverton,71631,Palmeiras,GOL,1.0833333333333333,6.0,Athletico-PR,visitante,2.1666666666666665,4.083333333333333
1461,Gabriel Menino,103767,Palmeiras,MEI,3.4799999999999995,5.949999999999999,Athletico-PR,visitante,2.1666666666666665,4.058333333333333
1462,Vitor Mendes,104401,Fluminense,ZAG,5.0,4.9,São Paulo,visitante,3.1666666666666665,4.033333333333333
1463,Messias,87402,Santos,ZAG,4.142857142857143,3.7399999999999998,Cuiabá,visitante,4.3,4.02
1464,Cano,79631,Fluminense,ATA,3.516666666666667,4.866666666666667,São Paulo,visitante,3.1666666666666665,4.016666666666667
1465,Cuiabano,116065,Grêmio,LAT,1.7666666666666668,6.35,Bahia,visitante,1.6666666666666667,4.008333333333333
1466,Alexsander,118774,Fluminense,LAT,6.2,4.766666666666667,São Paulo,visitante,3.1666666666666665,3.966666666666667
1467,Liziero,100761,Coritiba,MEI,1.0499999999999998,3.375,Goiás,visitante,4.5,3.9375
1468,Henrique Dourado,81905,Cruzeiro,ATA,0.9833333333333333,5.066666666666666,Internacional,visitante,2.8,3.933333333333333
1469,Lucas Pires,114374,Santos,LAT,4.757142857142857,3.55,Cuiabá,visitante,4.3,3.925
1470,Ganso,62977,Fluminense,MEI,5.966666666666666,4.68,São Paulo,visitante,3.1666666666666665,3.923333333333333
1471,Lelê,115915,Fluminense,ATA,3.1,4.6499999999999995,São Paulo,visitante,3.1666666666666665,3.908333333333333
1472,Reynaldo,97768,Cruzeiro,ZAG,4.4,5.0,Internacional,visitante,2.8,3.9
1473,Antônio Carlos Zago,69029,Coritiba,TEC,4.144,3.242,Goiás,visitante,4.5,3.871
1474,Juninho Capixaba,94968,Bragantino,LAT,7.566666666666666,4.72,Corinthians,visitante,3.0,3.86
1475,Danilo Avelar,72142,América-MG,ZAG,4.68,4.675000000000001,Atlético-MG,visitante,3.0,3.8375000000000004
1476,Alê,86388,América-MG,MEI,0.23333333333333336,4.675,Atlético-MG,visitante,3.0,3.8375
1477,Oliveira,94514,Cruzeiro,ZAG,2.1166666666666667,4.874999999999999,Internacional,visitante,2.8,3.8374999999999995
1478,Marlon,86864,América-MG,LAT,3.8249999999999997,4.6000000000000005,Atlético-MG,visitante,3.0,3.8000000000000003
1479,Bruno Gomes,106202,Coritiba,MEI,5.216666666666668,3.0999999999999996,Goiás,visitante,4.5,3.8
1480,Ruan Assis,124834,Coritiba,MEI,0.0,3.1,Goiás,visitante,4.5,3.8
1481,Caio Alexandre,106323,Fortaleza,MEI,2.033333333333333,5.966666666666666,Flamengo,visitante,1.5,3.733333333333333
1482,Bitello,112140,Grêmio,MEI,6.671428571428572,5.775,Bahia,visitante,1.6666666666666667,3.7208333333333337
1483,Bruno Pacheco,90061,Fortaleza,LAT,7.1499999999999995,5.94,Flamengo,visitante,1.5,3.72
1484,Deivid Washington,124251,Santos,ATA,5.6,3.1,Cuiabá,visitante,4.3,3.7
1485,Everaldo,91151,América-MG,ATA,4.38,4.38,Atlético-MG,visitante,3.0,3.69
1486,Wesley,105811,Cruzeiro,ATA,5.516666666666666,4.475,Internacional,visitante,2.8,3.6374999999999997
1487,Mateus Pasinato,87603,América-MG,GOL,2.375,4.25,Atlético-MG,visitante,3.0,3.625
1488,Igor Formiga,106708,Cruzeiro,LAT,1.2,4.45,Internacional,visitante,2.8,3.625
1489,Rafael Cabral,68940,Cruzeiro,GOL,4.071428571428571,4.4399999999999995,Internacional,visitante,2.8,3.6199999999999997
1490,Mayke,81150,Palmeiras,LAT,5.34,5.04,Athletico-PR,visitante,2.1666666666666665,3.6033333333333335
1491,Matheusinho,93886,América-MG,MEI,0.5,4.2,Atlético-MG,visitante,3.0,3.6
1492,Puma Rodríguez,99213,Vasco,LAT,4.3500000000000005,3.9200000000000004,Botafogo,visitante,3.25,3.585
1493,Ângelo,110415,Santos,ATA,2.4,2.8600000000000003,Cuiabá,visitante,4.3,3.58
1494,Arias,99815,Fluminense,MEI,3.84,3.9799999999999995,São Paulo,visitante,3.1666666666666665,3.5733333333333333
1495,Maurício Barbieri,82792,Vasco,TEC,3.6675,3.891666666666667,Botafogo,visitante,3.25,3.5708333333333337
1496,Ramiro,78715,Cruzeiro,MEI,3.266666666666667,4.333333333333333,Internacional,visitante,2.8,3.5666666666666664
1497,Willian Farias,63058,Coritiba,MEI,2.35,2.6,Goiás,visitante,4.5,3.55
1498,Juan Vojvoda,104754,Fortaleza,TEC,5.958333333333333,5.581666666666668,Flamengo,visitante,1.5,3.540833333333334
1499,Zé Roberto,80076,Coritiba,ATA,2.6,2.5799999999999996,Goiás,visitante,4.5,3.54
1500,Jamerson,116461,Coritiba,LAT,2.84,2.483333333333333,Goiás,visitante,4.5,3.4916666666666663
1501,Mendoza,90031,Santos,ATA,10.9,2.65,Cuiabá,visitante,4.3,3.4749999999999996
1502,Zé Rafael,82455,Palmeiras,MEI,4.139999999999999,4.766666666666667,Athletico-PR,visitante,2.1666666666666665,3.466666666666667
1503,Natanael,107554,Coritiba,LAT,7.220000000000001,2.4000000000000004,Goiás,visitante,4.5,3.45
1504,Machado,96089,Cruzeiro,MEI,3.114285714285714,4.1,Internacional,visitante,2.8,3.4499999999999997
1505,Titi,50353,Fortaleza,ZAG,5.466666666666666,5.380000000000001,Flamengo,visitante,1.5,3.4400000000000004
