,clube,xG_casa,xGA_casa,xG_fora,xGA_fora
0,Flamengo,1.3980216946492585,1.5236913786717567,1.079347675354795,1.5394538978416024
1,Botafogo,1.79087364896217,0.7398731112400553,0.8376057893857041,1.7671399285705978
2,Corinthians,1.2818764870610866,1.1537929116597003,0.8602253967010698,1.6069303011503646
3,Bahia,1.4008179820802995,1.1597030125179388,1.1050543664240597,1.2136843528738894
4,Fluminense,1.2970016929165362,1.0204724429182586,1.1253362962504532,1.8435037753203716
5,Vasco,1.1836433100700134,0.8336380577953229,0.8993720886265775,1.6318042693289219
6,Palmeiras,2.1010807063120054,0.8102495724630981,1.0310708654288665,1.2785383078954147
7,São Paulo,1.659754131355708,1.0086472821025834,1.0085950031615794,1.3557104501187356
8,Santos,1.1299321765297452,1.1071922061860329,0.7001661837974641,1.4222649885951915
9,Bragantino,1.6219725471111874,0.901825044881233,1.0999722440382311,1.737852646382145
10,Atlético-MG,1.653219351297872,0.9915816710378265,1.0751631883208241,0.9089062944665777
11,Cruzeiro,1.5039832184075592,0.9871621632731865,1.2139227570156486,1.1801261007838157
12,Grêmio,1.785932269646502,1.4844491322548774,1.3362871390925293,1.774757020089025
13,Internacional,1.293510017109029,1.247817633374426,0.8833809538388157,1.4674645257127805
14,Goiás,1.1992493380525533,1.1974680195367797,0.9926216681498692,1.67806489234277
15,Athletico-PR,1.821424424840102,0.9052463441060682,1.0296694200736518,1.3516283546179577
16,Coritiba,1.3713300592720323,1.2246850264740663,0.948247777633532,1.5967287457300972
17,América-MG,1.4166499342766428,1.1081073854451422,1.31512411948932,1.558682913224412
18,Fortaleza,1.5230288390656035,0.9433959468236238,1.4434776028447416,1.4555689849465527
19,Cuiabá,1.25267723765798,0.7290143265756723,1.127767090762522,1.5173957804321299
