,atleta_id,apelido,ranking
0,84042,Tiquinho Soares,1
1,114802,Vitor Roque,2
2,87863,Arrascaeta,3
3,91706,Marlon,4
4,39148,Hulk,5
5,79113,Víctor Cuesta,6
6,91664,Adryelson,7
7,92811,Bruno Rodrigues,8
8,87552,Vitor Bueno,9
9,68708,Eduardo,10
10,94509,Raphael Veiga,11
11,43618,Luiz Felipe Scolari,12
12,111578,António Oliveira,13
13,80196,Yago Pikachu,14
14,71684,Gustavo Gómez,15
15,87228,Guilherme Arana,16
16,91971,Wesley Carvalho,17
17,50353,Titi,18
18,89256,Gerson,19
19,105175,Khellven,20
