,clube,xG_casa,xGA_casa,xG_fora,xGA_fora,xG_geral,xGA_geral,xG_diff_casa,xG_diff_fora,xG_diff_geral
0,Palmeiras,2.387099549082697,0.9055376024339337,1.0871236048820085,1.0012406778647251,1.7371115769823529,0.9533891401493294,1.4815619466487635,0.0858829270172834,0.7837224368330235
1,Flamengo,2.2247765432509627,1.1325311325209608,1.3462994359443723,1.1986457592468378,1.7855379895976675,1.1655884458838992,1.092245410730002,0.14765367669753449,0.6199495437137683
2,Atlético-MG,2.1189275324286063,0.7274829244436483,0.9245228198638923,1.1665034167292396,1.5217251761462494,0.9469931705864439,1.391444607984958,-0.24198059686534734,0.5747320055598054
3,Fortaleza,1.9671442403339483,1.174370298860148,1.9166040161132027,1.7091655076449341,1.9418741282235756,1.4417679032525412,0.7927739414738002,0.2074385084682686,0.5001062249710344
4,Cruzeiro,1.8724683845483205,0.9457052609830066,1.035528035024734,1.2369544718278356,1.4539982097865272,1.0913298664054212,0.926763123565314,-0.20142643680310157,0.362668343381106
5,Bahia,1.2440363587405652,0.7014393038679271,1.2771656941918812,1.1407817282863046,1.2606010264662233,0.9211105160771158,0.5425970548726381,0.13638396590557655,0.3394905103891075
6,Bragantino,1.4271967873172964,1.3091213784874953,1.5513498679456372,1.2723077823367026,1.4892733276314667,1.290714580412099,0.11807540882980105,0.2790420856089346,0.19855874721936773
7,América-MG,1.4265332490899072,1.169005639879462,1.3953279731810142,1.6059323654027458,1.4109306111354607,1.3874690026411038,0.25752760921044526,-0.21060439222173155,0.023461608494356856
8,Fluminense,1.4207489827180664,0.874491514432812,1.5447803597234568,2.077331373275181,1.4827646712207616,1.4759114438539966,0.5462574682852543,-0.5325510135517242,0.006853227366764969
9,Corinthians,1.4669177485148124,0.9674138247852543,0.7058163796564386,1.5164867787106877,1.0863670640856256,1.241950301747971,0.4995039237295581,-0.8106703990542491,-0.15558323766234539
10,Santos,1.2847789711031454,1.2225125622306698,1.0255504889382512,1.441341307215001,1.1551647300206982,1.3319269347228353,0.06226640887247559,-0.4157908182767498,-0.1767622047021371
11,Athletico-PR,0.9798460375571308,1.0978517720838723,1.0892531812389732,1.3265415001319265,1.034549609398052,1.2121966361078993,-0.11800573452674146,-0.23728831889295332,-0.17764702670984733
12,Botafogo,1.6229131563907264,0.9322597919487355,1.1316155014601899,2.253049109300026,1.3772643289254582,1.592654450624381,0.6906533644419909,-1.1214336078398364,-0.2153901216989227
13,Goiás,1.1732892838251714,1.0168856737257368,1.2478571736140613,1.8828296178587685,1.2105732287196163,1.4498576457922527,0.1564036100994346,-0.6349724442447071,-0.23928441707263648
14,São Paulo,0.9939325441207292,1.3963906114860478,1.3662990192792366,1.4479998900949707,1.1801157816999828,1.4221952507905091,-0.40245806736531864,-0.08170087081573407,-0.24207946909052636
15,Internacional,1.4662807609836304,1.5862232016422144,1.1130736576421145,1.4793068413327797,1.2896772093128726,1.532765021487497,-0.11994244065858406,-0.36623318369066515,-0.2430878121746245
16,Coritiba,1.4672647367827787,1.7106835597475207,0.6485738848598129,0.9488107127096849,1.0579193108212959,1.3297471362286029,-0.24341882296474204,-0.30023682784987193,-0.271827825407307
17,Cuiabá,1.0405495619087306,0.9673622854811246,1.223421061468339,2.1706123973674716,1.1319853116885348,1.568987341424298,0.07318727642760603,-0.9471913358991326,-0.4370020297357633
18,Vasco,0.9483241560397313,1.148503120596027,0.8516066381923122,1.7410976178931339,0.8999653971160217,1.4448003692445806,-0.2001789645562957,-0.8894909797008217,-0.5448349721285588
19,Grêmio,1.5112677833458812,1.9132770977515081,0.7727457879102984,1.9032278096756794,1.1420067856280898,1.9082524537135939,-0.4020093144056269,-1.130482021765381,-0.7662456680855041
