,atleta_id,apelido,ranking
0,69318,Luis Suárez,1
1,79631,Cano,2
2,112140,Bitello,3
3,94509,Raphael Veiga,4
4,84674,Lucas Evangelista,5
5,99818,Paulinho,6
6,84042,Tiquinho Soares,7
7,87863,Arrascaeta,8
8,87228,Guilherme Arana,9
9,92811,Bruno Rodrigues,10
10,90031,Mendoza,11
11,94968,Juninho Capixaba,12
12,111578,António Oliveira,13
13,71684,Gustavo Gómez,14
14,100079,Zaracho,15
15,97145,Villasanti,16
16,87853,Mauricio Lemos,17
17,91708,Nino,18
18,89846,Cristaldo,19
19,85425,João Paulo,20
