,mandante,visitante,prob_vitoria_mandante,prob_empate,prob_vitoria_visitante,prob_sg_mandante,prob_sg_visitante
0,Coritiba,Santos,21.020624425670913,29.12704363921327,49.852319776318545,27.697269079537985,48.481945742308284
1,Corinthians,Cuiabá,42.11495514551353,33.55270356277737,24.332340234769955,50.448952536157485,36.675203001520465
2,Atlético-MG,Bragantino,62.47724655028855,21.31113501027457,16.21097027289365,41.69608086921998,14.273533995757084
3,Bahia,Cruzeiro,16.576402647685175,26.765097753142726,56.65845905063034,23.389421355079204,52.33891289712024
4,Botafogo,Fortaleza,45.50917147198752,33.36097105595256,21.129855887919227,54.34475912767003,35.13948688949775
5,América-MG,Athletico-PR,24.602439757870254,22.78473828247484,52.61242325183289,15.808364109992013,30.312540176548
6,São Paulo,Palmeiras,30.997276135991747,26.97289424138971,42.02980658420845,25.910774999686936,32.63771356896149
7,Internacional,Vasco,49.03582417904159,26.236342209811188,24.727784231197433,37.939889501470944,22.751207449667767
8,Flamengo,Grêmio,47.2435415446788,20.1556348955639,32.598162901451666,15.757551133363965,10.722070847908675
9,Goiás,Fluminense,16.354025461468773,23.17595311095609,60.46978284595008,17.39441696121588,45.821241841658065
