,apelido,atleta_id,clube,posicao,media_casa,media_fora,adversário,mando,media_cedidos,XP_visitante
1520,Tiquinho Soares,84042,Botafogo,ATA,10.5125,9.15,Cruzeiro,visitante,6.5,7.825
1521,Luan Cândido,100848,Bragantino,LAT,6.2,9.7,Coritiba,visitante,4.9375,7.31875
1522,Rafael Navarro,105770,Palmeiras,ATA,1.8,9.8,Fluminense,visitante,4.444444444444445,7.122222222222223
1523,Fernando Miguel,71571,Fortaleza,GOL,1.5,9.0,Goiás,visitante,5.125,7.0625
1524,Hugo,109668,Botafogo,LAT,8.1,7.075,Cruzeiro,visitante,6.5,6.7875
1525,Ferreira,101290,Grêmio,ATA,0.25,6.7,Vasco,visitante,6.3125,6.50625
1526,Raí,116048,Botafogo,MEI,0.0,0.0,Cruzeiro,visitante,6.5,6.5
1527,Gabriel Pires,71898,Botafogo,MEI,4.566666666666666,0.0,Cruzeiro,visitante,6.5,6.5
1528,Lúcio Flávio,103582,Botafogo,TEC,9.73,0.0,Cruzeiro,visitante,6.5,6.5
1529,Natã,107801,Grêmio,ZAG,0.2,0.0,Vasco,visitante,6.3125,6.3125
1530,Pepê,101573,Grêmio,MEI,10.5,0.0,Vasco,visitante,6.3125,6.3125
1531,Darlan,104593,Grêmio,MEI,0.2,0.0,Vasco,visitante,6.3125,6.3125
1532,Freddy,126116,Grêmio,ATA,0.5,0.0,Vasco,visitante,6.3125,6.3125
1533,Iturbe,72134,Grêmio,ATA,1.7,0.0,Vasco,visitante,6.3125,6.3125
1534,Lian,124830,Grêmio,ATA,0.0,0.0,Vasco,visitante,6.3125,6.3125
1535,Brenno,100830,Grêmio,GOL,0.0,0.0,Vasco,visitante,6.3125,6.3125
1536,Lucas Perri,91260,Botafogo,GOL,7.111111111111111,5.9375,Cruzeiro,visitante,6.5,6.21875
1537,Luís Castro,88037,Botafogo,TEC,8.055,5.578333333333333,Cruzeiro,visitante,6.5,6.039166666666667
1538,Villasanti,97145,Grêmio,MEI,6.642857142857143,5.74,Vasco,visitante,6.3125,6.02625
1539,Thiago Borbas,117314,Bragantino,ATA,1.7142857142857142,7.042857142857144,Coritiba,visitante,4.9375,5.990178571428572
1540,Piquerez,102130,Palmeiras,LAT,3.116666666666667,7.25,Fluminense,visitante,4.444444444444445,5.847222222222222
1541,Marçal,97468,Botafogo,LAT,6.760000000000001,5.1499999999999995,Cruzeiro,visitante,6.5,5.824999999999999
1542,Cristaldo,89846,Grêmio,MEI,7.244444444444444,5.220000000000001,Vasco,visitante,6.3125,5.76625
1543,Matheus Fernandes,94067,Bragantino,MEI,4.822222222222223,6.5857142857142845,Coritiba,visitante,4.9375,5.761607142857143
1544,Bruno Lage,105631,Botafogo,TEC,8.265,4.99,Cruzeiro,visitante,6.5,5.745
1545,Hulk,39148,Atlético-MG,ATA,9.483333333333334,7.377777777777778,São Paulo,visitante,4.055555555555555,5.716666666666667
1546,Rafael,70171,Botafogo,LAT,5.5,4.9,Cruzeiro,visitante,6.5,5.7
1547,Gabriel Menino,103767,Palmeiras,MEI,2.6999999999999997,6.799999999999999,Fluminense,visitante,4.444444444444445,5.622222222222222
1548,Eduardo,68708,Botafogo,MEI,5.455555555555557,4.74,Cruzeiro,visitante,6.5,5.62
1549,Léo Ortiz,97867,Bragantino,ZAG,7.9,6.2,Coritiba,visitante,4.9375,5.56875
1550,Bitello,112140,Grêmio,MEI,5.911111111111111,4.816666666666667,Vasco,visitante,6.3125,5.564583333333333
1551,Di Placido,98605,Botafogo,LAT,9.244444444444445,4.571428571428571,Cruzeiro,visitante,6.5,5.535714285714286
1552,Juninho Capixaba,94968,Bragantino,LAT,8.025,5.925,Coritiba,visitante,4.9375,5.43125
1553,Gustavo Martins,111309,Grêmio,ZAG,2.25,4.55,Vasco,visitante,6.3125,5.43125
1554,Abel Ferreira,110506,Palmeiras,TEC,5.641249999999999,6.274444444444445,Fluminense,visitante,4.444444444444445,5.359444444444445
1555,Artur,95799,Palmeiras,ATA,5.6875,6.237499999999999,Fluminense,visitante,4.444444444444445,5.340972222222222
1556,Zé Rafael,82455,Palmeiras,MEI,3.599999999999999,6.199999999999999,Fluminense,visitante,4.444444444444445,5.322222222222222
1557,Lucas Evangelista,84674,Bragantino,MEI,5.6625,5.699999999999999,Coritiba,visitante,4.9375,5.31875
1558,Gerson,89256,Flamengo,MEI,4.75,7.07142857142857,Cuiabá,visitante,3.5,5.285714285714285
1559,Dudu,68920,Palmeiras,ATA,6.585714285714286,6.1000000000000005,Fluminense,visitante,4.444444444444445,5.272222222222222
1560,Vitor Roque,114802,Athletico-PR,ATA,8.755555555555556,7.314285714285714,Santos,visitante,3.2222222222222223,5.268253968253968
