,apelido,atleta_id,clube,posicao,media_casa,media_fora,adversário,mando,media_cedidos,XP_mandante
1450,Raphael Veiga,94509,Palmeiras,MEI,10.520000000000001,3.9,Fortaleza,mandante,5.857142857142857,8.188571428571429
1451,José López,113103,Palmeiras,ATA,9.7,0.36666666666666664,Fortaleza,mandante,5.857142857142857,7.7785714285714285
1452,Luis Suárez,69318,Grêmio,ATA,11.4125,4.125,Atlético-MG,mandante,3.9375,7.675
1453,Pepê,101573,Grêmio,MEI,10.5,0.0,Atlético-MG,mandante,3.9375,7.21875
1454,Matheus Cunha,111690,Flamengo,GOL,11.375,3.642857142857143,América-MG,mandante,3.0,7.1875
1455,Mateusinho,111879,Cuiabá,LAT,9.649999999999999,2.066666666666667,São Paulo,mandante,4.714285714285714,7.182142857142857
1456,Mendoza,90031,Santos,ATA,12.333333333333334,2.375,Botafogo,mandante,1.4285714285714286,6.880952380952381
1457,Adriel,107748,Grêmio,GOL,9.0,1.5,Atlético-MG,mandante,3.9375,6.46875
1458,Dudu,68920,Palmeiras,ATA,6.585714285714286,6.1000000000000005,Fortaleza,mandante,5.857142857142857,6.2214285714285715
1459,Léo Pereira,83528,Flamengo,ZAG,9.428571428571429,2.566666666666667,América-MG,mandante,3.0,6.214285714285714
1460,Artur,95799,Palmeiras,ATA,6.285714285714286,5.942857142857142,Fortaleza,mandante,5.857142857142857,6.071428571428571
1461,Naves,115246,Palmeiras,ZAG,0.0,4.866666666666666,Fortaleza,mandante,5.857142857142857,5.857142857142857
1462,Arrascaeta,87863,Flamengo,MEI,8.666666666666666,5.242857142857143,América-MG,mandante,3.0,5.833333333333333
1463,Alef Manga,101254,Coritiba,ATA,7.159999999999999,7.18,Fluminense,mandante,4.428571428571429,5.794285714285714
1464,Juninho Capixaba,94968,Bragantino,LAT,8.057142857142857,5.771428571428571,Internacional,mandante,3.5,5.7785714285714285
1465,Biel,110760,Bahia,ATA,7.675,4.7,Corinthians,mandante,3.8375,5.75625
1466,Marlon,91706,Cruzeiro,LAT,7.8500000000000005,12.416666666666664,Goiás,mandante,3.625,5.737500000000001
