,apelido,atleta_id,clube,posicao,media_casa,media_fora
0,Abel Ferreira,110506,Palmeiras,TEC,5.641249999999999,6.274444444444445
1,Acevedo,104783,Bahia,MEI,2.8285714285714283,3.1125
2,Ademir,101314,Bahia,ATA,3.371428571428571,2.725
3,Aderlan,88423,Bragantino,LAT,5.45,5.333333333333333
4,Adriel,107748,Grêmio,GOL,9.0,1.5
5,Adryelson,91664,Botafogo,ZAG,5.3125,3.725
6,Adson,111682,Corinthians,MEI,3.5,3.1
7,Adyson,115998,América-MG,ATA,0.9,2.4
8,Alan Empereur,88033,Cuiabá,ZAG,0.19999999999999987,3.5125
9,Alan Franco,39656,Atlético-MG,MEI,0.6,0.5
10,Alan Franco,99889,São Paulo,ZAG,2.6999999999999997,2.6666666666666665
11,Alan Kardec,50347,Atlético-MG,ATA,-0.10000000000000002,4.55
12,Alan Patrick,68685,Internacional,MEI,1.5375,3.6
13,Alef Manga,101254,Coritiba,ATA,7.159999999999999,7.18
14,Alemão,98219,Internacional,ATA,1.5,4.2
15,Alerrandro,101715,Bragantino,ATA,5.85,-0.03333333333333335
16,Alesson,97321,Goiás,ATA,2.12,1.1999999999999997
17,Alex,101600,Santos,ZAG,-0.1,3.6
18,Alex Santana,85465,Athletico-PR,MEI,3.8000000000000003,1.6666666666666663
19,Alex Teixeira,60793,Vasco,MEI,3.257142857142857,2.1571428571428575
20,Alexandre Pato,49675,São Paulo,ATA,4.6,0.0
21,Alexsander,118774,Fluminense,LAT,6.2,4.766666666666667
22,Alison,73974,Santos,MEI,1.9000000000000001,0.25
23,Alisson,81845,São Paulo,MEI,3.2111111111111112,2.025
24,Alisson,125469,Atlético-MG,ATA,-0.04999999999999999,-1.3
25,Allan,96652,Flamengo,MEI,2.1,2.65
26,Allano,87391,Goiás,ATA,2.9,-0.8
27,Allyson,124340,Cuiabá,ZAG,3.45,3.466666666666667
28,Aloísio,73850,América-MG,ATA,4.400000000000001,4.733333333333333
29,Alê,86388,América-MG,MEI,0.8,4.319999999999999
30,Anderson Oliveira,102096,Goiás,ATA,1.75,1.6
31,Andrey,93787,Coritiba,MEI,1.64,1.5166666666666666
32,Andrey Santos,109591,Vasco,MEI,1.7,5.833333333333333
33,André,107498,Fluminense,MEI,3.1000000000000005,2.9714285714285715
34,André,121792,Grêmio,ATA,2.0999999999999996,2.75
35,Andrés Hurtado,110715,Bragantino,LAT,5.8999999999999995,2.6999999999999997
36,António Oliveira,111578,Cuiabá,TEC,5.308,5.9383333333333335
37,Antônio Carlos Zago,69029,Coritiba,TEC,4.144,3.242
38,Apodi,51042,Goiás,LAT,3.3199999999999994,1.375
39,Arboleda,91573,São Paulo,ZAG,6.349999999999999,3.033333333333333
40,Arias,99815,Fluminense,MEI,5.614285714285714,3.5285714285714285
41,Armando Evangelista,125081,Goiás,TEC,4.166666666666667,5.157500000000001
42,Arrascaeta,87863,Flamengo,MEI,7.55,6.325
43,Arriagada,108624,Athletico-PR,ATA,0.65,1.8
44,Arthur Sales,111771,Bahia,ATA,2.9200000000000004,1.3
45,Artur,95799,Palmeiras,ATA,5.6875,6.237499999999999
46,Aránguiz,69325,Internacional,MEI,1.5999999999999999,1.05
47,Ayrton Lucas,88393,Flamengo,LAT,7.05,3.757142857142857
48,Baralhas,99440,Internacional,MEI,1.45,3.566666666666667
49,Barros,122485,Vasco,MEI,2.15,1.9749999999999999
50,Battaglia,94845,Atlético-MG,MEI,1.542857142857143,1.942857142857143
51,Bento,105208,Athletico-PR,GOL,4.2125,4.9
52,Benítez,93550,América-MG,MEI,4.575,3.1999999999999997
53,Biel,110760,Bahia,ATA,7.675,4.7
54,Bitello,112140,Grêmio,MEI,5.911111111111111,4.816666666666667
55,Boschilia,86841,Coritiba,MEI,2.5599999999999996,3.683333333333333
56,Brenno,100830,Grêmio,GOL,0.0,0.0
57,Breno,122991,América-MG,MEI,3.34,2.2
58,Breno Lopes,93988,Palmeiras,ATA,3.4,3.385714285714286
59,Bruninho,113558,Bragantino,MEI,2.75,5.074999999999999
60,Bruno Alves,73620,Grêmio,ZAG,3.0222222222222217,0.6833333333333332
61,Bruno Fuchs,104085,Atlético-MG,ZAG,2.5,2.54
62,Bruno Gomes,106202,Coritiba,MEI,4.8,4.6
63,Bruno Henrique,70944,Internacional,MEI,0.3,0.0
64,Bruno Henrique,90285,Flamengo,ATA,3.1666666666666665,1.5
65,Bruno Lage,105631,Botafogo,TEC,8.265,4.99
66,Bruno Melo,84339,Goiás,ZAG,2.5999999999999996,3.428571428571428
67,Bruno Mezenga,37865,Santos,ATA,-0.025000000000000022,0.7499999999999999
68,Bruno Méndez,103700,Corinthians,ZAG,1.5750000000000002,2.4285714285714284
69,Bruno Pacheco,90061,Fortaleza,LAT,6.788888888888889,5.257142857142857
70,Bruno Rodrigues,92811,Cruzeiro,ATA,4.499999999999999,7.800000000000002
71,Bruno Santos,122668,Goiás,LAT,1.1333333333333333,0.2333333333333334
72,Bruno Tabata,107174,Palmeiras,MEI,0.575,1.3
73,Bruno Uvini,70221,Grêmio,ZAG,2.0500000000000003,2.066666666666667
74,Bruno Viana,92291,Coritiba,ZAG,1.0499999999999998,0.76
75,Bryan García,110013,Athletico-PR,MEI,0.0,0.0
76,Brítez,101995,Fortaleza,ZAG,4.657142857142857,3.185714285714286
77,Bustos,96678,Internacional,LAT,6.05,4.483333333333333
78,Caetano,103575,Corinthians,ZAG,0.7,4.325
