,clube,xP,ranking_xp
0,Palmeiras,28.52,1
1,Atlético-MG,27.14,2
2,Fortaleza,26.37,3
3,Botafogo,26.21,4
4,Cruzeiro,25.97,5
5,Bragantino,25.63,6
6,Athletico-PR,25.44,7
7,Fluminense,23.54,8
8,Bahia,23.12,9
9,São Paulo,22.97,10
10,Cuiabá,22.51,11
11,América-MG,22.13,12
12,Goiás,21.32,13
13,Grêmio,21.2,14
14,Vasco,20.97,15
15,Internacional,20.250000000000004,16
16,Flamengo,19.080000000000002,17
17,Coritiba,18.970000000000002,18
18,Santos,17.88,19
19,Corinthians,16.17,20
