,atleta_id,apelido,clube_id,xG_total,shots_total,jogos_num,goals_total,xG_per_match,G_per_match,xG_per_shot,shots_per_goal,clube
0,99818,Paulinho,282,3.8684024781618085,25,8,3,0.48355030977022606,0.375,0.15473609912647235,8.333333333333334,Atlético-MG
1,69318,Luis Suárez,284,5.038579738276719,43,11,4,0.45805270347970173,0.36363636363636365,0.11717627298317952,10.75,Grêmio
2,104666,Moisés,356,2.5107216586530576,16,6,3,0.4184536097755096,0.5,0.1569201036658161,5.333333333333333,Fortaleza
3,83257,Gabriel,262,4.063529382341963,27,10,4,0.4063529382341963,0.4,0.15050108823488753,6.75,Flamengo
4,84042,Tiquinho Soares,263,3.8472134917234917,34,10,10,0.3847213491723492,1.0,0.1131533379918674,3.4,Botafogo
5,101960,Vitinho,280,3.0241048079239854,31,8,1,0.3780131009904982,0.125,0.09755176799754792,31.0,Bragantino
6,89840,Calleri,276,3.337656633419568,23,9,3,0.37085073704661864,0.3333333333333333,0.14511550580085078,7.666666666666667,São Paulo
7,87470,Thaciano,265,3.6992167773778215,35,10,3,0.3699216777377822,0.3,0.10569190792508061,11.666666666666666,Bahia
8,98022,Erick,293,2.1630916817562755,18,6,0,0.36051528029271257,0.0,0.12017176009757086,inf,Athletico-PR
9,114802,Vitor Roque,293,3.9475385130366907,31,11,7,0.35886713754879007,0.6363636363636364,0.12733995203344164,4.428571428571429,Athletico-PR
10,72142,Danilo Avelar,327,1.7638792991376258,13,5,3,0.35277585982752513,0.6,0.1356830230105866,4.333333333333333,América-MG
11,94509,Raphael Veiga,275,2.4321659380552343,28,7,4,0.3474522768650335,0.5714285714285714,0.08686306921625837,7.0,Palmeiras
12,90031,Mendoza,277,2.386679263264708,18,7,3,0.3409541804663868,0.42857142857142855,0.13259329240359488,6.0,Santos
13,110759,John Kennedy,266,2.330794202217635,17,7,2,0.33297060031680503,0.2857142857142857,0.1371055413069197,8.5,Fluminense
14,115915,Lelê,266,2.6235238684672364,19,8,2,0.32794048355840455,0.25,0.13808020360353876,9.5,Fluminense
15,102928,Canobbio,293,2.2865672303953573,20,7,1,0.32665246148505106,0.14285714285714285,0.11432836151976786,20.0,Athletico-PR
16,109497,Marcos Leonardo,277,2.4521348918856,21,8,1,0.3065168614857,0.125,0.11676832818502858,21.0,Santos
17,94207,Guilherme,356,1.8166940750115745,12,6,0,0.3027823458352624,0.0,0.1513911729176312,inf,Fortaleza
18,101254,Alef Manga,294,2.4139085318122704,25,8,3,0.3017385664765338,0.375,0.09655634127249081,8.333333333333334,Coritiba
