,mandante,visitante,odds_mandante_percent,odds_empate_percent,odds_visitante_percent,odds_mandante,odds_empate,odds_visitante
0,Athletico-PR,Cruzeiro,42.016806722689076,37.03703703703704,23.980815347721823,2.38,2.7,4.17
1,Fortaleza,Bragantino,42.91845493562232,37.03703703703704,22.98850574712644,2.33,2.7,4.35
2,Corinthians,Vasco,46.08294930875576,35.97122302158274,21.008403361344538,2.17,2.78,4.76
3,Fluminense,Santos,52.91005291005292,34.01360544217687,16.0,1.89,2.94,6.25
4,Internacional,Cuiabá,42.91845493562232,39.0625,21.008403361344538,2.33,2.56,4.76
5,São Paulo,Bahia,52.91005291005292,33.003300330033,17.006802721088434,1.89,3.03,5.88
6,Botafogo,Coritiba,54.94505494505494,32.05128205128205,16.0,1.82,3.12,6.25
7,Atlético-MG,Flamengo,37.03703703703704,39.0625,27.027027027027025,2.7,2.56,3.7
8,América-MG,Palmeiras,22.98850574712644,40.0,40.0,4.35,2.5,2.5
