,clube,xG_casa,xGA_casa,xG_fora,xGA_fora
0,Flamengo,1.3595015320340753,1.5703097773077344,0.9570070590112958,1.555094710418126
1,Botafogo,1.6367564381962936,0.7754562307672218,1.005255742182503,1.5248204054362948
2,Corinthians,1.1717841319225235,1.2095371386026768,0.7498486303155436,1.482092061145631
3,Bahia,1.498055161812541,0.96148274240201,0.9512899938355684,1.242319187168595
4,Fluminense,1.2517821365067905,0.8891385649236274,1.2151758443504732,1.5846360768103764
5,Vasco,1.2624651606033392,0.9133336168525502,0.9797987641897092,1.558869566616674
6,Palmeiras,1.9549666458308859,0.8178431603430151,1.0288008067250916,1.2145922129448827
7,São Paulo,1.6599639815662095,1.0021970915988354,0.9177938579530436,1.3515378621058032
8,Santos,1.065812748687888,1.1644606450245663,0.7086215141393948,1.5224048808961643
9,Bragantino,1.5660615808321101,0.8829189304267854,1.3672417697705384,1.411661025241515
10,Atlético-MG,1.6466501821014088,0.9049192616701123,0.8980868778484877,0.9300675083119097
11,Cruzeiro,1.433751458802882,0.8787197568097703,1.2086885095204685,1.2572604916037255
12,Grêmio,1.6065965122663917,1.3631361134194213,1.248351157183039,1.715798588836707
13,Internacional,1.1587726418348159,1.221227496618528,0.9314004360681835,1.3163074043325083
14,Goiás,1.2603679168832345,0.9914559749411886,1.0068144433215558,1.5789983117999666
15,Athletico-PR,1.7959959603706888,0.9380363839417423,0.9348940035871705,1.361013270904683
16,Coritiba,1.2298497374624755,1.2402543159409505,0.8639981698945088,1.6365074317782649
17,América-MG,1.1928780623120723,1.1313460387047303,1.4050489806048962,1.4377983264183716
18,Fortaleza,1.4469031711711944,1.0947514553823856,1.3822555939067749,1.2906121512985949
19,Cuiabá,1.0628067841693962,0.6701966455316983,0.9588859779632775,1.4653928318581682
