,clube,xG_total,xGA_total,xG_saldo
0,Fortaleza,8.608680799063809,5.38921124996134,3.2194695491024685
1,Palmeiras,6.173518031938148,3.7601982780592484,2.4133197538788993
2,Flamengo,7.029932778269945,4.844628932590457,2.1853038456794884
3,Atlético-MG,5.6145926373674575,4.267484351832978,1.3471082855344791
4,Bahia,5.041589072250572,4.069691746837103,0.9718973254134688
5,Cruzeiro,5.116216936705129,4.227177260278117,0.8890396764270125
6,Bragantino,5.8039846458653646,5.158154164662897,0.6458304812024673
7,América-MG,6.602619637211868,6.065616048158615,0.5370035890532527
8,Fluminense,6.210687831182392,5.779646478799323,0.43104135238306895
9,Santos,5.080905870912369,4.848499544890823,0.23240632602154676
10,Internacional,5.5668331510786855,5.790692441832062,-0.22385929075337696
11,Goiás,4.662515394835069,4.907152217498132,-0.24463682266306375
12,Cuiabá,4.7906770278461295,5.417563266717193,-0.6268862388710632
13,São Paulo,4.994022240500401,6.013169709733224,-1.0191474692328226
14,Botafogo,5.735641825392863,6.759883229726512,-1.0242414043336492
15,Coritiba,4.855669806676611,6.084173131982216,-1.2285033253056055
16,Athletico-PR,3.3633325288220224,4.612292974271158,-1.2489604454491356
17,Corinthians,4.136415577499896,5.424009027258019,-1.2875934497581225
18,Grêmio,5.138070865691127,8.046206564805356,-2.9081356991142293
19,Vasco,3.5945967238430088,6.6550527630581,-3.060456039215091
