,clube,xG_casa,xGA_casa,xG_fora,xGA_fora,xG_geral,xGA_geral,xG_diff_casa,xG_diff_fora,xG_diff_geral
0,Fortaleza,2.190115492439152,1.1480609752822466,1.842071588875547,1.1940397946534371,2.0160935406573497,1.1710503849678418,1.0420545171569056,0.6480317942221099,0.8450431556895079
1,Palmeiras,2.2862942439783893,0.9206985352474555,1.1273765399000688,0.8983811390077993,1.706835391939229,0.9095398371276273,1.3655957087309338,0.22899540089226955,0.7972955548116016
2,Atlético-MG,1.7092243302652854,0.5812097752093672,1.0006851589431756,0.9698002815914659,1.3549547446042305,0.7755050284004166,1.1280145550559182,0.03088487735170964,0.5794497162038139
3,Cruzeiro,1.876552459412201,1.0795900357214772,1.4994412207665064,1.1560696866589872,1.6879968400893537,1.1178298611902322,0.7969624236907238,0.3433715341075192,0.5701669788991215
4,Bahia,1.6655264197323723,1.067673206009207,1.2076039975550323,1.2625976411711757,1.4365652086437022,1.1651354235901912,0.5978532137231654,-0.05499364361614334,0.271429785053511
5,Athletico-PR,1.4135388289523212,0.9448563496265129,1.068586684891133,1.1231686988044611,1.241062756921727,1.034012524215487,0.4686824793258083,-0.054582013913328176,0.20705023270624
6,Flamengo,1.5829914226960493,1.1283838140109141,1.4530721619221776,1.6284110192059298,1.5180317923091136,1.378397416608422,0.45460760868513517,-0.1753388572837522,0.13963437570069148
7,Botafogo,1.5626806138140785,0.7890339350104435,1.0144030397884183,1.649374607635682,1.2885418268012483,1.2192042713230629,0.773646678803635,-0.6349715678472638,0.06933755547818543
8,Bragantino,1.5751970163585933,1.1426547824692743,1.2539442493617434,1.732190719734894,1.4145706328601684,1.4374227511020843,0.432542233889319,-0.4782464703731506,-0.02285211824191591
9,São Paulo,1.1773624745373046,1.3667671708931473,1.2419846963034804,1.1924549505673592,1.2096735854203926,1.2796110607302533,-0.18940469635584267,0.04952974573612123,-0.06993747530986072
10,Cuiabá,1.2739369266415084,1.0443742390796726,1.1431464686545045,1.6546802136931515,1.2085416976480063,1.349527226386412,0.22956268756183573,-0.511533745038647,-0.14098552873840564
11,Corinthians,1.0101789623811088,0.9767158288325511,0.8644315816620933,1.2132452511330758,0.9373052720216011,1.0949805399828134,0.03346313354855768,-0.34881366947098247,-0.15767526796121234
12,Fluminense,1.3830826725586842,0.8921022755596404,1.2334718445211392,2.091364142146246,1.3082772585399116,1.4917332088529431,0.49098039699904383,-0.8578922976251067,-0.18345595031303152
13,Santos,1.066923236392186,1.0906521917768066,1.1669493127474198,1.5561113222503715,1.1169362745698028,1.323381757013589,-0.02372895538462072,-0.38916200950295177,-0.20644548244378624
14,Goiás,1.0350927277541955,1.3144171119592525,1.2501828745951202,1.5815882105322674,1.1426378011746579,1.44800266124576,-0.279324384205057,-0.33140533593714716,-0.3053648600711021
15,Internacional,1.372689957845038,1.4787445068633855,0.9720164040698294,1.4880511120183413,1.1723531809574337,1.4833978094408633,-0.10605454901834754,-0.5160347079485119,-0.3110446284834296
16,Vasco,1.1674974055109093,0.9576577377457123,0.8655584261053857,1.8022470477769417,1.0165279158081475,1.3799523927613269,0.20983966776519702,-0.936688621671556,-0.36342447695317937
17,América-MG,1.130524728961527,1.6445466704306178,1.4187181591330378,1.7640921795844908,1.2746214440472823,1.7043194250075544,-0.5140219414690907,-0.34537402045145305,-0.4296979809602721
18,Coritiba,1.2602421732927405,1.550001974045562,0.771616618418502,1.484354640490767,1.0159293958556213,1.5171783072681646,-0.2897598007528215,-0.712738022072265,-0.5012489114125434
19,Grêmio,1.419399045429524,1.8845042020782201,0.8792521623633424,2.0887256993466288,1.1493256038964332,1.9866149507124244,-0.4651051566486961,-1.2094735369832863,-0.8372893468159912
