atleta_id,apelido,clube,posicao,status_pre,preco_open,pontos_num,variacao_num,ieo_gm_mean,iao_gm_mean,ied_gm_mean,ieg_gm_mean,ippc_gm_mean,iro_gm,irp_gm,adversário,ranking,fase,media_movel_mandante,media_movel_visitante,prob_vitoria_mandante,prob_vitoria_visitante,mando,XP_mandante,XP_visitante
68708,Eduardo,Botafogo,MEI,Provável,7.06,19.4,4.05,9.876666666666667,4.444444444444445,32.6231701257501,15.613066458647328,0.6340562143570323,11.865,10.964728024332455,América-MG,13,5,2.5999999999999996,19.4,41.11239614695214,,mandante,4.5375,0.0
98225,Pedro Raul,Goiás,ATA,Provável,10.77,15.6,2.14,40.57079999999999,27.266666666666666,21.226735556401373,13.427994248890636,0.6913846446772764,33.33,13.459143980217886,Flamengo,12,5,6.633333333333333,9.4,25.194273804538465,,mandante,5.060489510489511,0.0
39148,Hulk,Atlético-MG,ATA,Contundido,20.31,15.5,0.8,31.910400000000003,22.1,21.58557660163159,13.427994248890636,0.28278835153476495,17.997083333333332,9.102927538328984,Bragantino,5,5,2.5,8.125,48.85814208618142,,mandante,5.091287878787879,0.0
94263,Dadá Belmonte,Goiás,ATA,Provável,5.449999999999998,15.3,2.47,13.044400000000001,5.6,28.767964466857958,13.427994248890636,0.7982182669954231,16.67,8.301476077168918,Flamengo,12,5,7.1000000000000005,9.475000000000001,25.194273804538465,,mandante,3.5195804195804197,0.0
69138,Pablo,Athletico-PR,ATA,Nulo,4.800000000000002,12.8,2.35,10.498400000000002,7.6,23.849025684857878,13.427994248890636,0.41223035982860984,8.196,3.8102453263218883,Avaí,6,5,6.6000000000000005,-0.7,,38.61921432691434,visitante,0.0,3.044166666666667
86485,Keno,Atlético-MG,ATA,Nulo,6.92,12.2,1.91,9.161999999999999,4.0,32.50477118723517,13.427994248890636,0.33276269624424226,7.698333333333333,3.781924374667026,Bragantino,5,5,5.233333333333333,5.225,48.85814208618142,,mandante,4.014583333333333,0.0
71680,Raúl Cáceres,América-MG,LAT,Nulo,5.29,11.6,1.83,11.478399999999999,2.0,31.818042124547443,14.368683815164184,0.6858330195181058,2.904,5.882453238759399,Botafogo,16,5,5.475,3.8,,26.156537933504186,visitante,0.0,4.84
100103,Pedrinho,América-MG,ATA,Provável,5.22,11.3,2.2,20.104799999999997,7.6,26.19798408986894,13.427994248890636,0.5205859055326946,9.101199999999999,5.669320875036232,Botafogo,16,5,6.175000000000001,6.05,,26.156537933504186,visitante,0.0,3.54
98909,Cuello,Athletico-PR,ATA,Nulo,7.1099999999999985,11.2,2.01,10.558799999999998,2.0,34.56482010820223,13.427994248890636,0.41889654512756236,10.680000000000001,5.600243618024764,Avaí,6,5,5.3,0.15,,38.61921432691434,visitante,0.0,2.0541666666666663
86864,Marlon ,América-MG,LAT,Nulo,5.21,10.8,1.5,4.0,0.0,39.313238659930356,14.057833375281486,0.8052081296548164,6.083600000000001,6.896963290081672,Botafogo,16,5,9.166666666666666,6.9,,26.156537933504186,visitante,0.0,4.227777777777778
