atleta_id,apelido,clube,posicao,status_pre,preco_open,pontos_num,variacao_num,ieo_gm_mean,iao_gm_mean,ied_gm_mean,ieg_gm_mean,ippc_gm_mean,iro_gm,irp_gm,adversário,ranking,fase,media_movel_mandante,media_movel_visitante,prob_vitoria_mandante,prob_vitoria_visitante,mando,XP_mandante,XP_visitante
79631,Cano,Fluminense,ATA,Provável,10.53,20.4,3.62,22.008246111193458,0.0,32.20109670730947,26.080448366876805,0.6156970254367443,33.413333333333334,13.479957431713373,Fortaleza,11.0,7.0,9.966666666666667,2.6999999999999997,,33.96120168037234,visitante,0.0,4.225
78478,Willian Arão,Flamengo,MEI,Provável,5.6,18.7,3.73,13.491996033432494,0.0,43.804608027272884,26.080448366876805,0.8487633576865313,-11.924,9.608202621036192,Goiás,15.0,5.0,2.9,7.5,64.45651365843365,,mandante,2.6166666666666667,0.0
87863,Arrascaeta,Flamengo,MEI,Provável,19.12,16.8,2.5,25.52449766255843,0.0,44.37745847092436,26.080448366876805,0.5211234763819775,59.532,18.97874651999728,Goiás,15.0,5.0,12.950000000000001,10.0,64.45651365843365,,mandante,7.6416666666666675,0.0
93787,Andrey,Coritiba,MEI,Provável,15.609999999999998,16.3,2.72,48.44962475146101,87.5,43.50326239347345,26.080448366876805,0.8198613998128351,14.868333333333334,12.503331798686668,Atlético-GO,,,14.533333333333333,4.0,,55.65244070684611,visitante,0.0,4.449999999999999
42145,Egídio,Coritiba,LAT,Provável,14.59,15.4,2.61,22.023997025074376,0.0,55.51240559029862,26.904347737945983,0.7356079659267231,3.5333333333333337,10.10443674428748,Atlético-GO,,,10.799999999999999,4.65,,55.65244070684611,visitante,0.0,4.775
89840,Calleri,São Paulo,ATA,Provável,25.75,14.9,2.46,66.1241705624026,41.666666666666664,34.738225622512786,26.080448366876805,0.6226295425772872,26.891666666666666,20.0338942016705,Corinthians,4.0,8.0,17.0,5.066666666666666,,20.338672151982593,visitante,0.0,2.283333333333333
68685,Alan Patrick,Internacional,MEI,Provável,5.449999999999998,11.9,2.43,10.896727581810454,0.0,34.257320639835804,26.080448366876805,0.40200961118392314,14.881666666666666,4.3029259896729775,Cuiabá,10.0,9.0,11.9,1.6,,25.511968873608097,visitante,0.0,3.05
109389,Raul Gustavo,Corinthians,ZAG,Provável,7.75,11.5,1.35,12.878594701799122,0.0,49.6239146753787,27.134330708406463,1.2952197048056122,3.8966666666666665,9.356469330222614,São Paulo,3.0,8.0,6.05,6.6,53.43259234621485,,mandante,4.358333333333333,0.0
91573,Arboleda,São Paulo,ZAG,Provável,5.999999999999999,11.1,2.04,0.0,0.0,41.06587904045889,26.080448366876805,0.467792027968523,-15.941666666666668,5.023604890449099,Corinthians,4.0,8.0,6.55,1.75,,20.338672151982593,visitante,0.0,0.625
94916,Nacho Fernández,Atlético-MG,MEI,Nulo,11.92,11.1,0.95,47.49964584218728,0.0,37.51220182044842,26.080448366876805,0.5164473695903266,3.51,8.038976857490864,Bragantino,5.0,8.0,8.133333333333333,4.3,,42.31892268326138,visitante,0.0,4.1
39148,Hulk,Atlético-MG,ATA,Nulo,20.59,11.1,1.31,64.36275709566449,31.25,33.66671884476623,26.080448366876805,0.41316201652829165,25.378333333333334,11.327649208282581,Bragantino,5.0,8.0,10.0,6.5,,42.31892268326138,visitante,0.0,5.2
73318,Daniel Borges,Botafogo,LAT,Provável,5.73,11.0,1.83,27.499645842187277,0.0,45.32362337072135,26.291418831011825,0.9762653109021628,-1.7850000000000001,7.959189944992471,América-MG,6.0,11.0,3.8666666666666667,4.766666666666667,,33.326625264289746,visitante,0.0,2.8833333333333333
104401,Vitor Mendes,Juventude,ZAG,Provável,3.46,10.9,1.84,11.804788213627992,0.0,39.316246305996614,26.080448366876805,0.8689961333577451,8.533333333333333,6.878480183426138,Palmeiras,16.0,5.0,1.9,10.9,40.192359282397604,,mandante,2.45,0.0
50856,Henrique,Coritiba,ZAG,Provável,4.94,10.1,2.15,0.0,0.0,45.58586584552847,26.85060997821348,0.5909981946122681,4.864999999999999,4.313164845283385,Atlético-GO,,,5.3999999999999995,0.5333333333333333,,55.65244070684611,visitante,0.0,2.7166666666666663
71691,Óscar Ruíz,Juventude,ATA,Nulo,9.95,10.0,1.15,41.94449770490362,12.5,37.99498002883619,26.080448366876805,0.664326284426787,8.215,13.944129895652988,Palmeiras,16.0,5.0,6.6000000000000005,10.0,40.192359282397604,,mandante,4.800000000000001,0.0
108422,Erison,Botafogo,ATA,Provável,12.86,9.6,0.77,35.79175323488722,0.0,35.05622726304333,26.080448366876805,1.1599999386722202,7.176666666666667,14.258934882148676,América-MG,6.0,11.0,4.3999999999999995,11.066666666666668,,33.326625264289746,visitante,0.0,6.033333333333334
94509,Raphael Veiga,Palmeiras,MEI,Provável,16.92,9.5,1.15,53.05783618118705,0.0,37.03077292767819,26.080448366876805,0.3936343902052293,4.358,11.349235405108564,Juventude,2.0,11.0,9.325,3.0,,32.1717641289893,visitante,0.0,4.0
69705,Nikão,São Paulo,MEI,Nulo,5.67,9.5,1.5,14.166312508853947,0.0,35.44403707203028,26.080448366876805,0.3448012511031697,-1.3583333333333332,3.9038857281200827,Corinthians,4.0,8.0,5.85,0.6,,20.338672151982593,visitante,0.0,0.04999999999999999
