atleta_id,apelido,clube,posicao,status_pre,preco_open,pontos_num,variacao_num,ieo_gm_mean,iao_gm_mean,ied_gm_mean,ieg_gm_mean,ippc_gm_mean,iro_gm,irp_gm,adversário,ranking,fase,media_movel_mandante,media_movel_visitante,prob_vitoria_mandante,prob_vitoria_visitante,mando,XP_mandante,XP_visitante
72583,Pedro Henrique,Internacional,ATA,Dúvida,6.0299999999999985,16.6,2.06,17.77037037037037,4.761904761904761,27.953554207090573,12.877772452676515,0.7200866293746532,11.532307692307691,6.090189697646911,Bragantino,4,9,3.1333333333333333,6.875,58.36757434188884,,mandante,3.9912878787878787,0.0
61033,Rodriguinho,Cuiabá,MEI,Nulo,5.869999999999999,15.6,2.67,10.493703703703703,4.232804232804233,26.424761308193546,12.877772452676515,0.3821056885749623,12.362692307692306,5.942427420192917,América-MG,17,4,0.39999999999999997,8.233333333333333,32.156966605180976,,mandante,4.23951048951049,0.0
79113,Víctor Cuesta,Botafogo,ZAG,Provável,9.260000000000002,14.7,1.88,18.51851851851852,2.689594356261023,39.66545892815512,13.63929967397385,0.48370479081059947,2.697037037037037,8.139361384661294,Goiás,10,9,7.44,4.7,,22.138698008763097,visitante,0.0,2.876068376068376
98289,Churín,Atlético-GO,ATA,Provável,5.4,12.7,2.17,16.70037037037037,6.719576719576719,29.044985639123077,12.877772452676515,0.6669607039509644,9.944999999999997,8.367227592965547,Corinthians,20,2,7.35,3.4,,11.76465304938604,visitante,0.0,2.6566433566433565
82381,Juninho,América-MG,MEI,Provável,5.84,12.6,2.07,10.256296296296297,1.5873015873015872,38.82074806477545,12.877772452676515,0.42686419834259004,4.288518518518519,5.115421964964329,Cuiabá,15,9,8.533333333333333,0.8666666666666666,,26.406537346381505,visitante,0.0,3.120833333333333
102878,Terans,Athletico-PR,MEI,Nulo,10.73,12.3,0.65,24.272962962962964,17.314814814814813,24.92861185667485,12.877772452676515,0.47662216742858315,15.604230769230771,19.02560705779557,Santos,6,7,5.0,10.0,,22.28272478645798,visitante,0.0,3.002136752136752
89840,Calleri,São Paulo,ATA,Nulo,22.27,12.1,1.77,31.37851851851852,20.94356261022928,23.625240634251767,12.877772452676515,0.26325516132442095,17.83444444444444,10.945009973428727,Avaí,9,7,4.375,6.8,67.46672881040436,,mandante,5.901282051282051,0.0
97653,Murilo,Palmeiras,ZAG,Provável,9.32,12.1,1.49,7.407407407407407,0.7407407407407407,37.514603122471286,14.27769118059616,0.48732400769596007,4.688461538461538,5.886808786927822,Atlético-MG,1,9,6.066666666666666,5.6,,45.76637523405519,visitante,0.0,4.059722222222222
97468,Marçal,Botafogo,LAT,Provável,6.35,11.9,0.91,11.638124999999999,1.25,35.86821891854517,14.043117551292942,0.5823195041464531,2.603125,5.954845568487019,Goiás,10,9,6.675000000000001,5.199999999999999,,22.138698008763097,visitante,0.0,2.253846153846154
94894,Capixaba,Juventude,ATA,Provável,5.38,11.6,1.36,3.7037037037037037,0.0,33.58126121009082,12.877772452676515,0.34937911699510416,5.2153846153846155,4.836970474967907,Fluminense,18,4,6.1499999999999995,4.0,,5.966177247466824,visitante,0.0,2.56031746031746
