atleta_id,apelido,clube,posicao,status_pre,preco_open,pontos_num,variacao_num,ieo_gm_mean,iao_gm_mean,ied_gm_mean,ieg_gm_mean,ippc_gm_mean,iro_gm,irp_gm,adversário,ranking,fase,media_movel_mandante,media_movel_visitante,prob_vitoria_mandante,prob_vitoria_visitante,mando,XP_mandante,XP_visitante
81091,Jair,Atlético-MG,MEI,Provável,6.94,21.3,3.67,10.0,2.5,43.49198321588804,12.1219765611369,0.6742405214267733,5.9399999999999995,7.356571541423915,Santos,3,8,3.0666666666666664,8.6,36.44139188695805,,mandante,3.775,0.0
109282,Luiz Henrique,Fluminense,ATA,Provável,7.43,21.2,4.17,26.621,10.0,41.69009458697347,12.1219765611369,1.0361441376132319,14.055000000000001,12.745639649593556,Atlético-GO,8,9,12.066666666666668,4.824999999999999,57.80970015810809,,mandante,6.75,0.0
87999,Gustavo Scarpa,Palmeiras,MEI,Provável,10.02,20.8,3.04,32.524,7.5,33.79731169742948,12.1219765611369,0.7070338143712009,19.995555555555555,8.62688713156003,Coritiba,1,13,10.9,7.300000000000001,,54.68845167866814,visitante,0.0,3.716666666666667
90031,Mendoza,Ceará,ATA,Provável,13.6,19.9,1.98,33.988,27.0,24.713446138158236,14.028294643925573,0.601340588606809,27.71625,16.28352490421456,Goiás,11,7,7.05,8.875,,28.48984248676276,visitante,0.0,5.415
91607,Rony,Palmeiras,ATA,Provável,10.29,17.3,2.85,35.422,18.75,24.20179818913706,12.1219765611369,0.6381412313828492,18.23333333333333,8.125008477679962,Coritiba,1,13,6.375,8.049999999999999,,54.68845167866814,visitante,0.0,5.566666666666666
79631,Cano,Fluminense,ATA,Provável,11.21,17.0,3.18,34.41799999999999,20.583333333333336,22.353115462280876,12.1219765611369,0.5985990039888893,25.334,12.548338726225237,Atlético-GO,8,9,15.466666666666667,1.6500000000000001,57.80970015810809,,mandante,8.49,0.0
80196,Yago Pikachu,Fortaleza,MEI,Provável,9.34,15.4,2.47,25.455,14.0,34.53059129132217,12.1219765611369,0.48126114063125314,16.257777777777775,14.739341181125729,Athletico-PR,20,5,7.5,2.466666666666667,31.04786692568848,,mandante,6.05,0.0
73384,Samuel Xavier,Fluminense,LAT,Provável,6.0,15.2,2.65,9.42,5.0,36.374260472159285,12.407690846851187,0.5207427337715316,2.0,6.195248993765289,Atlético-GO,8,9,8.9,3.4,57.80970015810809,,mandante,7.35,0.0
101254,Alef Manga,Coritiba,ATA,Nulo,8.81,13.5,1.68,25.472,12.5,32.14146495113092,12.1219765611369,0.4573011970007447,14.462,5.764102891631674,Palmeiras,6,8,6.233333333333333,1.7000000000000002,15.679103910745695,,mandante,4.791666666666667,0.0
95058,Moraes,Juventude,LAT,Provável,3.96,13.3,1.95,7.5760000000000005,0.0,32.4317501419592,12.39975433891468,0.4558585858585859,1.4289999999999998,4.545568698360079,Corinthians,19,7,9.05,0.0,,6.471347137546461,visitante,0.0,1.25
100848,Luan Cândido,Bragantino,LAT,Suspenso,7.08,13.2,2.06,7.406999999999999,10.0,35.05634795405701,12.892284684386201,0.5340345898095187,15.688888888888888,8.034433285509326,Cuiabá,12,5,7.3,3.4000000000000004,,37.04082054128213,visitante,0.0,3.6625
102878,Terans,Athletico-PR,MEI,Provável,8.29,12.5,2.24,26.303999999999995,12.25,26.84818740652019,12.1219765611369,0.5801873435634904,14.113,8.831549387489314,Fortaleza,4,10,5.466666666666666,3.8333333333333335,,32.79202305336899,visitante,0.0,4.25
102130,Piquerez,Palmeiras,LAT,Provável,7.799999999999999,11.9,0.81,10.0,0.0,45.12191845066199,12.42932172142324,0.6374820763395397,0.735,5.181557994113099,Coritiba,1,13,8.433333333333334,0.0,,54.68845167866814,visitante,0.0,2.6
89840,Calleri,São Paulo,ATA,Provável,25.52,11.8,1.84,58.224000000000004,44.33333333333333,22.61007094191433,12.1219765611369,0.4946315987268607,25.488999999999997,19.79563213784813,América-MG,5,7,12.199999999999998,5.175000000000001,65.20312042849694,,mandante,10.8125,0.0
99815,Arias,Fluminense,MEI,Provável,4.9700000000000015,11.7,1.98,10.0,2.5,29.622531440499113,12.1219765611369,0.3612653797274475,4.3870000000000005,3.847368005682266,Atlético-GO,8,9,4.966666666666666,0.0,57.80970015810809,,mandante,4.87,0.0
69138,Pablo,Athletico-PR,ATA,Suspenso,6.39,11.6,0.79,17.155,15.0,23.284341178373758,12.1219765611369,0.7242264604893218,13.888,7.2239632086606145,Fortaleza,4,10,7.35,7.333333333333333,,32.79202305336899,visitante,0.0,6.466666666666667
72362,Rodrigo Lindoso,Ceará,MEI,Suspenso,3.9,11.4,1.81,10.0,0.0,34.841985370644664,12.1219765611369,0.40627411925937984,3.2177777777777776,3.929659102072895,Goiás,11,7,0.7999999999999999,3.8333333333333335,,28.48984248676276,visitante,0.0,2.725
96725,Saravia,Botafogo,LAT,Suspenso,6.55,10.7,2.04,0.0,0.0,45.99703203065191,12.392246831407173,0.5929365912150486,2.909,8.035268312810823,Avaí,15,4,2.566666666666667,4.449999999999999,50.44408315185386,,mandante,3.6,0.0
70360,Eduardo Sasha,Atlético-MG,ATA,Provável,5.8900000000000015,10.6,1.52,14.472,13.5,28.071889049339482,12.1219765611369,0.6277798570080454,10.005555555555556,5.546229551364338,Santos,3,8,6.3,4.666666666666667,36.44139188695805,,mandante,3.9625,0.0
39148,Hulk,Atlético-MG,ATA,Provável,20.110000000000007,10.4,1.31,48.769,31.25,24.36879605884382,12.1219765611369,0.360758665756836,17.463333333333335,11.5697310819262,Santos,3,8,9.299999999999999,5.966666666666666,36.44139188695805,,mandante,7.115,0.0
99440,Baralhas,Atlético-GO,MEI,Nulo,7.24,10.2,1.09,8.333,7.5,39.716283185251974,12.1219765611369,0.6382345056067271,9.276,9.535949795308017,Fluminense,18,7,5.0,4.033333333333333,,16.344547853017467,visitante,0.0,4.5075
99119,Lucas Braga,Santos,ATA,Nulo,3.99,9.7,1.63,9.091,5.0,30.268731708779473,12.1219765611369,0.4079351381518097,3.0380000000000003,3.124545850893765,Atlético-MG,10,3,2.6999999999999997,1.0666666666666667,,34.67771268140829,visitante,0.0,1.5233333333333332
91733,Felipe,Fortaleza,MEI,Provável,5.300000000000002,9.2,1.48,8.620999999999999,0.0,35.34316599727104,12.1219765611369,0.42180423585712623,2.1599999999999997,7.353183631747285,Athletico-PR,20,5,3.7999999999999994,2.1999999999999997,31.04786692568848,,mandante,4.2125,0.0
70986,Léo Cittadini,Athletico-PR,MEI,Nulo,3.74,9.2,1.7,10.0,0.0,30.63343310372281,12.1219765611369,0.4166218944650078,3.318,3.296569126205689,Fortaleza,4,10,1.65,4.3,,32.79202305336899,visitante,0.0,4.949999999999999
110506,Abel Ferreira,Palmeiras,TEC,Provável,12.6,9.06,0.55,0.0,0.0,26.473416808625863,12.1219765611369,0.5438161024919937,0.0,8.26472064348982,Coritiba,1,13,6.710000000000001,8.01,,54.68845167866814,visitante,0.0,4.680000000000001
103700,Bruno Méndez,Internacional,ZAG,Nulo,3.1,9.0,1.86,10.0,2.5,30.23958529914085,12.444557206298192,0.5910644393930233,2.936,3.6433172302737513,Flamengo,7,7,5.05,2.566666666666667,45.58551842215438,,mandante,3.7666666666666666,0.0
100762,Bissoli,Avaí,ATA,Provável,6.78,8.7,1.21,35.424,20.166666666666664,18.40297531994188,12.1219765611369,1.3145382038044962,22.604000000000003,11.089241995103453,Botafogo,17,1,6.733333333333333,3.8666666666666667,,25.58386093570091,visitante,0.0,2.5375
89668,Cris Silva,Fluminense,LAT,Provável,9.33,8.5,1.34,8.065000000000001,0.0,35.75512863128596,12.816094208195725,0.30172713004886315,1.0,4.6563017914923845,Atlético-GO,8,9,8.5,0.5,57.80970015810809,,mandante,7.25,0.0
93882,Cleiton,Bragantino,GOL,Provável,9.37,8.5,1.22,0.0,0.0,26.14421173950144,50.99312851751181,0.452295251843299,0.0,8.829047566493765,Cuiabá,12,5,3.0,4.0,,37.04082054128213,visitante,0.0,3.8375
80129,Jadson,Juventude,MEI,Provável,7.5,8.5,1.42,10.0,2.5,35.08568810757926,12.1219765611369,0.423423213799545,6.285,7.860569075064667,Corinthians,19,7,2.7,4.1,,6.471347137546461,visitante,0.0,2.675
105811,Wesley,Palmeiras,ATA,Nulo,3.5,8.2,1.42,10.0,2.5,27.313752943079646,12.1219765611369,0.29475137796403583,1.78,1.4106859460412624,Coritiba,1,13,5.6,-0.4,,54.68845167866814,visitante,0.0,1.125
107110,Natan,Bragantino,ZAG,Provável,7.939999999999999,8.2,0.92,10.0,2.0,30.847853745562798,12.892284684386201,0.4709244879737984,5.7411111111111115,6.290696391126807,Cuiabá,12,5,5.949999999999999,0.8500000000000001,,37.04082054128213,visitante,0.0,2.3875
107498,André,Fluminense,MEI,Provável,6.31,8.1,1.03,10.0,0.0,38.339228303232424,12.1219765611369,0.46134292016362544,3.6710000000000003,5.524425854312998,Atlético-GO,8,9,5.533333333333334,0.43333333333333335,57.80970015810809,,mandante,5.57,0.0
68808,Nino Paraíba,Ceará,LAT,Suspenso,5.43,8.0,1.38,9.091,3.333333333333333,32.99185463576045,12.883881323041663,0.422030231657527,3.703333333333333,5.698005698005697,Goiás,11,7,2.733333333333333,3.05,,28.48984248676276,visitante,0.0,2.255
81881,João Ricardo,Ceará,GOL,Provável,5.29,8.0,1.07,0.0,0.0,28.15146302711326,42.88883315071645,0.9874048129552954,0.0,8.768051871500147,Goiás,11,7,2.8333333333333335,7.3,,28.48984248676276,visitante,0.0,3.895
98225,Pedro Raul,Goiás,ATA,Provável,10.43,8.0,-1.06,34.141999999999996,19.166666666666664,25.622023025306085,12.1219765611369,0.7108327584749288,13.055000000000001,11.974394376804321,Ceará,13,8,1.75,6.325,45.497773986530085,,mandante,3.6833333333333336,0.0
71631,Weverton,Palmeiras,GOL,Dúvida,11.72,8.0,-0.06,0.0,0.0,27.83003445568469,39.158882374513304,0.3253655024143811,0.0,5.018786538800645,Coritiba,1,13,5.333333333333333,8.0,,54.68845167866814,visitante,0.0,4.55
87552,Vitor Bueno,Athletico-PR,MEI,Nulo,3.58,8.0,0.91,10.0,2.5,25.13860034588949,12.1219765611369,0.29872009740724825,4.5760000000000005,2.218061942940865,Fortaleza,4,10,0.0,0.0,,32.79202305336899,visitante,0.0,0.0
72391,Fernando Diniz,Fluminense,TEC,Provável,8.010000000000002,7.99,1.38,0.0,0.0,26.80345023798534,11.434756431876249,0.44435177454108893,0.0,7.150749179791874,Atlético-GO,8,9,5.196666666666666,3.2600000000000002,57.80970015810809,,mandante,5.498333333333333,0.0
93790,Marlon Freitas,Atlético-GO,MEI,Provável,6.33,7.9,1.11,19.091,4.0,47.29091005445861,12.1219765611369,0.9063920141031963,7.825999999999999,8.555389405044984,Fluminense,18,7,4.0,1.2,,16.344547853017467,visitante,0.0,2.8699999999999997
86711,Richard Coelho,Ceará,MEI,Provável,5.25,7.8,0.81,10.0,0.0,36.664890450362876,12.1219765611369,0.4642959906565709,3.352222222222222,5.550643481677965,Goiás,11,7,5.85,2.1333333333333333,,28.48984248676276,visitante,0.0,1.8125
