atleta_id,apelido,clube,posicao,status_pre,preco_open,pontos_num,variacao_num,ieo_gm_mean,iao_gm_mean,ied_gm_mean,ieg_gm_mean,ippc_gm_mean,iro_gm,irp_gm,adversário,ranking,fase,media_movel_mandante,media_movel_visitante,prob_vitoria_mandante,prob_vitoria_visitante,mando,XP_mandante,XP_visitante
104530,Igor Paixão,Coritiba,ATA,Provável,14.400000000000002,19.2,2.77,29.825625000000002,12.767857142857142,31.6222506523325,12.198891130902494,0.5423488569570863,18.745999999999995,11.943821550808448,Flamengo,17,2,7.125,8.0,,19.273793589784663,visitante,0.0,5.841666666666667
72524,Nicolas,Goiás,ATA,Nulo,3.81,17.6,3.1,10.416875000000001,6.09375,22.739915308425886,12.198891130902494,0.492631279404216,7.129333333333333,5.035045057931627,Juventude,10,7,17.6,0.2,,41.13816164815476,visitante,0.0,2.24
104257,João Lucas,Cuiabá,LAT,Provável,5.98,16.5,2.79,0.0,0.0,43.52602841638699,13.065809045021547,0.5488747728613623,2.074,8.057967393341247,Palmeiras,16,5,11.466666666666667,1.7666666666666666,,6.377200642705924,visitante,0.0,3.3857142857142857
101715,Alerrandro,Bragantino,ATA,Provável,5.6,15.8,1.85,15.063125,10.0,26.6305929093677,12.198891130902494,0.6695361473753505,8.314666666666666,5.826371748623503,América-MG,8,8,11.15,6.3999999999999995,,40.47579522010126,visitante,0.0,3.414285714285714
79631,Cano,Fluminense,ATA,Provável,14.88,15.7,0.24,38.989999999999995,18.333333333333336,21.528131201544028,12.198891130902494,0.5949539690495236,22.504375,11.936728814480624,São Paulo,5,11,11.559999999999999,2.7,,28.58764596771075,visitante,0.0,2.3642857142857143
90444,Moisés,Internacional,LAT,Provável,6.1000000000000005,15.2,1.72,17.540625,2.03125,27.614354240305786,12.400504034128302,0.3912080034080715,3.1146666666666665,4.254575852474765,Athletico-PR,3,10,7.05,9.1,,27.29493953247416,visitante,0.0,4.828571428571428
100848,Luan Cândido,Bragantino,LAT,Provável,8.95,15.2,1.98,18.234375,12.34375,33.34559442435283,12.881946611159114,0.6464792259394552,15.036666666666667,9.611733434592749,América-MG,8,8,9.55,9.8,,40.47579522010126,visitante,0.0,5.014285714285714
111831,Matheus Martins,Fluminense,ATA,Provável,2.78,15.2,2.11,10.714375,5.15625,27.672375064403585,12.198891130902494,1.0148323827382213,6.335,3.707126161874219,São Paulo,5,11,9.1,0.35,,28.58764596771075,visitante,0.0,1.811904761904762
88423,Aderlan,Bragantino,LAT,Provável,7.309999999999999,15.0,2.48,6.25,0.0,33.96401750851734,13.08355951438492,0.3786654921653688,2.2253333333333334,5.553445984431364,América-MG,8,8,6.666666666666667,3.4,,40.47579522010126,visitante,0.0,3.354285714285714
104649,Heitor,Internacional,LAT,Provável,4.24,14.2,2.1,0.0,0.0,30.33269297104952,12.400504034128302,0.24431603773584903,1.25,2.121049545222024,Athletico-PR,3,10,14.2,2.8,,27.29493953247416,visitante,0.0,2.878571428571428
