atleta_id,apelido,clube,posicao,status_pre,preco_open,pontos_num,variacao_num,ieo_gm_mean,iao_gm_mean,ied_gm_mean,ieg_gm_mean,ippc_gm_mean,iro_gm,irp_gm,adversário,ranking,fase,media_movel_mandante,media_movel_visitante,prob_vitoria_mandante,prob_vitoria_visitante,mando,XP_mandante,XP_visitante
99440,Baralhas,Atlético-GO,MEI,Nulo,7.88,16.1,1.79,11.527666666666667,6.5,36.89717015290841,12.72467786607953,0.48475480184483916,6.763333333333333,8.155954513266966,Palmeiras,18,6,10.75,5.3,13.143679803930569,,mandante,3.677922077922078,0.0
71684,Gustavo Gómez,Palmeiras,ZAG,Provável,14.240000000000002,14.7,2.77,21.505,7.9682539682539675,33.99856646181394,13.788312337677796,0.3176180929763538,3.5517241379310347,6.844871517624604,Atlético-GO,1,15,8.2,1.2500000000000002,,64.31850977719022,visitante,0.0,4.812222222222222
81150,Mayke,Palmeiras,LAT,Provável,7.7,14.1,0.71,9.565333333333333,2.722222222222222,35.57857979515812,13.79908819974676,0.584001114779905,2.3762068965517242,4.75286064857038,Atlético-GO,1,15,7.599999999999999,4.225,,64.31850977719022,visitante,0.0,3.9566666666666666
92708,Deyverson,Cuiabá,ATA,Provável,4.8599999999999985,12.7,2.2,15.587058823529413,6.7787114845938365,27.550062963131627,11.89445216675221,0.4511526429860384,11.929999999999998,9.696593179643035,Flamengo,19,4,4.333333333333333,5.425000000000001,21.368251105303777,,mandante,3.691666666666667,0.0
89840,Calleri,São Paulo,ATA,Provável,24.04,12.1,-0.18,30.62166666666667,21.62698412698413,24.00399149960152,12.72467786607953,0.25370723809269985,18.57107142857143,11.3955268305128,Botafogo,7,11,3.4499999999999997,12.1,55.53503535696592,,mandante,5.85128205128205,0.0
102130,Piquerez,Palmeiras,LAT,Provável,8.57,11.7,1.4,6.666666666666667,0.0,42.15981400560097,13.674699653899593,0.53256457691164,2.7192857142857143,5.542653515988604,Atlético-GO,1,15,6.566666666666666,5.333333333333333,,64.31850977719022,visitante,0.0,4.434444444444445
98289,Churín,Atlético-GO,ATA,Provável,5.960000000000001,11.7,1.65,17.454666666666665,7.158730158730159,28.51673351395721,12.72467786607953,0.6781512165469343,10.985172413793101,8.497521556212773,Palmeiras,18,6,8.066666666666666,0.95,13.143679803930569,,mandante,3.1509523809523814,0.0
109497,0,Santos,ATA,Provável,11.99,11.3,1.91,24.488000000000003,16.444444444444446,21.861902192738697,12.72467786607953,0.4201934447207584,34.72,12.009363232350648,Juventude,11,3,3.25,3.6666666666666665,66.63244107996003,,mandante,5.375641025641025,0.0
116994,0,Bragantino,ATA,Dúvida,1.66,10.9,2.27,8.0,5.0,24.7965172260249,11.774187360437093,0.7874521940974908,23.08,22.37289527158779,Coritiba,8,6,2.8,-0.2,,38.13614324268789,visitante,0.0,1.2833333333333332
87999,Gustavo Scarpa,Palmeiras,MEI,Provável,12.84,10.4,0.58,35.53266666666666,7.119047619047619,30.5329657398781,12.72467786607953,0.5359345339639063,17.147241379310348,8.090675743016442,Atlético-GO,1,15,6.133333333333333,5.175,,64.31850977719022,visitante,0.0,5.261794871794871
69012,Santos,Flamengo,GOL,Provável,9.17,10.0,1.56,0.0,0.0,26.756506109803095,32.591992244539114,0.26746245227452686,0.0,4.28766761010359,Cuiabá,10,5,2.75,4.733333333333333,,47.79780343101039,visitante,0.0,4.4817307692307695
93834,Keiller,Internacional,GOL,Provável,2.82,10.0,0.69,0.0,0.0,25.855325857029914,23.062806468397465,0.6830456943053115,0.0,2.085666613334552,Goiás,3,11,8.5,5.5,63.43325903581668,,mandante,5.866666666666667,0.0
110506,Abel Ferreira,Palmeiras,TEC,Provável,13.79,9.92,0.91,0.0,0.0,25.82296360427292,12.72467786607953,0.46912080135060436,0.0,8.308809011160525,Atlético-GO,1,15,7.2299999999999995,4.77,,64.31850977719022,visitante,0.0,4.84797619047619
91607,Rony,Palmeiras,ATA,Provável,10.96,9.7,1.44,26.014666666666663,14.694444444444446,25.31828826695118,12.72467786607953,0.42150353204368124,14.246551724137928,6.130297018531925,Atlético-GO,1,15,7.366666666666667,3.5,,64.31850977719022,visitante,0.0,4.823333333333334
69138,Pablo,Athletico-PR,ATA,Dúvida,5.2799999999999985,9.6,1.4,11.526333333333334,8.0,23.91754915598102,12.72467786607953,0.4052331834375298,8.585172413793103,4.151734550641484,Corinthians,6,6,5.875,-0.24999999999999997,,20.504331728974023,visitante,0.0,2.975
