atleta_id,apelido,clube,posicao,status_pre,preco_open,pontos_num,variacao_num,ieo_gm_mean,iao_gm_mean,ied_gm_mean,ieg_gm_mean,ippc_gm_mean,iro_gm,irp_gm,XP_min_para_valorizacao,adversário,ranking_clube,fase,media_movel_mandante,media_movel_visitante,media_movel,prob_vitoria_mandante,prob_vitoria_visitante,prob_vitoria,prob_sg_mandante,prob_sg_visitante,prob_SG,odds_home,odds_away,odds,mando,XP_mandante,XP_visitante,XP
104521,Vinícius Zanocelo,Santos,MEI,Provável,10.56,20.9,6.28,47.62,0.0,41.01449275362319,30.317460317460323,2.4415887850467293,15.835,20.14457831325301,1.9,São Paulo,1,,10.45,0.0,10.45,,,,,,,,5.47,5.47,visitante,0.0,0.0,0.0
93790,Marlon Freitas,Atlético-GO,MEI,Provável,7.2,15.7,4.59,45.455,0.0,53.76811594202898,30.317460317460323,3.0076628352490418,20.835,43.611111111111114,1.41,Cuiabá,17,,15.7,0.0,15.7,,86.02754092025005,86.02754092025005,,96.76310731471165,96.76310731471165,,3.55,3.55,visitante,0.0,0.0,0.0
38225,Muriqui,Avaí,ATA,Provável,10.44,14.5,3.63,50.0,0.0,34.05797101449275,30.317460317460323,1.064610866372981,7.175,27.07244212098581,2.8,Internacional,6,,14.5,0.0,14.5,,3.2309278884386914,3.2309278884386914,,0.3776537189437584,0.3776537189437584,,7.23,7.23,visitante,0.0,0.0,0.0
104530,Igor Paixão,Coritiba,ATA,Provável,14.93,14.0,3.18,70.03,0.0,29.63768115942029,30.317460317460323,0.5957446808510638,25.285,25.768452052273144,3.81,Fluminense,10,,0.0,0.0,,,,,,,,2.43,,2.43,mandante,0.0,0.0,0.0
109497,Marcos Leonardo,Santos,ATA,Provável,10.6,13.8,3.34,32.26,0.0,22.17391304347826,30.317460317460323,0.950413223140496,34.17,13.301204819277107,2.5,São Paulo,1,,6.9,0.0,6.9,,,,,,,,5.47,5.47,visitante,0.0,0.0,0.0
100762,Bissoli,Avaí,ATA,Provável,5.73,13.0,3.77,41.665,0.0,21.014492753623188,30.317460317460323,3.3163265306122436,19.35,24.271844660194176,1.44,Internacional,6,,13.0,0.0,13.0,,3.2309278884386914,3.2309278884386914,,0.3776537189437584,0.3776537189437584,,7.23,7.23,visitante,0.0,0.0,0.0
114374,Lucas Pires,Santos,LAT,Provável,11.84,12.8,3.03,0.0,0.0,79.85507246376812,32.22222222222222,0.7264472190692395,11.670000000000002,12.337349397590364,3.18,São Paulo,1,,6.4,0.0,6.4,,,,,,,,5.47,5.47,visitante,0.0,0.0,0.0
102878,Terans,Athletico-PR,MEI,Provável,10.01,12.6,2.95,33.9,0.0,29.78260869565217,30.317460317460323,0.8923512747875354,25.895,18.18969250757904,2.14,América-MG,16,,6.3,0.0,6.3,,,,,,,,3.6,3.6,visitante,0.0,0.0,0.0
98225,Pedro Raul,Goiás,ATA,Provável,9.01,12.0,2.78,76.26499999999999,28.57142857142857,9.420289855072463,30.317460317460323,0.9630818619582664,24.355,29.49127549766527,2.05,Atlético-MG,18,,0.0,12.0,12.0,0.01355840460590111,,0.01355840460590111,0.09270040424884682,,0.09270040424884682,6.83,,6.83,mandante,0.0,0.0,0.0
91521,Eder,São Paulo,ATA,Provável,9.41,10.6,2.65,36.365,0.0,32.39130434782609,30.317460317460323,0.7840236686390533,9.81,20.940339786645588,2.16,Santos,11,,0.0,0.0,,,,,,,,1.65,,1.65,mandante,0.0,0.0,0.0
