"atleta_id","nome_txt","apelido_txt","preco_editorial_num","foto_txt"
36540,"Juan Silveira dos Santos","Juan",4.00,"https://s.glbimg.com/es/sde/f/2019/04/26/c0292f11879afe8a8e2ab9454e762e1a_FORMATO.png"
36886,"Eugênio Machado Souto","Geninho",4.00,"https://s.glbimg.com/es/sde/f/2019/10/22/75a0125439d2f88ca15ede164ee42d4c_FORMATO.png"
36940,"Oswaldo de Oliveira","Oswaldo de Oliveira",6.90,"https://s.glbimg.com/es/sde/f/2019/08/27/835aad64e86b5c595fe6a647b4ada118_FORMATO.png"
37246,"Ney Franco da Silveira Júnior","Ney Franco",3.00,"https://s.glbimg.com/es/sde/f/2019/08/16/4fdb04d94b755837e1e0f7f90cf60442_FORMATO.png"
37281,"Luis Antônio Venker de Menezes","Mano Menezes",12.00,"https://s.glbimg.com/es/sde/f/2019/09/17/46cf277e84eac2493bb162ec93f5690f_FORMATO.png"
37333,"Marcelo Ribeiro Cabo","Marcelo Cabo",2.00,"https://s.glbimg.com/es/sde/f/2019/03/23/843c23143eca2d56e0f4bbd3030f4324_FORMATO.png"
37489,"Itamar Schulle","Itamar Schulle",NULL,"https://s.glbimg.com/es/sde/f/2019/12/02/9d5cbf957f2c983413f3f540ac954b8f_FORMATO.png"
37604,"Paulo André Cren Benini","Paulo André",6.00,"https://s.glbimg.com/es/sde/f/2019/03/30/d13b3f750784e34198600803f659c068_FORMATO.png"
37614,"Evandro Goebel","Evandro",6.00,"https://s.glbimg.com/es/sde/f/2019/07/23/786467c2a3fa4e560747d85deb202cf4_FORMATO.png"
37646,"Ebert William Amâncio","Betão",6.00,"https://s.glbimg.com/es/sde/f/2019/02/18/c0b805cc5c8e5f13e496652b72658a40_FORMATO.png"
37655,"Rafael Martiniano de Miranda Moura","Rafael Moura",5.00,"https://s.glbimg.com/es/sde/f/2019/07/16/854eb848da41f2f6d32cdacb338e5e87_FORMATO.png"
37656,"Fábio Deivson Lopes Maciel","Fábio",14.00,"https://s.glbimg.com/es/sde/f/2018/05/18/d4072db4bdda7615aec2517449afe555_FORMATO.png"
37657,"Eduardo Luís Abonizio de Souza","Edu Dracena",6.00,"https://s.glbimg.com/es/sde/f/2019/06/05/4b2eb6b4e8d69e5d9596ee97455c1859_FORMATO.png"
37662,"Jonathan Cícero Moreira","Jonathan",7.00,"https://s.glbimg.com/es/sde/f/2019/03/30/8b5651c87880d8422c6440c0edfc069a_FORMATO.png"
37673,"Alecsandro Barbosa Felisbino","Alecsandro",7.00,"https://s.glbimg.com/es/sde/f/2019/08/16/4a2c1f65c81e89225ad8cbc89dbf310c_FORMATO.png"
37688,"Cícero Santos","Cícero",9.00,"https://s.glbimg.com/es/sde/f/2019/03/22/127a99bc778de63bbb214dc7e6215725_FORMATO.png"
37694,"Henrique Pacheco de Lima","Henrique",10.00,"https://s.glbimg.com/es/sde/f/2018/05/18/f4c3f244aefa8557f0db6db3c2b7328a_FORMATO.png"
37701,"Leonardo da Silva Moura","Léo Moura",7.00,"https://s.glbimg.com/es/sde/f/2018/05/21/7d6781295f86c2cbf0d78d936349c8c8_FORMATO.png"
37717,"Fernando Henrique dos Anjos","Fernando Henrique",4.00,"https://s.glbimg.com/es/sde/f/2019/03/28/7ea4631a70a1da7be84a3480e80a9441_FORMATO.png"
37788,"Marcelo Boeck","Marcelo Boeck",5.00,"https://s.glbimg.com/es/sde/f/2019/03/22/4b4e1c64603c84d346f4ba4ad46fb562_FORMATO.png"
37792,"Edimo Ferreira Campos","Edinho",4.00,"https://s.glbimg.com/es/sde/f/2019/03/28/a73e2e4e04ac38d68b05eb5ffc8d4e8e_FORMATO.png"
37798,"Rafael Augusto Sobis do Nascimento","Rafael Sobis",9.00,"https://s.glbimg.com/es/sde/f/2019/03/29/391192f2c104011047dcb18e6855dd72_FORMATO.png"
38001,"Anderson Pedro Nunes da Silva Campos","Anderson",4.00,"https://s.glbimg.com/es/sde/f/2019/03/29/bbfcc261f62ebb5c1dbea1b7e31f6dca_FORMATO.png"
38140,"Fernando Buttenbender Prass","Fernando Prass",8.00,"https://s.glbimg.com/es/sde/f/2019/01/14/fa2170b10aa6b39a49f233749a326dec_FORMATO.jpeg"
