"atleta_id","nome_txt","apelido_txt","preco_editorial_num","foto_txt"
36443,"Nelson de Jesus Silva","Dida",10.00,"http://s.glbimg.com/es/sde/f/2012/06/01/583a73c8c9a11338416a90e38c804148_FORMATO.jpeg"
36540,"Juan Silveira dos Santos","Juan",12.00,"http://s.glbimg.com/es/sde/f/2010/12/30/804ea225337148abcf3d897835d66983_FORMATO.jpeg"
36591,"Leonardo José Aparecido de Moura","Leonardo",2.00,"http://s.glbimg.com/es/sde/f/2011/08/12/8fd443a8ddd48c27d33b04099dfcdb41_FORMATO.jpeg"
36612,"José Roberto da Silva Júnior","Zé Roberto",14.00,"http://s.glbimg.com/es/sde/f/2012/05/03/ef68d90faebdac4ae7133e22cbb5ee2b_FORMATO.jpeg"
36650,"Magno Alves de Araújo","Magno Alves",7.00,"http://s.glbimg.com/es/sde/f/2010/12/29/52403d624849eaedcfaadaf887102543_FORMATO.jpeg"
36728,"Marcos Antônio de Lima","Índio",5.00,"http://s.glbimg.com/es/sde/f/2010/11/18/760bb34888d550a1ad79b65231916688_FORMATO.jpeg"
36770,"Geovanni Deiberson Maurício Gómez","Geovanni",6.00,"http://s.glbimg.com/es/sde/f/2012/01/13/8ba39cd0226793d9e69c9094cf81eec9_FORMATO.jpeg"
36775,"Marcos dos Santos Assunção","Marcos Assunção",24.00,"http://s.glbimg.com/es/sde/f/2010/11/18/d1aaa711c2c443c40bbc046990e29f91_FORMATO.jpeg"
36784,"Túlio Lustosa Seixas Pinheiro","Túlio",8.00,"http://s.glbimg.com/es/sde/f/2011/08/10/fcc2236a334e8255c4cf937c5441a54c_FORMATO.jpeg"
36792,"Clemerson de Araújo Soares","Araújo",2.00,"http://s.glbimg.com/es/sde/f/2011/08/10/b1281c2468694914c020d4a9bcd16e22_FORMATO.jpeg"
36802,"Ronaldo de Assis Moreira","Ronaldinho Gaúcho",22.00,"http://s.glbimg.com/es/sde/f/2010/12/07/d5f184e11148725f3057ab5f016bb9bd_FORMATO.jpeg"
36856,"Celso Juarez Roth","Celso Roth",7.00,"http://s.glbimg.com/es/sde/f/2010/11/18/8873abde4ad46200c20910f77ff5fb28_FORMATO.jpeg"
36886,"Eugênio Machado Souto","Geninho",1.00,"http://s.glbimg.com/es/sde/f/2012/05/03/c5fa113304ca441412950a9a8e715cf0_FORMATO.jpeg"
36934,"Muricy Ramalho","Muricy Ramalho",17.00,"http://s.glbimg.com/es/sde/f/2010/11/12/fce18c670c771a9a6defe6252652e85e_FORMATO.jpeg"
36940,"Oswaldo de Oliveira","Oswaldo de Oliveira",8.00,"http://s.glbimg.com/es/sde/f/2011/12/05/e6bc3aecb57a4d685e9fcc0d5bed4ee9_FORMATO.jpeg"
37086,"Artur Alves da Silva Neto","Artur Neto",3.00,"http://s.glbimg.com/es/sde/f/2012/09/11/59eb5c737b48c83e263e3dc702f345c1_FORMATO.jpeg"
37245,"Augusto Sérgio Ferreira","Guto Ferreira",8.72,"http://s.glbimg.com/es/sde/f/2012/09/24/37819b05f70b05b636587c4ef584fee6_FORMATO.jpeg"
37246,"Ney Franco da Silveira Júnior","Ney Franco",10.00,"http://s.glbimg.com/es/sde/f/2011/10/06/942984fb95297a6ad232e7be8fbb9a25_FORMATO.jpeg"
37247,"Flávio Murtosa","Flávio Murtosa",10.00,NULL
37306,"Gilson Kleina","Gilson Kleina",3.00,"http://s.glbimg.com/es/sde/f/2012/01/14/f939c2fe85de2659bb50a2260dd4755f_FORMATO.jpeg"
37328,"Waldemar Lemos","Waldemar Lemos",7.00,"http://s.glbimg.com/es/sde/f/2012/01/12/95fba727ce8526b2c4d6ed80ddedeae4_FORMATO.jpeg"
37604,"Paulo André Cren Benini","Paulo André",5.00,"http://s.glbimg.com/es/sde/f/2010/11/17/711f255037d6cec2f0823073ef44a982_FORMATO.jpeg"
37613,"Dagoberto Pelentier","Dagoberto",19.00,"http://s.glbimg.com/es/sde/f/2010/11/16/92ca87cc6de440721603b0f4260d0d09_FORMATO.jpeg"
37621,"Junior Cesar Eduardo Machado","Junior Cesar",15.00,"http://s.glbimg.com/es/sde/f/2010/11/16/bce4e41b8734c2918abcb43d208f81b8_FORMATO.jpeg"
37623,"Rafael Marques Pinto","Rafael Marques",8.00,"http://s.glbimg.com/es/sde/f/2010/11/19/276d92a84f25da9cf8b83ba991d1fa36_FORMATO.jpeg"
37627,"Rodrigo Oliveira de Bittencourt","Diguinho",13.00,"http://s.glbimg.com/es/sde/f/2010/11/12/7e0af14f5fcf249993207a437f9c73bd_FORMATO.jpeg"
37634,"José Roberto Oliveira","Zé Roberto",10.00,"http://s.glbimg.com/es/sde/f/2010/11/12/74d70daf82009f0242e0a413b0522b55_FORMATO.jpeg"
37639,"Wescley Pina Gonçalves","Wescley",3.00,"http://s.glbimg.com/es/sde/f/2012/01/14/fd5eb707acc10418ee5f3492338d8f18_FORMATO.jpeg"
37643,"Dyego Rocha Coelho","Coelho",2.00,"http://s.glbimg.com/es/sde/f/2012/02/15/7e922a77839b4136c14e636c3e9de693_FORMATO.jpeg"
37645,"Marcelo Mendonça de Mattos Terra","Marcelo Mattos",8.00,"http://s.glbimg.com/es/sde/f/2010/11/16/fbbebe031526f2295156982e55ff2b29_FORMATO.jpeg"
37650,"Roger Galera Flores","Roger",13.00,"http://s.glbimg.com/es/sde/f/2010/11/17/a0b6a6967894624a19d464f9e2d85cc1_FORMATO.jpeg"
37652,"Carlos Alberto Gomes de Jesus","Carlos Alberto",9.00,"http://s.glbimg.com/es/sde/f/2010/11/12/49e2a088b96fc29ba64e938a75aabc74_FORMATO.jpeg"
37655,"Rafael Martiniano de Miranda Moura","Rafael Moura",15.00,"http://s.glbimg.com/es/sde/f/2011/08/10/add98e54369d8055bbb5061b31d9546c_FORMATO.jpeg"
37656,"Fábio Deivson Lopes Maciel","Fábio",17.00,"http://s.glbimg.com/es/sde/f/2010/11/17/eb69197b09c0ff4136486ae2f94adbc8_FORMATO.jpeg"
37657,"Eduardo Luís Abonizio de Souza","Edu Dracena",10.00,"http://s.glbimg.com/es/sde/f/2010/11/17/8a658791303c38d50cb95ee483075e3a_FORMATO.jpeg"
37659,"Lauro Júnior Batista da Cruz","Lauro",6.00,"http://s.glbimg.com/es/sde/f/2012/01/14/efe615f442afafebac2f75b865abc3a8_FORMATO.jpeg"
37663,"Julio Cesar Coelho de Moraes Júnior","Júlio César",4.00,"http://s.glbimg.com/es/sde/f/2010/11/12/3dbd9c868ce6aa49acbc402203fcd346_FORMATO.jpeg"
37666,"Leandro Silva Wanderley","Leandro",4.00,"http://s.glbimg.com/es/sde/f/2010/11/16/9c218fa6c17e817016f6db602ceac69e_FORMATO.jpeg"
37673,"Alecsandro Barbosa Felisbino","Alecsandro",15.00,"http://s.glbimg.com/es/sde/f/2010/11/18/7c86f5ffe59ed528f7f1516e15f58c3f_FORMATO.jpeg"
37674,"Wagner Ferreira dos Santos","Wagner",5.00,"http://s.glbimg.com/es/sde/f/2012/01/04/ab8a44034ca8789f322b47a1d1cb95c4_FORMATO.jpeg"
37680,"Antônio Marcos da Silva Filho","Marquinhos Paraná",8.00,"http://s.glbimg.com/es/sde/f/2010/11/17/4f973588164cf987b0f64ac81182549a_FORMATO.jpeg"
37682,"Edson Henrique da Silva","Edson",3.00,"http://s.glbimg.com/es/sde/f/2012/09/18/746fa6755cc55d848f655f66681563bd_FORMATO.jpeg"
37684,"Anderson Sebastião Cardoso","Chicão",15.00,"http://s.glbimg.com/es/sde/f/2010/11/17/53f6b8930ac400b5bc1067bd9c3c28f4_FORMATO.jpeg"
37688,"Cícero Santos","Cícero",18.00,"http://s.glbimg.com/es/sde/f/2011/08/11/89c43954c2dc14106a7cf1754c364693_FORMATO.jpeg"
37690,"Rodrigo Fernandes Valete","Fernandes",8.00,"http://s.glbimg.com/es/sde/f/2011/08/14/46a8dea2092502419ac757fddd4baa99_FORMATO.jpeg"
37694,"Henrique Pacheco de Lima","Henrique",12.00,"http://s.glbimg.com/es/sde/f/2010/11/17/42fd125a5efb760e5453520bcd55a712_FORMATO.jpeg"
37700,"Jônatas Domingos","Jônatas",2.00,"http://s.glbimg.com/es/sde/f/2011/09/14/07142f47c7027f6277f696769b75136c_FORMATO.jpeg"
37701,"Leonardo da Silva Moura","Léo Moura",18.00,"http://s.glbimg.com/es/sde/f/2010/11/12/9a2661677f3ebab0dc3e39140265d15b_FORMATO.jpeg"
37704,"Renato Assis da Silva","Renato Silva",4.00,"http://s.glbimg.com/es/sde/f/2010/11/16/2a06f40c3dc0617024a32310b00878d8_FORMATO.jpeg"
37705,"Juan Maldonado Jaimez Júnior","Juan",13.00,"http://s.glbimg.com/es/sde/f/2010/11/12/8bbad623b801275fcce8c18165b94e38_FORMATO.jpeg"
37707,"Carlos Renato de Abreu","Renato",10.00,"http://s.glbimg.com/es/sde/f/2010/11/12/3494d422633f78dd31b1bde2534316c4_FORMATO.jpeg"
37710,"Rafael Ferreira Francisco","Toró",4.00,"http://s.glbimg.com/es/sde/f/2011/08/12/350e4c37b8abb1c580d56b158f921396_FORMATO.jpeg"
37713,"Manuel de Brito Filho","Obina",8.00,"http://s.glbimg.com/es/sde/f/2010/11/16/4d5f93adaf083e9aba06bb68dc234e1b_FORMATO.jpeg"
37718,"Marcos Arouca da Silva","Arouca",19.00,"http://s.glbimg.com/es/sde/f/2010/11/17/547a6acf7e52e757591d13c52b544856_FORMATO.jpeg"
37752,"Rodrigo Pereira Calaça","Rodrigo Calaça",7.00,"http://s.glbimg.com/es/sde/f/2012/01/15/83eb58f5f036ab2aa9d8f32b9860c38a_FORMATO.jpeg"
37762,"Rodrigo de Souza Cardoso","Souza",17.00,"http://s.glbimg.com/es/sde/f/2010/11/17/ea7d5584e0a2fd76c1ad586657462da7_FORMATO.jpeg"
37770,"Marcelo Grohe","Marcelo Grohe",4.00,"http://s.glbimg.com/es/sde/f/2010/11/19/20337a6a95afd6eae8812b2a6e89de53_FORMATO.jpeg"
37776,"Alessandro Mori Nunes","Alessandro",10.00,"http://s.glbimg.com/es/sde/f/2010/11/17/7af31ee5e44e84ee7e5d4bcc977b4405_FORMATO.jpeg"
37777,"Fábio Pereira da Cruz","Pereira",8.00,"http://s.glbimg.com/es/sde/f/2011/09/28/61015d99fe73cf9d866f59a04a6ce268_FORMATO.jpeg"
37779,"Anderson Simas Luciano","Tcheco",9.00,"http://s.glbimg.com/es/sde/f/2011/08/10/04f261442ebdeee5a6e0c269c4908de0_FORMATO.jpeg"
37784,"Germán Gustavo Herrera","Herrera",5.00,"http://s.glbimg.com/es/sde/f/2010/11/12/1cd947a2c7fb36fcabbfdb298fb2165d_FORMATO.jpeg"
37789,"Fabian Guedes","Bolívar",3.00,"http://s.glbimg.com/es/sde/f/2010/11/18/1c8ce3881da89c89d8c4aab0c7a847ba_FORMATO.jpeg"
37790,"Marcos Venâncio de Albuquerque","Ceará",7.00,"http://s.glbimg.com/es/sde/f/2012/07/12/88b92d91481bda80514e4d0c1e8764ec_FORMATO.jpeg"
37792,"Edimo Ferreira Campos","Edinho",9.00,"http://s.glbimg.com/es/sde/f/2010/11/18/64fbdfbe8d99faf86aba1a07cab1b1eb_FORMATO.jpeg"
37794,"Paulo César Fonseca do Nascimento","Tinga",10.00,"http://s.glbimg.com/es/sde/f/2010/11/18/82bfbf07a88405a0d84f9822bb932d04_FORMATO.jpeg"
37798,"Rafael Augusto Sobis do Nascimento","Rafael Sobis",16.00,"http://s.glbimg.com/es/sde/f/2010/11/18/f736b71a022706a8bcab771036ed4e5f_FORMATO.jpeg"
37801,"Wason L. Rentería Cuesta","Rentería",4.00,"http://s.glbimg.com/es/sde/f/2011/09/22/e48b5aa86474f267038e6617c859855c_FORMATO.jpeg"
37803,"Renan Teixeira da Silva","Renan Teixeira",2.00,"http://s.glbimg.com/es/sde/f/2012/02/15/c284fff57ede8991c6d08c6cd89886d5_FORMATO.jpeg"
37816,"Marco Antônio Miranda Filho","Marco Antônio",11.00,"http://s.glbimg.com/es/sde/f/2012/01/04/b2677c11b3c398e3ca852fcf07e405e2_FORMATO.jpeg"
37818,"Hugo Henrique Assis do Nascimento","Hugo",6.00,"http://s.glbimg.com/es/sde/f/2012/07/17/3594649ca0b4be148fe45ba36043e30b_FORMATO.jpeg"
37828,"Carlos Rodrigues Correa","Correa",7.00,"http://s.glbimg.com/es/sde/f/2010/11/12/cce55e31e64be89a5c550dbbfd7ea31e_FORMATO.jpeg"
37829,"Lúcio Carlos Cajueiro Souza","Lúcio",3.00,"http://s.glbimg.com/es/sde/f/2010/11/19/1060f08dcd044224050eefe267408d51_FORMATO.jpeg"
37832,"Márcio Miranda Freitas Rocha da Silva","Marcinho",4.00,"http://s.glbimg.com/es/sde/f/2011/08/11/82af905c9b6f784fd9b0ea3bc19e572f_FORMATO.jpeg"
37838,"Rodrigo Oliveira da Silva Alvim Breves","Rodrigo Alvim",1.00,"http://s.glbimg.com/es/sde/f/2010/11/12/0c687ac89bc6f2b2c6278d8ec191d45c_FORMATO.jpeg"
37840,"Gustavo Franchin Schiavolin","Gustavo",2.00,"http://s.glbimg.com/es/sde/f/2011/08/17/b89383b9960153cb2c91391ee1ddaa75_FORMATO.jpeg"
37844,"João Paulo Pereira Mendes Bersch","João Paulo ",3.00,"http://s.glbimg.com/es/sde/f/2011/08/10/77f4edb7d26f5bbe92633faf74e74832_FORMATO.jpeg"
37848,"Leonardo Gonçalves Silva","Leonardo",1.00,"http://s.glbimg.com/es/sde/f/2011/08/14/8a4c17c39504afa7540b91bde1c70488_FORMATO.jpeg"
37850,"Vanderson da Silva Souza","Vandinho",5.00,"http://s.glbimg.com/es/sde/f/2012/01/15/6dc4727fba45f3c9758fd61a76b34bd3_FORMATO.jpeg"
37851,"Maicosuel Reginaldo de Matos","Maicosuel",13.00,"http://s.glbimg.com/es/sde/f/2010/11/12/59df881bcffb30ae8da743288e899544_FORMATO.jpeg"
37859,"Rogério Miranda Silva","Rogerinho",3.00,"http://s.glbimg.com/es/sde/f/2012/01/13/0e6180e839de69eb971044bd776ad13a_FORMATO.jpeg"
37861,"Fabiano Monteiro de Oliveira","Fabiano Oliveira",1.00,"http://s.glbimg.com/es/sde/f/2012/02/23/4d303406266b0b06db2b6d56be2adc82_FORMATO.jpeg"
37870,"Felipe Jorge Loureiro","Felipe",20.00,"http://s.glbimg.com/es/sde/f/2010/11/12/b6e167fc7497107cb87a6dac197c4c65_FORMATO.jpeg"
37890,"Gabriel de Paulo Limeira","Gabriel",1.00,"http://s.glbimg.com/es/sde/f/2012/01/03/c9060130e6ecd66bd9798f51eb1ad9b7_FORMATO.jpeg"
37899,"Renan Brito Soares","Renan",3.00,"http://s.glbimg.com/es/sde/f/2010/11/18/16fe6f634b3b59a32a8242581b1fcb33_FORMATO.jpeg"
37916,"Andre Luis Garcia","Andre Luis",5.00,"http://s.glbimg.com/es/sde/f/2010/11/12/cf3772de6feb3343fbdd1f9929ac1d53_FORMATO.jpeg"
37917,"Elano Blumer","Elano",17.00,"http://s.glbimg.com/es/sde/f/2010/12/07/264a04bb9ef29de01e0aa83e91c132e1_FORMATO.jpeg"
37919,"Luis Fabiano Clemente","Luis Fabiano",25.00,"http://s.glbimg.com/es/sde/f/2010/12/07/0de61a5947f2e3feeef8463cf5322a0e_FORMATO.jpeg"
37935,"Michael Anderson Pereira da Silva","Michael",3.00,"http://s.glbimg.com/es/sde/f/2010/11/12/3ce3404747858a737b81386d5e492a3e_FORMATO.jpeg"
37941,"Humberlito Borges Teixeira","Borges",20.00,"http://s.glbimg.com/es/sde/f/2010/11/19/c285ec1e93b5c87ef1aaa37e6bc191c5_FORMATO.jpeg"
37947,"Clennyson Silva do Nascimento","Xaves",2.00,"http://s.glbimg.com/es/sde/f/2012/01/14/3dfdcd7e5ffdb94a79195a77a36810d3_FORMATO.jpeg"
