"atleta_id","nome_txt","apelido_txt","preco_editorial_num","foto_txt"
36540,"Juan Silveira dos Santos","Juan",7.00,"https://s.glbimg.com/es/sde/f/2016/04/20/cac9ebd94cc82a0b98f4055f9667d4e6_FORMATO.png"
36591,"Leonardo José Aparecido de Moura","Leonardo",3.00,"https://s.glbimg.com/es/sde/f/2016/05/01/17c90d261be180237a80821b235423f3_FORMATO.jpeg"
36612,"José Roberto da Silva Júnior","Zé Roberto",12.00,"https://s.glbimg.com/es/sde/f/2016/05/01/ba32976a24a9a6f813303a9bcd016693_FORMATO.png"
36650,"Magno Alves de Araújo","Magno Alves",7.00,"https://s.glbimg.com/es/sde/f/2016/04/29/c7b7baa7ccfa38f9c782090e8e24b49c_FORMATO.png"
36856,"Celso Juarez Roth","Celso Roth",9.27,"https://s.glbimg.com/es/sde/f/2016/09/02/e6c25349337267ace5a2855c4b1fc541_FORMATO.png"
36934,"Muricy Ramalho","Muricy Ramalho",11.00,"https://s.glbimg.com/es/sde/f/2016/04/20/3a92967b813f5e1ac0479ba51f910170_FORMATO.png"
36940,"Oswaldo de Oliveira","Oswaldo de Oliveira",7.00,"https://s.glbimg.com/es/sde/f/2016/10/14/31b344fa2b6b3e64f99fb306adecf93a_FORMATO.png"
36943,"Paulo Autuori","Paulo Autuori",8.00,"https://s.glbimg.com/es/sde/f/2016/05/02/b2a269f29451119f2d3811442679dc7a_FORMATO.png"
37245,"Augusto Sérgio Ferreira","Guto Ferreira",6.00,"https://s.glbimg.com/es/sde/f/2016/05/09/40a1918975b6b4d85241f5fcfde659b3_FORMATO.png"
37281,"Luis Antônio Venker de Menezes","Mano Menezes",6.54,"https://s.glbimg.com/es/sde/f/2016/08/09/246730e80d7ef5af15c8b59b8491c289_FORMATO.png"
37306,"Gilson Kleina","Gilson Kleina",4.00,"https://s.glbimg.com/es/sde/f/2016/05/02/8b88360e89cd66c3cfb3466ac323d860_FORMATO.png"
37424,"Luiz Carlos de Oliveira Preto","Pintado",12.92,"https://s.glbimg.com/es/sde/f/2016/11/23/3fd33e76d85e25fee894f0e74c85f4d9_FORMATO.png"
37601,"Tiago Cardoso dos Santos","Tiago Cardoso",9.00,"https://s.glbimg.com/es/sde/f/2016/05/01/ae7159c592fbc29db5bbfe03c9abb68e_FORMATO.png"
37604,"Paulo André Cren Benini","Paulo André",5.00,"https://s.glbimg.com/es/sde/f/2016/05/09/245b6785a7c26b5b1c667315f40b3768_FORMATO.png"
37607,"Michel Fernandes Bastos","Michel Bastos",16.00,"https://s.glbimg.com/es/sde/f/2016/05/01/d9abb78626aaa013bb379d82f2084409_FORMATO.png"
37608,"Cristian Mark Junio Nascimento Oliveira Baroni","Cristian",2.00,"https://s.glbimg.com/es/sde/f/2016/04/28/ef1d2a5ff504e9d69923adec9d7edfe3_FORMATO.png"
37613,"Dagoberto Pelentier","Dagoberto",10.00,"https://s.glbimg.com/es/sde/f/2016/05/01/959bce7e4083d35acad0cf216886af9b_FORMATO.png"
37623,"Rafael Marques Pinto","Rafael Marques",4.00,"https://s.glbimg.com/es/sde/f/2016/07/06/b45f79756eb94a504668de882f191381_FORMATO.jpeg"
37652,"Carlos Alberto Gomes de Jesus","Carlos Alberto",6.00,"https://s.glbimg.com/es/sde/f/2016/04/29/6d844ecf2e201d5ccaf0120e89a2a63f_FORMATO.png"
37655,"Rafael Martiniano de Miranda Moura","Rafael Moura",8.00,"https://s.glbimg.com/es/sde/f/2016/04/29/505bb95d4110ddb7f27fe3607bdc1e3d_FORMATO.png"
37656,"Fábio Deivson Lopes Maciel","Fábio",9.00,"https://s.glbimg.com/es/sde/f/2016/04/29/d67882f35767ba55ac29318622b2d920_FORMATO.png"
37657,"Eduardo Luís Abonizio de Souza","Edu Dracena",5.00,"https://s.glbimg.com/es/sde/f/2016/05/01/652eaba0da463e14e3f20b2102573e34_FORMATO.png"
37659,"Lauro Júnior Batista da Cruz","Lauro",4.00,"https://s.glbimg.com/es/sde/f/2016/05/09/249e731821db5544fc0c4fb41a95db56_FORMATO.jpeg"
37662,"Jonathan Cícero Moreira","Jonathan",8.00,"https://s.glbimg.com/es/sde/f/2016/04/29/342b9727e7f297bb78896cf41975a0af_FORMATO.png"
37673,"Alecsandro Barbosa Felisbino","Alecsandro",13.00,"https://s.glbimg.com/es/sde/f/2016/05/30/1c83a2b2521974f5bd8599c7f316093a_FORMATO.png"
37688,"Cícero Santos","Cícero",15.00,"https://s.glbimg.com/es/sde/f/2016/04/29/e356e8f08f83d738804569dcdf24662b_FORMATO.png"
37694,"Henrique Pacheco de Lima","Henrique",4.00,"https://s.glbimg.com/es/sde/f/2016/04/29/3ee91a269e77c0defb08f1fee38c0aff_FORMATO.png"
37701,"Leonardo da Silva Moura","Léo Moura",7.00,"https://s.glbimg.com/es/sde/f/2016/07/13/3c80bd862910177950643eb218b40870_FORMATO.png"
37705,"Juan Maldonado Jaimez Júnior","Juan",16.00,"https://s.glbimg.com/es/sde/f/2016/04/28/73fd5c42810ee2f6303956f06682f35e_FORMATO.png"
37718,"Marcos Arouca da Silva","Arouca",8.00,"https://s.glbimg.com/es/sde/f/2016/05/01/1c67e891759a1d905e98b60faab6c0d8_FORMATO.png"
37770,"Marcelo Grohe","Marcelo Grohe",8.00,"https://s.glbimg.com/es/sde/f/2016/04/30/24c6dcd5d18502d7d51725cc7c39f9d2_FORMATO.png"
37788,"Marcelo Boeck","Marcelo Boeck",2.00,"https://s.glbimg.com/es/sde/f/2016/04/27/b9625b133d8e576300589a4318722188_FORMATO.png"
37790,"Marcos Venâncio de Albuquerque","Ceará",8.00,"https://s.glbimg.com/es/sde/f/2016/08/25/c0a080d10a4cf70cfd331296c12f3848_FORMATO.png"
37792,"Edimo Ferreira Campos","Edinho",5.00,"https://s.glbimg.com/es/sde/f/2016/07/07/b6a64e9dceecd9ffec83258abb8067f4_FORMATO.png"
37798,"Rafael Augusto Sobis do Nascimento","Rafael Sobis",14.00,"https://s.glbimg.com/es/sde/f/2016/07/06/9f448978203e98dc8d4f57f547ed8a44_FORMATO.png"
37837,"Cristian Martins Cabral","Cristian",6.00,"https://s.glbimg.com/es/sde/f/2016/05/01/faa6415e93854cb938cf48c3b0cdef46_FORMATO.png"
37851,"Maicosuel Reginaldo de Matos","Maicosuel",8.00,"https://s.glbimg.com/es/sde/f/2016/07/07/59e04fe0887237e428903b15b4519ccd_FORMATO.png"
37894,"Danilo Leandro Dias","Danilo Dias",4.00,"https://s.glbimg.com/es/sde/f/2016/08/26/3781a59a98a51e36115c97265c4573b8_FORMATO.png"
37917,"Elano Blumer","Elano",9.00,"https://s.glbimg.com/es/sde/f/2016/05/01/c5eac32204a0124e851be34b9419f9db_FORMATO.png"
37941,"Humberlito Borges Teixeira","Borges",6.00,"https://s.glbimg.com/es/sde/f/2016/05/03/436a2c59283ae195563be05647dbf600_FORMATO.jpeg"
37984,"Mário Lúcio Duarte Costa","Aranha",6.00,"https://s.glbimg.com/es/sde/f/2016/08/31/b7fe2ef85ad1e78c78fb8fff624d527f_FORMATO.png"
38021,"Wendel Geraldo Maurício e Silva","Wendel",6.00,"https://s.glbimg.com/es/sde/f/2016/08/31/82b0cdf0b686f247ca4b6e49acc59a90_FORMATO.png"
38032,"Cleber Santana Loureiro","Cleber Santana",7.00,"https://s.glbimg.com/es/sde/f/2016/04/27/c3966e4c695292b7e3a189109ef1b5a2_FORMATO.png"
38061,"Edcarlos Conceição Santos","Edcarlos",3.00,"https://s.glbimg.com/es/sde/f/2016/05/09/547d01877f79db5b42a3cb3f5e8b7cbe_FORMATO.png"
38062,"Diego Alfredo Lugano Moreno","Lugano",10.00,"https://s.glbimg.com/es/sde/f/2016/05/01/08944541062646b222c15154448a4d88_FORMATO.png"
38064,"Denilson Pereira Neves","Denilson",8.00,"https://s.glbimg.com/es/sde/f/2016/07/23/bdc783a5b428b81232a74d3e69fd5080_FORMATO.png"
38067,"Danilo Gabriel de Andrade","Danilo",10.00,"https://s.glbimg.com/es/sde/f/2016/04/28/1dc0f8069c06483703657ee804569648_FORMATO.png"
38100,"Severino dos Ramos Durval da Silva","Durval",11.00,"https://s.glbimg.com/es/sde/f/2016/05/01/ca4c8f110ce5a6969a820fa3ff17eb5f_FORMATO.png"
38109,"Jefferson de Oliveira Galvão","Jefferson",18.00,"https://s.glbimg.com/es/sde/f/2016/05/20/27326ea71a4a3d4cde252b5498024a60_FORMATO.png"
38139,"Deyvison Rogério da Silva","Bobô",6.00,"https://s.glbimg.com/es/sde/f/2016/04/30/cc19b73e952917608905af7757b1b398_FORMATO.png"
38140,"Fernando Buttenbender Prass","Fernando Prass",21.00,"https://s.glbimg.com/es/sde/f/2016/05/01/493488441bb751ad5dbdb042a318599f_FORMATO.png"
38162,"Frederico Chaves Guedes","Fred",27.00,"https://s.glbimg.com/es/sde/f/2016/06/17/9b0b5790f058efc782c5b548946075bf_FORMATO.png"
38196,"Maicon Thiago Pereira de Souza","Maicon",8.00,"https://s.glbimg.com/es/sde/f/2016/04/30/27dcb564ab7d595bb92c4d5fe4904a62_FORMATO.png"
38219,"Alex Raphael Meschini","Alex",8.00,"https://s.glbimg.com/es/sde/f/2016/04/30/d4e8412bf508df299340807940cfcb38_FORMATO.png"
38229,"Fábio Santos Romeu","Fábio Santos",8.00,"https://s.glbimg.com/es/sde/f/2016/07/07/4a75d0c2bc8cc75be5d9e1085a0d5f95_FORMATO.png"
38230,"Edinaldo Batista Libânio","Grafite",15.00,"https://s.glbimg.com/es/sde/f/2016/05/01/47f9e9299b1a4fe137e0e39a1f1d5997_FORMATO.png"
38246,"Robson de Souza","Robinho",26.00,"https://s.glbimg.com/es/sde/f/2016/04/26/8e31e8c5b840d14429d5ca4ea7e92d4a_FORMATO.png"
38279,"Wellington Pereira do Nascimento","Wellington Paulista",12.00,"https://s.glbimg.com/es/sde/f/2016/05/01/08df4542784046e1a9a8c28f2c4d7979_FORMATO.png"
38287,"Roger Rodrigues da Silva","Roger",7.00,"https://s.glbimg.com/es/sde/f/2016/07/08/38e8f580ae4e3bf9d8a96fb05a05cf25_FORMATO.png"
38311,"Márcio Rodrigues Araújo","Márcio Araújo",5.00,"https://s.glbimg.com/es/sde/f/2016/04/20/a9fe945df23da97fd8ba3c0574058bbf_FORMATO.png"
38350,"Fernando Leal Fonseca","Fernando Leal",3.00,"https://s.glbimg.com/es/sde/f/2016/05/09/b4d5d9d8070f8826d346104d0f83e14a_FORMATO.png"
