"atleta_scout_id","rodada_id","atleta_id","scout_id","quantidade_num"
1,1,70916,1,0
2,1,70916,2,0
3,1,70916,16,0
4,1,70916,18,0
5,1,70916,13,0
6,1,70916,6,0
7,1,70916,17,0
8,1,70916,9,3
9,1,70916,10,0
10,1,70916,8,2
11,1,70916,3,5
12,1,70916,5,0
13,1,70916,7,0
14,1,70916,14,0
15,1,70916,12,0
16,1,70916,11,1
17,1,70916,4,0
18,1,70916,15,0
19,1,52674,1,0
20,1,52674,2,3
21,1,52674,16,0
22,1,52674,13,0
23,1,52674,18,0
24,1,52674,11,0
25,1,52674,6,0
26,1,52674,14,0
27,1,52674,9,1
28,1,52674,7,0
29,1,52674,8,3
30,1,52674,3,6
31,1,52674,17,0
32,1,52674,10,0
33,1,52674,5,0
34,1,52674,12,0
35,1,52674,4,0
36,1,52674,15,0
37,1,38545,1,0
38,1,38545,12,0
39,1,38545,2,0
40,1,38545,16,0
41,1,38545,8,4
42,1,38545,18,0
43,1,38545,17,0
44,1,38545,6,0
45,1,38545,5,0
46,1,38545,9,1
47,1,38545,10,0
48,1,38545,3,8
49,1,38545,7,0
50,1,38545,14,0
51,1,38545,11,1
52,1,38545,13,0
53,1,38545,4,0
54,1,38545,15,0
55,1,89493,1,0
56,1,89493,2,1
57,1,89493,16,0
58,1,89493,8,1
59,1,89493,18,0
60,1,89493,11,0
61,1,89493,6,1
62,1,89493,13,0
63,1,89493,17,0
64,1,89493,5,0
65,1,89493,9,1
66,1,89493,7,0
67,1,89493,3,1
68,1,89493,10,0
69,1,89493,14,0
70,1,89493,12,0
71,1,89493,4,0
72,1,89493,15,0
73,1,42116,1,0
74,1,42116,2,1
75,1,42116,16,0
76,1,42116,18,3
77,1,42116,11,0
78,1,42116,6,0
79,1,42116,13,0
80,1,42116,17,0
81,1,42116,9,2
82,1,42116,7,0
83,1,42116,8,0
84,1,42116,3,1
85,1,42116,10,0
86,1,42116,14,0
87,1,42116,5,0
88,1,42116,12,0
89,1,42116,4,0
90,1,42116,15,0
91,1,83615,1,0
92,1,83615,2,0
93,1,83615,16,0
94,1,83615,8,0
95,1,83615,18,0
96,1,83615,17,0
97,1,83615,6,0
98,1,83615,13,0
99,1,83615,5,0
100,1,83615,9,1
101,1,83615,7,0
102,1,83615,3,2
103,1,83615,10,0
104,1,83615,14,0
105,1,83615,11,0
106,1,83615,12,0
107,1,83615,4,0
108,1,83615,15,0
109,1,70944,1,0
110,1,70944,12,0
111,1,70944,2,1
112,1,70944,16,0
113,1,70944,18,0
114,1,70944,11,0
115,1,70944,6,0
116,1,70944,13,0
117,1,70944,9,2
118,1,70944,7,0
119,1,70944,8,2
120,1,70944,3,2
121,1,70944,17,0
122,1,70944,10,0
123,1,70944,14,0
124,1,70944,5,0
125,1,70944,4,0
126,1,70944,15,0
127,1,92708,1,0
128,1,92708,2,0
129,1,92708,16,0
130,1,92708,8,1
131,1,92708,13,0
132,1,92708,18,0
133,1,92708,6,0
134,1,92708,14,0
135,1,92708,9,0
136,1,92708,7,0
137,1,92708,3,2
138,1,92708,17,0
139,1,92708,10,0
140,1,92708,5,0
141,1,92708,12,0
142,1,92708,11,0
143,1,92708,4,0
144,1,92708,15,0
145,1,68901,1,0
146,1,68901,2,1
147,1,68901,16,0
148,1,68901,8,0
149,1,68901,18,0
150,1,68901,17,1
151,1,68901,6,0
152,1,68901,12,0
153,1,68901,5,0
154,1,68901,9,0
155,1,68901,7,0
156,1,68901,3,3
157,1,68901,10,0
158,1,68901,14,0
159,1,68901,11,0
160,1,68901,13,0
161,1,68901,4,0
162,1,68901,15,0
163,1,72362,1,0
164,1,72362,12,0
165,1,72362,2,4
166,1,72362,16,0
167,1,72362,8,0
168,1,72362,18,0
169,1,72362,13,0
170,1,72362,6,0
171,1,72362,17,2
172,1,72362,9,0
173,1,72362,10,0
174,1,72362,3,4
175,1,72362,5,0
176,1,72362,7,0
177,1,72362,14,0
178,1,72362,11,0
179,1,72362,4,0
180,1,72362,15,0
181,1,95798,1,0
182,1,95798,2,0
183,1,95798,16,0
184,1,95798,18,0
185,1,95798,6,0
186,1,95798,13,0
187,1,95798,17,0
188,1,95798,9,1
189,1,95798,10,0
190,1,95798,8,4
191,1,95798,3,2
192,1,95798,5,0
193,1,95798,7,0
194,1,95798,14,0
195,1,95798,12,0
196,1,95798,11,0
197,1,95798,4,0
198,1,95798,15,0
199,1,68920,1,0
200,1,68920,2,1
201,1,68920,16,0
202,1,68920,8,1
203,1,68920,14,0
204,1,68920,18,0
205,1,68920,17,0
206,1,68920,6,0
207,1,68920,13,0
208,1,68920,5,0
209,1,68920,9,2
210,1,68920,10,0
211,1,68920,3,7
212,1,68920,7,0
213,1,68920,11,1
214,1,68920,12,0
215,1,68920,4,1
216,1,68920,15,0
217,1,68930,1,0
218,1,68930,2,0
219,1,68930,16,0
220,1,68930,13,0
221,1,68930,18,1
222,1,68930,11,0
223,1,68930,6,0
224,1,68930,14,0
225,1,68930,9,0
226,1,68930,10,0
227,1,68930,8,0
228,1,68930,3,1
229,1,68930,17,0
230,1,68930,7,0
231,1,68930,5,0
232,1,68930,12,0
233,1,68930,4,0
234,1,68930,15,0
235,1,63158,1,0
236,1,63158,2,0
237,1,63158,16,0
238,1,63158,14,0
239,1,63158,18,0
240,1,63158,11,0
241,1,63158,6,0
242,1,63158,13,0
243,1,63158,17,0
244,1,63158,9,0
245,1,63158,7,0
246,1,63158,8,0
247,1,63158,3,1
248,1,63158,5,0
249,1,63158,10,0
250,1,63158,12,0
251,1,63158,4,0
252,1,63158,15,0
253,1,80583,1,0
254,1,80583,2,0
255,1,80583,16,0
256,1,80583,18,0
257,1,80583,6,0
258,1,80583,13,0
259,1,80583,17,0
260,1,80583,9,2
261,1,80583,10,0
262,1,80583,8,1
263,1,80583,3,1
264,1,80583,5,0
265,1,80583,7,0
266,1,80583,14,0
267,1,80583,12,0
268,1,80583,11,0
269,1,80583,4,0
270,1,80583,15,0
271,1,74061,1,0
272,1,74061,12,0
273,1,74061,2,0
274,1,74061,16,1
275,1,74061,8,0
276,1,74061,18,0
277,1,74061,13,2
278,1,74061,6,0
279,1,74061,14,0
280,1,74061,9,0
281,1,74061,10,0
282,1,74061,3,3
283,1,74061,5,0
284,1,74061,7,0
285,1,74061,11,0
286,1,74061,17,0
287,1,74061,4,0
288,1,74061,15,0
289,1,80080,1,0
290,1,80080,2,3
291,1,80080,16,0
292,1,80080,18,0
293,1,80080,11,0
294,1,80080,6,0
295,1,80080,7,0
296,1,80080,14,0
297,1,80080,12,0
298,1,80080,17,1
299,1,80080,9,2
300,1,80080,10,0
301,1,80080,8,0
302,1,80080,3,1
303,1,80080,5,0
304,1,80080,13,0
305,1,80080,4,0
306,1,80080,15,0
307,1,86485,1,0
308,1,86485,2,1
309,1,86485,16,0
310,1,86485,18,0
311,1,86485,13,0
312,1,86485,6,0
313,1,86485,17,0
314,1,86485,9,3
315,1,86485,7,0
316,1,86485,8,3
317,1,86485,3,6
318,1,86485,5,0
319,1,86485,10,0
320,1,86485,14,0
321,1,86485,11,0
322,1,86485,12,0
323,1,86485,4,0
324,1,86485,15,0
325,1,79702,1,0
326,1,79702,2,1
327,1,79702,16,0
328,1,79702,18,0
329,1,79702,11,0
330,1,79702,6,0
331,1,79702,12,0
332,1,79702,17,0
333,1,79702,9,0
334,1,79702,7,0
335,1,79702,8,1
336,1,79702,3,1
337,1,79702,5,0
338,1,79702,10,0
339,1,79702,14,0
340,1,79702,13,0
341,1,79702,4,0
342,1,79702,15,0
343,1,88669,1,0
344,1,88669,2,4
345,1,88669,16,0
346,1,88669,8,2
347,1,88669,13,0
348,1,88669,18,0
349,1,88669,6,0
350,1,88669,14,0
351,1,88669,17,1
352,1,88669,9,0
353,1,88669,10,0
354,1,88669,3,1
355,1,88669,7,0
356,1,88669,5,0
357,1,88669,12,0
358,1,88669,11,0
359,1,88669,4,0
360,1,88669,15,0
361,1,93797,1,0
362,1,93797,2,3
363,1,93797,16,0
364,1,93797,8,2
365,1,93797,18,0
366,1,93797,6,0
367,1,93797,14,0
368,1,93797,12,0
369,1,93797,17,0
370,1,93797,9,1
371,1,93797,7,0
372,1,93797,3,3
373,1,93797,5,0
374,1,93797,10,0
375,1,93797,13,0
376,1,93797,11,1
377,1,93797,4,0
378,1,93797,15,0
379,1,72290,1,0
380,1,72290,2,0
381,1,72290,16,1
382,1,72290,18,0
383,1,72290,6,0
384,1,72290,13,2
385,1,72290,9,0
386,1,72290,7,0
387,1,72290,8,0
388,1,72290,3,3
389,1,72290,17,0
390,1,72290,10,0
391,1,72290,14,0
392,1,72290,11,0
393,1,72290,12,0
394,1,72290,5,0
