"atleta_scout_id","rodada_id","atleta_id","scout_id","quantidade_num"
189681,1,36540,1,0
189682,1,36540,12,0
189683,1,36540,2,0
189684,1,36540,16,0
189685,1,36540,18,0
189686,1,36540,13,0
189687,1,36540,6,0
189688,1,36540,14,0
189689,1,36540,5,0
189690,1,36540,9,0
189691,1,36540,7,0
189692,1,36540,8,0
189693,1,36540,3,0
189694,1,36540,10,0
189695,1,36540,11,0
189696,1,36540,17,0
189697,1,36540,4,0
189698,1,36540,15,0
189699,1,38277,1,0
189700,1,38277,2,0
189701,1,38277,16,0
189702,1,38277,8,0
189703,1,38277,18,0
189704,1,38277,11,1
189705,1,38277,6,0
189706,1,38277,12,0
189707,1,38277,17,0
189708,1,38277,9,0
189709,1,38277,10,0
189710,1,38277,3,0
189711,1,38277,7,0
189712,1,38277,14,0
189713,1,38277,5,0
189714,1,38277,13,0
189715,1,38277,4,0
189716,1,38277,15,0
189717,1,78086,1,0
189718,1,78086,2,0
189719,1,78086,16,1
189720,1,78086,18,0
189721,1,78086,13,0
189722,1,78086,6,0
189723,1,78086,9,0
189724,1,78086,10,0
189725,1,78086,8,0
189726,1,78086,3,0
189727,1,78086,17,0
189728,1,78086,7,0
189729,1,78086,14,0
189730,1,78086,11,0
189731,1,78086,12,0
189732,1,78086,5,0
189733,1,78086,4,0
189734,1,78086,15,0
189735,1,78478,1,0
189736,1,78478,2,1
189737,1,78478,16,0
189738,1,78478,8,3
189739,1,78478,18,0
189740,1,78478,13,0
189741,1,78478,6,0
189742,1,78478,12,0
189743,1,78478,9,1
189744,1,78478,10,0
189745,1,78478,3,2
189746,1,78478,17,0
189747,1,78478,7,0
189748,1,78478,14,0
189749,1,78478,5,0
189750,1,78478,11,0
189751,1,78478,4,1
189752,1,78478,15,0
189753,1,38162,1,0
189754,1,38162,2,3
189755,1,38162,16,0
189756,1,38162,8,0
189757,1,38162,18,0
189758,1,38162,11,1
189759,1,38162,6,0
189760,1,38162,12,0
189761,1,38162,17,0
189762,1,38162,9,2
189763,1,38162,10,0
189764,1,38162,3,3
189765,1,38162,5,0
189766,1,38162,7,0
189767,1,38162,14,0
189768,1,38162,13,0
189769,1,38162,4,1
189770,1,38162,15,0
189771,1,60819,1,0
189772,1,60819,12,0
189773,1,60819,2,0
189774,1,60819,16,0
189775,1,60819,8,1
189776,1,60819,18,0
189777,1,60819,13,0
189778,1,60819,6,0
189779,1,60819,17,0
189780,1,60819,9,1
189781,1,60819,7,0
189782,1,60819,3,2
189783,1,60819,5,0
189784,1,60819,10,0
189785,1,60819,14,0
189786,1,60819,11,0
189787,1,60819,4,0
189788,1,60819,15,0
189789,1,38421,1,0
189790,1,38421,2,0
189791,1,38421,16,0
189792,1,38421,18,0
189793,1,38421,13,0
189794,1,38421,6,0
189795,1,38421,17,0
189796,1,38421,9,0
189797,1,38421,10,0
189798,1,38421,8,2
189799,1,38421,3,1
189800,1,38421,5,0
189801,1,38421,7,0
189802,1,38421,14,0
189803,1,38421,11,0
189804,1,38421,12,0
189805,1,38421,4,0
189806,1,38421,15,0
189807,1,37656,1,0
189808,1,37656,12,0
189809,1,37656,2,0
189810,1,37656,16,3
189811,1,37656,18,0
189812,1,37656,13,1
189813,1,37656,6,0
189814,1,37656,17,0
189815,1,37656,9,0
189816,1,37656,10,0
189817,1,37656,8,0
189818,1,37656,3,0
189819,1,37656,7,0
189820,1,37656,14,0
189821,1,37656,5,0
189822,1,37656,11,0
189823,1,37656,4,0
189824,1,37656,15,0
189825,1,71709,1,0
189826,1,71709,2,0
189827,1,71709,16,0
189828,1,71709,8,7
189829,1,71709,18,0
189830,1,71709,6,0
189831,1,71709,13,0
189832,1,71709,17,1
189833,1,71709,9,1
189834,1,71709,7,0
189835,1,71709,3,2
189836,1,71709,10,0
189837,1,71709,14,0
189838,1,71709,5,0
189839,1,71709,12,0
