"atleta_id","nome_txt","apelido_txt","preco_editorial_num","foto_txt"
36540,"Juan Silveira dos Santos","Juan",12.00,"https://s.glbimg.com/es/sde/f/2018/05/04/a27fb246da3d1abe49c7f9865bfc827e_FORMATO.png"
36773,"Julio Cesar Soares de Espíndola","Julio Cesar",7.00,"https://s.glbimg.com/es/sde/f/2018/04/17/326a0f6b72076eb12b4e6b335ae6a1da_FORMATO.png"
37245,"Augusto Sérgio Ferreira","Guto Ferreira",7.00,"https://s.glbimg.com/es/sde/f/2018/08/07/272c62a282abd56a319bf12b78566c25_FORMATO.png"
37281,"Luis Antônio Venker de Menezes","Mano Menezes",13.00,"https://s.glbimg.com/es/sde/f/2018/05/18/b67ea93f254fb3c5b6517b9f84238c19_FORMATO.png"
37306,"Gilson Kleina","Gilson Kleina",6.00,"https://s.glbimg.com/es/sde/f/2018/05/24/1d41c49023a010d80f959bd498bb24df_FORMATO.png"
37313,"Marcos Paquetá","Marcos Paquetá",10.24,"https://s.glbimg.com/es/sde/f/2018/06/30/dc9e6ea085a260fbe0b595c55ff912f3_FORMATO.png"
37319,"Marcelo Augusto Oliveira Chamusca","Marcelo Chamusca",2.00,"https://s.glbimg.com/es/sde/f/2018/03/15/8575ab3c43af119d65d706a9e1c8e87f_FORMATO.png"
37604,"Paulo André Cren Benini","Paulo André",7.00,"https://s.glbimg.com/es/sde/f/2018/03/01/b7709326554a84fe9ce4ce6243d3be27_FORMATO.png"
37607,"Michel Fernandes Bastos","Michel Bastos",5.00,"https://s.glbimg.com/es/sde/f/2018/05/24/0126c46938216c0c50c04a26ea95c336_FORMATO.png"
37645,"Marcelo Mendonça de Mattos Terra","Marcelo Mattos",2.00,"https://s.glbimg.com/es/sde/f/2018/09/27/3fac01fce7e7f953d43218deb18d6a96_FORMATO.png"
37655,"Rafael Martiniano de Miranda Moura","Rafael Moura",10.00,"https://s.glbimg.com/es/sde/f/2018/05/07/ef379a2301781917b402af5e2c4b363f_FORMATO.png"
37656,"Fábio Deivson Lopes Maciel","Fábio",16.00,"https://s.glbimg.com/es/sde/f/2018/05/18/d4072db4bdda7615aec2517449afe555_FORMATO.png"
37657,"Eduardo Luís Abonizio de Souza","Edu Dracena",7.00,"https://s.glbimg.com/es/sde/f/2017/04/18/68cf33625460a96d2a432f93ecc21db5_FORMATO.png"
37662,"Jonathan Cícero Moreira","Jonathan",8.00,"https://s.glbimg.com/es/sde/f/2018/03/01/fe3cd425e203e34aaf34a6ac98ffc4af_FORMATO.png"
37674,"Wagner Ferreira dos Santos","Wagner",7.00,"https://s.glbimg.com/es/sde/f/2018/03/20/8d0fc53ac4dbf25ee745d9d6af54fdc2_FORMATO.png"
37688,"Cícero Santos","Cícero",8.00,"https://s.glbimg.com/es/sde/f/2018/05/18/8e50aae33b3efeecf55378dbf4117454_FORMATO.png"
37694,"Henrique Pacheco de Lima","Henrique",10.00,"https://s.glbimg.com/es/sde/f/2018/05/18/f4c3f244aefa8557f0db6db3c2b7328a_FORMATO.png"
37701,"Leonardo da Silva Moura","Léo Moura",5.00,"https://s.glbimg.com/es/sde/f/2018/05/21/7d6781295f86c2cbf0d78d936349c8c8_FORMATO.png"
37717,"Fernando Henrique dos Anjos","Fernando Henrique",3.00,"https://s.glbimg.com/es/sde/f/2018/05/25/7ca44de4ed3f8f7ee66c43bfba93b858_FORMATO.png"
37718,"Marcos Arouca da Silva","Arouca",4.00,"https://s.glbimg.com/es/sde/f/2018/07/11/ef4e492b6d4044e2561586e6e85b4a0d_FORMATO.png"
37770,"Marcelo Grohe","Marcelo Grohe",17.00,"https://s.glbimg.com/es/sde/f/2018/05/21/7036067157219fde8e6665b3c05b9ec2_FORMATO.png"
37792,"Edimo Ferreira Campos","Edinho",5.00,"https://s.glbimg.com/es/sde/f/2018/07/20/385b92c43915864d5dc2e6674796a3f6_FORMATO.png"
37798,"Rafael Augusto Sobis do Nascimento","Rafael Sobis",8.00,"https://s.glbimg.com/es/sde/f/2019/03/07/00f5f63018b712ae6f0d33d109c93ed5_FORMATO.jpeg"
37851,"Maicosuel Reginaldo de Matos","Maicosuel",5.00,"https://s.glbimg.com/es/sde/f/2018/07/24/17fe7bc2ac257ab3acf49cc465103f82_FORMATO.png"
37899,"Renan Brito Soares","Renan",4.00,"https://s.glbimg.com/es/sde/f/2018/05/25/456537a12ae5b4ddcd1be287aa642b72_FORMATO.png"
37934,"Roger de Oliveira Bernardo","Roger Bernardo",4.00,"https://s.glbimg.com/es/sde/f/2018/05/07/fde8cf39056004a6a64d3722ec358640_FORMATO.png"
38001,"Anderson Pedro Nunes da Silva Campos","Anderson",3.00,"https://s.glbimg.com/es/sde/f/2018/03/21/a86272bc4c138764ec439dd44ecf8dbd_FORMATO.png"
38067,"Danilo Gabriel de Andrade","Danilo",4.00,"https://s.glbimg.com/es/sde/f/2018/03/19/1f0051211ca9ceda30ab8fde3573c5b4_FORMATO.png"
38100,"Severino dos Ramos Durval da Silva","Durval",6.00,"https://s.glbimg.com/es/sde/f/2018/05/24/c59507e546eedc9b6c3f1a4a8f3291eb_FORMATO.png"
38109,"Jefferson de Oliveira Galvão","Jefferson",12.00,"https://s.glbimg.com/es/sde/f/2018/05/17/79d40929e5229e61e98f574de745d4e5_FORMATO.png"
38140,"Fernando Buttenbender Prass","Fernando Prass",12.00,"https://s.glbimg.com/es/sde/f/2016/05/01/493488441bb751ad5dbdb042a318599f_FORMATO.png"
38162,"Frederico Chaves Guedes","Fred",16.00,"https://s.glbimg.com/es/sde/f/2018/05/18/d0c4af39faf530d73e1192ba68d0ce20_FORMATO.png"
