"atleta_rodada_id","atleta_id","rodada_id","clube_id","posicao_id","status_id","pontos_num","preco_num","variacao_num","media_num","jogos_num"
851,38910,1,282,5,7,-1.00,2.76,-2.24,-1.00,1
852,42140,1,282,3,6,0.00,7.00,0.00,0.00,0
853,50307,1,282,4,7,0.00,6.00,0.00,0.00,0
854,52950,1,282,1,7,4.10,12.47,-1.53,4.10,1
855,54395,1,282,4,7,1.10,9.02,-2.98,1.10,1
856,60969,1,282,2,7,-0.80,4.27,-2.73,-0.80,1
857,61211,1,1,2,6,0.00,4.00,0.00,0.00,0
858,63219,1,282,5,7,11.10,13.16,5.16,11.10,1
859,68925,1,282,3,6,0.00,12.00,0.00,0.00,0
860,68979,1,282,1,6,0.00,6.00,0.00,0.00,0
861,73384,1,282,2,6,0.00,5.00,0.00,0.00,0
862,80124,1,282,3,6,0.00,3.00,0.00,0.00,0
863,81682,1,282,4,5,5.10,11.09,0.09,5.10,1
864,81770,1,282,5,5,0.00,6.00,0.00,0.00,0
865,82758,1,282,5,6,0.00,4.00,0.00,0.00,0
866,84382,1,1,2,6,0.00,6.00,0.00,0.00,0
867,84848,1,282,5,6,0.00,4.82,-2.18,0.00,1
868,84851,1,282,4,6,0.00,2.00,0.00,0.00,0
869,84926,1,282,4,6,-3.00,0.69,-3.31,-3.00,1
870,85027,1,289,5,7,0.00,4.00,0.00,0.00,0
871,85418,1,282,1,5,0.00,2.00,0.00,0.00,0
872,87393,1,282,3,7,-0.50,7.92,-4.08,-0.50,1
873,89226,1,282,3,6,0.00,4.00,0.00,0.00,0
874,89898,1,282,5,6,-0.30,4.62,-2.38,-0.30,1
875,91191,1,282,4,7,15.40,12.68,9.68,15.40,1
876,93659,1,282,1,6,0.00,1.00,0.00,0.00,0
877,93882,1,282,1,6,0.00,2.00,0.00,0.00,0
878,97543,1,282,1,6,0.00,1.00,0.00,0.00,0
879,97546,1,282,5,6,0.00,1.00,0.00,0.00,0
880,97619,1,282,4,6,0.00,5.00,0.00,0.00,0
881,98765,1,282,4,6,0.00,1.00,0.00,0.00,0
882,99817,1,282,3,7,-0.10,2.69,-1.31,-0.10,1
883,101715,1,282,5,6,0.00,1.00,0.00,0.00,0
884,101716,1,282,4,6,0.00,1.00,0.00,0.00,0
885,101957,1,282,6,7,4.15,6.30,1.30,4.15,1
886,37604,1,293,3,7,0.00,7.00,0.00,0.00,0
887,37662,1,293,2,2,6.20,9.78,1.78,6.20,1
888,38394,1,293,3,7,0.00,11.00,0.00,0.00,0
889,38440,1,1,4,6,0.00,3.00,0.00,0.00,0
890,50294,1,293,4,7,0.00,10.00,0.00,0.00,0
891,51299,1,1,3,6,0.00,5.00,0.00,0.00,0
892,51700,1,293,2,7,13.20,12.54,7.54,13.20,1
893,68696,1,293,5,6,0.00,6.00,0.00,0.00,0
894,68770,1,293,4,7,4.70,7.37,1.37,4.70,1
895,69012,1,293,1,7,-2.30,3.24,-3.76,-2.30,1
896,69018,1,293,4,6,0.00,2.76,-1.24,0.00,1
897,69138,1,293,5,7,8.70,8.75,4.75,8.70,1
898,69705,1,293,4,7,10.50,13.43,4.43,10.50,1
899,71043,1,293,1,6,0.00,2.00,0.00,0.00,0
900,71479,1,293,4,2,0.00,8.00,0.00,0.00,0
901,72372,1,293,1,6,0.00,2.00,0.00,0.00,0
902,72391,1,293,6,7,6.77,8.80,2.80,6.77,1
903,73446,1,293,5,6,9.40,9.92,4.92,9.40,1
904,83528,1,293,3,6,0.00,3.00,0.00,0.00,0
905,86143,1,293,3,6,0.00,5.00,0.00,0.00,0
906,86766,1,293,4,7,12.70,12.88,6.88,12.70,1
907,87864,1,293,4,6,0.00,5.00,0.00,0.00,0
908,90535,1,293,4,6,0.00,1.00,0.00,0.00,0
909,90587,1,293,2,6,0.00,4.00,0.00,0.00,0
910,90959,1,293,4,7,1.90,6.13,-0.87,1.90,1
911,91687,1,293,4,6,0.00,3.00,0.00,0.00,0
912,91783,1,293,2,6,0.00,3.00,0.00,0.00,0
913,91866,1,293,3,6,-3.60,0.69,-2.31,-3.60,1
914,92085,1,293,5,6,0.00,4.00,0.00,0.00,0
915,94068,1,293,5,6,2.90,6.13,0.13,2.90,1
916,94509,1,293,4,6,5.00,7.58,1.58,5.00,1
917,95126,1,293,5,6,0.00,2.00,0.00,0.00,0
918,95127,1,293,2,6,0.00,4.00,0.00,0.00,0
919,95332,1,293,5,6,0.00,4.00,0.00,0.00,0
920,96591,1,293,2,6,0.00,2.00,0.00,0.00,0
921,97879,1,293,4,6,0.00,2.00,0.00,0.00,0
922,98352,1,293,4,6,5.20,5.65,2.65,5.20,1
923,98874,1,293,5,6,0.00,2.00,0.00,0.00,0
924,99021,1,293,2,6,0.00,1.00,0.00,0.00,0
925,99411,1,293,4,6,0.00,1.00,0.00,0.00,0
926,99460,1,293,1,6,0.00,1.00,0.00,0.00,0
927,99461,1,293,3,6,0.00,1.00,0.00,0.00,0
928,99832,1,293,2,6,0.00,1.00,0.00,0.00,0
929,100459,1,293,3,6,0.00,1.00,0.00,0.00,0
930,101434,1,1,4,6,0.00,1.00,0.00,0.00,0
931,101678,1,293,4,6,0.00,1.00,0.00,0.00,0
932,101686,1,293,4,6,0.00,1.00,0.00,0.00,0
933,101960,1,293,5,6,0.00,1.00,0.00,0.00,0
934,102253,1,293,3,6,0.00,1.00,0.00,0.00,0
935,102290,1,293,1,6,0.00,1.00,0.00,0.00,0
936,102301,1,293,4,6,0.00,1.00,0.00,0.00,0
937,37245,1,265,6,7,2.48,6.53,-0.47,2.48,1
938,38001,1,265,1,6,0.00,3.00,0.00,0.00,0
939,38573,1,265,4,6,0.00,7.00,0.00,0.00,0
940,71719,1,265,4,7,2.90,6.13,0.13,2.90,1
941,50402,1,265,5,6,0.00,6.00,0.00,0.00,0
942,68808,1,265,2,7,7.20,9.09,3.09,7.20,1
943,68822,1,1,1,6,0.00,3.00,0.00,0.00,0
944,70934,1,265,3,6,0.00,4.00,0.00,0.00,0
945,71162,1,265,4,7,-0.40,7.30,-3.70,-0.40,1
946,74140,1,265,4,6,0.00,5.00,0.00,0.00,0
947,74271,1,265,5,7,0.90,6.82,-2.18,0.90,1
948,77967,1,265,2,6,0.00,10.00,0.00,0.00,0
949,78407,1,265,3,6,0.20,2.89,-1.11,0.20,1
950,78584,1,265,1,7,-0.80,2.89,-2.11,-0.80,1
951,79042,1,265,3,7,1.40,6.48,-1.52,1.40,1
952,80189,1,265,3,7,0.00,7.00,0.00,0.00,0
953,80370,1,265,4,6,0.00,7.00,0.00,0.00,0
954,82455,1,265,4,7,6.70,17.02,-0.98,6.70,1
955,82647,1,265,4,6,0.20,4.96,-2.04,0.20,1
956,84585,1,265,4,6,0.20,6.34,-2.66,0.20,1
957,85626,1,265,2,7,3.50,5.86,0.86,3.50,1
958,89273,1,265,2,6,0.00,4.00,0.00,0.00,0
959,91929,1,265,3,6,0.00,3.00,0.00,0.00,0
960,93369,1,265,3,6,0.00,3.00,0.00,0.00,0
961,94966,1,265,1,6,0.00,1.00,0.00,0.00,0
962,94971,1,265,4,6,0.00,1.00,0.00,0.00,0
963,94975,1,265,4,7,1.50,1.72,0.72,1.50,1
964,94980,1,265,5,6,0.00,2.00,0.00,0.00,0
965,94981,1,265,4,6,0.00,2.00,0.00,0.00,0
966,95464,1,265,4,7,4.30,5.03,2.03,4.30,1
967,95849,1,265,1,6,0.00,1.00,0.00,0.00,0
968,96411,1,265,1,6,0.00,1.00,0.00,0.00,0
969,99894,1,265,5,6,-0.50,1.72,-1.28,-0.50,1
970,101757,1,265,2,6,0.00,1.00,0.00,0.00,0
971,38109,1,263,1,2,0.00,12.00,0.00,0.00,0
972,38928,1,263,4,6,0.00,4.00,0.00,0.00,0
973,52674,1,263,2,7,3.70,5.30,1.30,3.70,1
974,55348,1,263,2,6,0.00,4.00,0.00,0.00,0
975,68901,1,263,5,7,0.40,6.48,-2.52,0.40,1
976,68930,1,263,5,6,0.90,4.75,-1.25,0.90,1
977,72168,1,263,4,5,0.00,10.00,0.00,0.00,0
978,72362,1,263,4,7,2.40,6.48,-0.52,2.40,1
979,73721,1,263,4,6,0.20,4.27,-1.73,0.20,1
980,74061,1,263,1,2,3.10,11.78,-2.22,3.10,1
981,77500,1,263,3,6,0.00,5.00,0.00,0.00,0
982,78497,1,354,2,7,0.00,4.13,-1.87,0.00,1
983,80080,1,263,5,7,1.00,4.13,-0.87,1.00,1
984,80395,1,263,4,6,0.00,4.00,0.00,0.00,0
985,84863,1,263,6,7,4.18,7.70,0.70,4.18,1
986,85400,1,263,4,5,0.00,4.00,0.00,0.00,0
987,88125,1,263,2,5,0.00,1.00,0.00,0.00,0
988,88669,1,263,5,5,5.50,5.86,2.86,5.50,1
989,89492,1,263,1,6,0.00,1.00,0.00,0.00,0
990,89493,1,263,3,7,9.20,13.92,2.92,9.20,1
991,89885,1,263,4,6,0.00,3.00,0.00,0.00,0
992,90444,1,263,2,5,0.00,7.00,0.00,0.00,0
993,90715,1,263,4,6,0.00,5.00,0.00,0.00,0
994,91508,1,263,4,7,3.60,6.61,0.61,3.60,1
995,93414,1,263,3,7,1.60,6.61,-1.39,1.60,1
996,93797,1,263,2,7,1.10,4.89,-1.11,1.10,1
997,94067,1,263,4,7,8.40,9.92,3.92,8.40,1
998,95638,1,263,3,6,0.00,8.00,0.00,0.00,0
999,95798,1,263,4,7,4.90,4.06,3.06,4.90,1
1000,97352,1,263,5,6,0.00,2.00,0.00,0.00,0
1001,98484,1,263,3,6,0.00,2.00,0.00,0.00,0
1002,99903,1,263,5,6,0.00,1.00,0.00,0.00,0
1003,99915,1,263,5,6,0.00,5.00,0.00,0.00,0
1004,101073,1,263,3,6,0.00,1.00,0.00,0.00,0
1005,37319,1,354,6,7,1.19,2.20,0.20,1.19,1
1006,37717,1,354,1,6,0.00,3.00,0.00,0.00,0
1007,37899,1,354,1,6,0.00,4.00,0.00,0.00,0
1008,38178,1,354,5,6,1.20,4.96,-1.04,1.20,1
1009,38588,1,354,5,7,0.00,7.00,0.00,0.00,0
1010,39572,1,1,2,6,0.00,4.00,0.00,0.00,0
1011,50877,1,354,4,5,0.00,5.00,0.00,0.00,0
1012,51194,1,354,3,5,0.00,5.00,0.00,0.00,0
1013,60825,1,354,5,7,-0.70,5.72,-3.28,-0.70,1
1014,68956,1,354,2,6,0.50,2.41,-0.59,0.50,1
1015,70118,1,354,4,6,1.90,3.38,0.38,1.90,1
1016,70162,1,354,4,6,0.00,2.00,0.00,0.00,0
1017,70925,1,354,4,7,0.90,4.06,-0.94,0.90,1
1018,71937,1,354,4,7,-0.10,4.06,-1.94,-0.10,1
1019,72294,1,354,1,7,2.00,6.20,-0.80,2.00,1
1020,72359,1,354,3,7,2.70,5.99,-0.01,2.70,1
1021,73466,1,354,4,7,0.10,4.20,-1.80,0.10,1
1022,73487,1,354,3,6,0.00,4.00,0.00,0.00,0
1023,77529,1,354,2,6,0.00,7.00,0.00,0.00,0
1024,78475,1,354,5,6,0.00,4.00,0.00,0.00,0
1025,78577,1,354,4,5,0.00,4.82,-2.18,0.00,1
1026,78897,1,354,4,6,0.00,4.00,0.00,0.00,0
1027,79336,1,354,5,6,0.00,2.00,0.00,0.00,0
1028,79967,1,354,2,6,-2.00,1.38,-2.62,-2.00,1
1029,80975,1,354,2,7,0.00,4.00,0.00,0.00,0
1030,82469,1,354,5,6,0.00,6.00,0.00,0.00,0
1031,83963,1,354,4,6,0.00,2.00,0.00,0.00,0
1032,84509,1,354,3,7,3.00,5.51,0.51,3.00,1
1033,86536,1,354,4,5,0.00,6.00,0.00,0.00,0
1034,86750,1,1,4,6,0.00,2.00,0.00,0.00,0
1035,89930,1,292,4,7,1.60,6.61,-1.39,1.60,1
1036,91644,1,354,4,6,0.00,3.00,0.00,0.00,0
1037,92171,1,354,5,7,3.60,5.92,0.92,3.60,1
1038,92496,1,354,4,6,0.00,2.00,0.00,0.00,0
1039,94503,1,354,5,6,0.00,4.00,0.00,0.00,0
1040,99595,1,354,3,6,0.00,2.00,0.00,0.00,0
1041,101708,1,354,2,6,0.00,1.00,0.00,0.00,0
1042,102146,1,354,4,6,0.00,1.00,0.00,0.00,0
1043,37306,1,315,6,7,1.58,5.22,-0.78,1.58,1
1044,38279,1,315,5,7,7.30,11.23,2.23,7.30,1
1045,38311,1,315,4,6,-1.80,2.89,-3.11,-1.80,1
1046,42232,1,315,4,7,1.40,5.10,-0.90,1.40,1
1047,50313,1,315,4,7,0.00,5.00,0.00,0.00,0
1048,50645,1,315,2,6,2.00,4.82,-0.18,2.00,1
1049,51042,1,315,2,7,1.50,5.86,-1.14,1.50,1
1050,63110,1,315,4,6,0.00,5.00,0.00,0.00,0
1051,63128,1,315,3,7,2.00,4.82,-0.18,2.00,1
1052,68917,1,315,5,6,2.20,4.27,0.27,2.20,1
1053,69008,1,315,3,5,0.00,2.00,0.00,0.00,0
1054,73918,1,315,4,7,4.70,8.06,1.06,4.70,1
1055,74060,1,315,4,7,0.00,7.00,0.00,0.00,0
1056,78991,1,315,4,3,0.00,4.00,0.00,0.00,0
1057,79276,1,315,3,5,0.00,5.00,0.00,0.00,0
1058,79892,1,315,4,6,0.00,3.00,0.00,0.00,0
1059,80140,1,315,4,6,0.20,2.89,-1.11,0.20,1
1060,80326,1,315,1,6,0.00,2.00,0.00,0.00,0
1061,80337,1,315,5,7,1.80,6.75,-1.25,1.80,1
1062,81537,1,315,2,6,0.00,3.00,0.00,0.00,0
1063,81898,1,315,5,6,0.00,4.00,0.00,0.00,0
1064,83048,1,315,3,7,-1.80,2.20,-2.80,-1.80,1
1065,86508,1,315,1,7,-3.50,3.79,-5.21,-3.50,1
1066,86863,1,315,3,6,0.00,6.00,0.00,0.00,0
1067,90061,1,315,2,7,1.20,4.27,-0.73,1.20,1
1068,90768,1,315,3,5,0.00,6.00,0.00,0.00,0
1069,90843,1,315,1,6,0.00,4.00,0.00,0.00,0
1070,94207,1,315,5,6,0.20,5.65,-2.35,0.20,1
1071,94249,1,1,5,6,0.00,3.00,0.00,0.00,0
1072,94286,1,315,5,5,0.00,2.00,0.00,0.00,0
1073,97535,1,315,3,6,0.00,2.00,0.00,0.00,0
1074,98412,1,315,1,6,0.00,2.00,0.00,0.00,0
1075,98420,1,315,2,6,0.00,1.00,0.00,0.00,0
1076,98421,1,315,5,6,0.00,1.00,0.00,0.00,0
1077,99921,1,315,4,5,0.00,2.00,0.00,0.00,0
1078,101421,1,315,1,6,0.00,1.00,0.00,0.00,0
1079,101422,1,315,5,6,0.00,1.00,0.00,0.00,0
1080,101797,1,315,5,6,0.00,1.00,0.00,0.00,0
1081,38067,1,264,4,6,0.00,4.00,0.00,0.00,0
1082,38315,1,264,4,7,0.00,12.00,0.00,0.00,0
1083,42234,1,264,1,7,0.70,9.44,-3.56,0.70,1
1084,42500,1,264,2,7,0.50,12.06,-4.94,0.50,1
1085,50439,1,264,3,6,0.00,4.00,0.00,0.00,0
1086,50856,1,264,3,7,2.80,8.82,-1.18,2.80,1
1087,51413,1,264,1,6,0.00,7.00,0.00,0.00,0
1088,52190,1,264,4,6,3.00,8.96,-1.04,3.00,1
1089,61149,1,285,5,6,0.00,8.00,0.00,0.00,0
1090,68744,1,264,5,6,6.50,9.99,1.99,6.50,1
1091,68784,1,264,5,6,0.00,7.00,0.00,0.00,0
1092,68918,1,264,5,6,0.00,1.00,0.00,0.00,0
1093,68954,1,264,4,6,0.00,6.00,0.00,0.00,0
1094,69047,1,264,4,6,0.00,3.00,0.00,0.00,0
1095,70666,1,264,3,6,0.00,7.00,0.00,0.00,0
1096,70696,1,264,6,7,4.19,12.53,-1.47,4.19,1
1097,73281,1,264,4,7,-1.00,6.20,-3.80,-1.00,1
1098,78605,1,264,4,7,0.00,11.00,0.00,0.00,0
1099,80286,1,264,1,6,0.00,2.00,0.00,0.00,0
1100,83817,1,264,5,6,3.60,8.68,-0.32,3.60,1
1101,86764,1,264,2,7,1.50,6.54,-1.46,1.50,1
1102,87225,1,264,3,6,0.00,6.00,0.00,0.00,0
1103,87887,1,264,3,7,7.20,17.36,-0.64,7.20,1
1104,88030,1,1,4,6,0.00,2.00,0.00,0.00,0
1105,88323,1,264,5,7,5.80,10.20,1.20,5.80,1
1106,89150,1,263,4,6,0.00,3.00,0.00,0.00,0
1107,91519,1,264,5,6,0.00,4.00,0.00,0.00,0
1108,91808,1,264,1,6,0.00,2.00,0.00,0.00,0
1109,93108,1,264,4,7,-0.10,3.38,-1.62,-0.10,1
1110,94154,1,264,4,6,-0.30,4.62,-2.38,-0.30,1
1111,94765,1,264,2,6,0.00,4.00,0.00,0.00,0
1112,94968,1,264,2,6,0.00,7.00,0.00,0.00,0
1113,95820,1,264,3,6,0.00,2.00,0.00,0.00,0
1114,97315,1,264,2,6,0.00,2.00,0.00,0.00,0
1115,98706,1,264,4,6,-0.60,3.72,-2.28,-0.60,1
1116,100430,1,264,5,6,0.00,4.00,0.00,0.00,0
1117,100712,1,264,1,6,0.00,1.00,0.00,0.00,0
1118,101803,1,264,2,6,0.00,1.00,0.00,0.00,0
1119,37281,1,283,6,7,2.49,10.67,-2.33,2.49,1
1120,37656,1,283,1,7,1.00,11.71,-4.29,1.00,1
1121,37694,1,283,4,7,6.80,11.57,1.57,6.80,1
1122,37798,1,283,5,7,1.50,6.54,-1.46,1.50,1
1123,38162,1,283,5,5,0.00,16.00,0.00,0.00,0
1124,38277,1,283,4,7,1.70,17.71,-6.29,1.70,1
1125,38421,1,283,4,6,0.00,11.00,0.00,0.00,0
1126,38523,1,283,2,7,0.40,9.23,-3.77,0.40,1
1127,38957,1,283,5,6,-0.50,2.41,-1.59,-0.50,1
1128,42145,1,283,2,7,0.40,7.85,-3.15,0.40,1
1129,50459,1,283,3,7,2.50,6.54,-0.46,2.50,1
1130,60819,1,283,3,7,2.70,5.99,-0.01,2.70,1
1131,62104,1,283,4,2,-1.10,7.51,-4.49,-1.10,1
1132,68698,1,283,4,6,0.00,8.00,0.00,0.00,0
1133,68886,1,283,3,6,0.00,6.00,0.00,0.00,0
1134,68928,1,283,1,6,0.00,6.00,0.00,0.00,0
1135,69014,1,283,3,6,0.00,6.00,0.00,0.00,0
1136,71066,1,283,4,2,2.20,4.96,-0.04,2.20,1
1137,79578,1,283,5,6,-2.00,4.13,-3.87,-2.00,1
1138,79701,1,283,4,2,0.00,5.00,0.00,0.00,0
1139,80318,1,283,2,6,0.00,4.00,0.00,0.00,0
1140,80363,1,283,4,2,1.90,6.13,-0.87,1.90,1
1141,82639,1,283,2,6,0.00,5.00,0.00,0.00,0
1142,84558,1,283,4,6,0.00,7.00,0.00,0.00,0
1143,86797,1,283,5,5,0.00,7.00,0.00,0.00,0
1144,87863,1,283,4,7,9.90,17.15,2.15,9.90,1
1145,89190,1,327,5,6,0.00,3.00,0.00,0.00,0
1146,90309,1,283,5,6,0.00,7.00,0.00,0.00,0
1147,93869,1,283,1,6,0.00,3.00,0.00,0.00,0
1148,95260,1,283,2,6,0.00,1.00,0.00,0.00,0
1149,97653,1,283,3,5,0.00,9.00,0.00,0.00,0
1150,97856,1,292,4,6,0.00,3.00,0.00,0.00,0
1151,99670,1,283,3,6,0.00,3.00,0.00,0.00,0
1152,100158,1,283,2,6,0.00,1.00,0.00,0.00,0
1153,100159,1,283,4,6,0.00,1.00,0.00,0.00,0
1154,102137,1,283,1,6,0.00,1.00,0.00,0.00,0
1155,102340,1,283,3,6,0.00,1.00,0.00,0.00,0
1156,102342,1,283,5,6,0.00,1.00,0.00,0.00,0
1157,36540,1,262,3,7,0.50,8.61,-3.39,0.50,1
1158,36773,1,262,1,7,0.00,7.00,0.00,0.00,0
1159,38509,1,262,1,6,1.10,9.71,-3.29,1.10,1
1160,39355,1,1,6,6,0.00,10.00,0.00,0.00,0
1161,42501,1,262,3,6,0.00,9.00,0.00,0.00,0
1162,50301,1,276,4,2,0.00,12.00,0.00,0.00,0
1163,51772,1,262,4,3,-5.80,2.89,-7.11,-5.80,1
1164,52253,1,262,3,7,10.10,16.60,2.60,10.10,1
1165,62086,1,262,2,6,0.00,3.44,-1.56,0.00,1
1166,70009,1,262,4,6,0.00,4.00,0.00,0.00,0
1167,70173,1,262,4,6,0.00,3.00,0.00,0.00,0
1168,71709,1,262,4,7,5.20,9.09,1.09,5.20,1
1169,73896,1,262,5,7,5.50,6.54,2.54,5.50,1
1170,73992,1,262,2,7,3.10,6.96,-0.04,3.10,1
1171,75295,1,262,5,3,0.00,15.00,0.00,0.00,0
1172,78086,1,262,1,6,0.00,7.00,0.00,0.00,0
1173,78445,1,262,2,7,2.30,5.03,0.03,2.30,1
1174,78478,1,262,4,7,-0.10,4.75,-2.25,-0.10,1
1175,85586,1,262,4,6,0.00,7.00,0.00,0.00,0
1176,81905,1,262,5,7,0.50,15.50,-6.50,0.50,1
1177,85300,1,262,5,5,0.00,5.00,0.00,0.00,0
1178,89827,1,262,5,6,0.00,6.00,0.00,0.00,0
1179,91194,1,262,1,6,0.00,4.00,0.00,0.00,0
1180,91263,1,262,4,6,0.00,2.00,0.00,0.00,0
1181,92981,1,262,4,6,0.00,3.00,0.00,0.00,0
1182,94138,1,262,5,3,0.00,6.00,0.00,0.00,0
1183,94214,1,262,3,6,0.00,5.00,0.00,0.00,0
1184,94930,1,262,4,7,12.10,17.98,3.98,12.10,1
1185,95738,1,262,2,6,0.00,4.00,0.00,0.00,0
1186,97902,1,262,3,6,0.00,1.00,0.00,0.00,0
1187,98333,1,262,1,6,0.00,3.00,0.00,0.00,0
1188,98515,1,262,5,6,0.00,2.00,0.00,0.00,0
1189,98517,1,262,4,6,0.00,2.00,0.00,0.00,0
1190,99535,1,262,5,7,6.40,11.30,1.30,6.40,1
1191,100065,1,262,5,6,0.00,4.00,0.00,0.00,0
1192,100125,1,262,3,6,0.00,2.00,0.00,0.00,0
1193,100126,1,262,2,6,0.00,2.00,0.00,0.00,0
1194,100127,1,262,2,6,0.00,1.00,0.00,0.00,0
1195,101573,1,262,4,6,0.00,2.00,0.00,0.00,0
1196,101574,1,262,1,6,0.00,1.00,0.00,0.00,0
1197,101575,1,262,5,6,0.00,1.00,0.00,0.00,0
1198,101576,1,1,4,6,0.00,1.00,0.00,0.00,0
1199,101577,1,262,2,6,0.00,1.00,0.00,0.00,0
1200,101592,1,262,3,6,0.00,1.00,0.00,0.00,0
1201,101594,1,262,4,6,0.00,2.00,0.00,0.00,0
1202,101596,1,262,5,6,0.00,1.00,0.00,0.00,0
1203,101598,1,262,3,6,0.00,1.00,0.00,0.00,0
1204,101597,1,262,2,6,0.00,1.00,0.00,0.00,0
1205,40006,1,266,6,7,3.61,10.06,-0.94,3.61,1
1206,49673,1,266,1,7,-4.30,2.55,-5.45,-4.30,1
1207,61985,1,266,4,6,0.00,4.00,0.00,0.00,0
1208,63082,1,266,1,6,0.00,3.00,0.00,0.00,0
1209,68827,1,266,3,7,-0.10,4.75,-2.25,-0.10,1
1210,68887,1,266,3,7,-0.80,2.89,-2.11,-0.80,1
1211,69177,1,266,2,6,0.00,4.00,0.00,0.00,0
1212,80129,1,266,4,7,6.90,8.89,2.89,6.90,1
1213,80188,1,266,5,2,0.00,4.82,-2.18,0.00,1
1214,80313,1,266,2,7,-0.70,5.03,-2.97,-0.70,1
1215,82515,1,1,3,6,0.00,4.00,0.00,0.00,0
1216,85004,1,266,1,6,0.00,2.00,0.00,0.00,0
1217,86444,1,266,5,2,3.30,3.65,1.65,3.30,1
1218,86711,1,266,4,7,16.20,14.61,9.61,16.20,1
1219,87877,1,266,4,7,7.20,8.40,3.40,7.20,1
1220,88393,1,266,2,7,4.30,7.78,0.78,4.30,1
1221,91706,1,266,2,6,0.00,5.00,0.00,0.00,0
1222,92197,1,266,1,6,0.00,3.00,0.00,0.00,0
1223,92497,1,266,4,6,0.00,5.00,0.00,0.00,0
1224,93790,1,266,4,6,0.00,3.00,0.00,0.00,0
1225,94336,1,266,4,6,0.00,3.00,0.00,0.00,0
1226,94583,1,266,5,7,6.00,8.27,2.27,6.00,1
1227,95263,1,266,4,6,0.00,1.00,0.00,0.00,0
1228,97452,1,266,5,5,0.00,3.00,0.00,0.00,0
1229,97527,1,266,5,6,0.00,4.00,0.00,0.00,0
1230,97528,1,266,3,7,-0.50,1.72,-1.28,-0.50,1
1231,97803,1,266,3,5,2.70,5.99,-0.01,2.70,1
1232,99425,1,266,5,6,0.00,1.00,0.00,0.00,0
1233,99574,1,266,5,6,0.00,4.00,0.00,0.00,0
1234,101601,1,266,4,6,0.00,2.00,0.00,0.00,0
1235,101603,1,266,2,6,0.00,1.00,0.00,0.00,0
1236,101627,1,266,5,6,0.00,2.00,0.00,0.00,0
1237,102384,1,266,5,6,0.00,1.00,0.00,0.00,0
1238,37688,1,284,4,6,2.30,7.10,-0.90,2.30,1
1239,37701,1,284,2,7,9.20,9.78,4.78,9.20,1
1240,37770,1,284,1,7,11.00,19.29,2.29,11.00,1
1241,37851,1,284,4,6,0.00,5.00,0.00,0.00,0
1242,38196,1,284,4,7,0.00,6.20,-2.80,0.00,1
1243,38738,1,284,4,6,0.00,7.00,0.00,0.00,0
1244,41929,1,284,6,7,7.29,15.36,0.36,7.29,1
