"atleta_id","nome_txt","apelido_txt","preco_editorial_num","foto_txt"
36540,"Juan Silveira dos Santos","Juan",5.00,"https://s.glbimg.com/es/sde/f/2017/08/16/8083bd36b95c924dc4cf0341e39d22e4_FORMATO.jpeg"
36612,"José Roberto da Silva Júnior","Zé Roberto",8.00,"https://s.glbimg.com/es/sde/f/2017/04/18/8397713ec780be3eaf28ae8d848c2736_FORMATO.png"
36874,"Ernesto Guedes","Ernesto Guedes",NULL,NULL
36940,"Oswaldo de Oliveira","Oswaldo de Oliveira",8.65,"https://s.glbimg.com/es/sde/f/2017/09/26/43d72dfbd2cff9b2ca73b83cd28119e5_FORMATO.png"
36943,"Paulo Autuori","Paulo Autuori",10.00,"https://s.glbimg.com/es/sde/f/2017/04/23/51bd7e83b21a81fb576ba2321746e749_FORMATO.png"
37245,"Augusto Sérgio Ferreira","Guto Ferreira",4.00,"https://s.glbimg.com/es/sde/f/2018/03/02/04627b6d62a4bbd729133e9eabd5b593_FORMATO.png"
37246,"Ney Franco da Silveira Júnior","Ney Franco",4.00,"https://s.glbimg.com/es/sde/f/2017/05/01/e3a7ef289f52e2e872639c6ef7d42044_FORMATO.png"
37281,"Luis Antônio Venker de Menezes","Mano Menezes",12.00,"https://s.glbimg.com/es/sde/f/2016/08/09/246730e80d7ef5af15c8b59b8491c289_FORMATO.png"
37306,"Gilson Kleina","Gilson Kleina",4.00,"https://s.glbimg.com/es/sde/f/2018/03/02/86350cc46965a483a2b3f7a6e31cf52a_FORMATO.png"
37333,"Marcelo Ribeiro Cabo","Marcelo Cabo",2.00,"https://s.glbimg.com/es/sde/f/2017/04/28/b7b4b2976accc2021bc99f72565188c9_FORMATO.png"
37416,"Márcio Fernandes Figueiredo","Márcio Fernandes",NULL,"https://s.glbimg.com/es/sde/f/2015/12/05/6eb609ac73c497be55be6d40c5fb5745_FORMATO.jpeg"
37424,"Luiz Carlos de Oliveira Preto","Pintado",9.95,"https://s.glbimg.com/es/sde/f/2016/11/23/3fd33e76d85e25fee894f0e74c85f4d9_FORMATO.png"
37489,"Itamar Schulle","Itamar Schulle",NULL,NULL
37598,"Marcelo Vilar","Marcelo Vilar",NULL,NULL
37604,"Paulo André Cren Benini","Paulo André",6.00,"https://s.glbimg.com/es/sde/f/2018/03/01/b7709326554a84fe9ce4ce6243d3be27_FORMATO.png"
37607,"Michel Fernandes Bastos","Michel Bastos",8.00,"https://s.glbimg.com/es/sde/f/2017/04/18/fa3a79559d24615c5cf4229992d82324_FORMATO.png"
37608,"Cristian Mark Junio Nascimento Oliveira Baroni","Cristian",4.00,"https://s.glbimg.com/es/sde/f/2017/09/29/4202df5f7ffbef81d1801418eed48bc2_FORMATO.png"
37623,"Rafael Marques Pinto","Rafael Marques",7.00,"https://s.glbimg.com/es/sde/f/2017/04/24/b057662177ede29cb7aec5d2426bea3b_FORMATO.png"
37627,"Rodrigo Oliveira de Bittencourt","Diguinho",3.00,"https://s.glbimg.com/es/sde/f/2017/04/23/567acbb6c452d975229cf001ae067216_FORMATO.png"
37644,"Rodrigo Baldasso da Costa","Rodrigo",10.00,"https://s.glbimg.com/es/sde/f/2017/06/13/a5cb57a41ef2b2308c98b76ba24b430a_FORMATO.png"
37645,"Marcelo Mendonça de Mattos Terra","Marcelo Mattos",4.00,"https://s.glbimg.com/es/sde/f/2017/04/24/9a29fddd4a0809d8eddbb3392169730b_FORMATO.png"
37646,"Ebert Willian Amâncio","Betão",5.00,"https://s.glbimg.com/es/sde/f/2017/04/28/892740eaee3f590710c5572d2e84bbd1_FORMATO.png"
37651,"Carlos Alberto Tévez","Tévez",NULL,"https://s.glbimg.com/es/sde/f/2010/12/29/9c75ae06dcd845959378e95a1f347e21_FORMATO.jpeg"
37652,"Carlos Alberto Gomes de Jesus","Carlos Alberto",8.00,"https://s.glbimg.com/es/sde/f/2017/04/23/e6ee0f29664116ad56a6334200f1a86b_FORMATO.png"
37653,"Nilmar Honorato da Silva","Nilmar",8.00,"https://s.glbimg.com/es/sde/f/2017/07/28/a4a818526c2d0d556772bdd6a7049ca4_FORMATO.png"
37655,"Rafael Martiniano de Miranda Moura","Rafael Moura",8.00,"https://s.glbimg.com/es/sde/f/2017/04/03/0262cdf9cadf70eee005c277def421cb_FORMATO.png"
37656,"Fábio Deivson Lopes Maciel","Fábio",12.00,"https://s.glbimg.com/es/sde/f/2017/04/05/8723e1fa0950cb91f4b5c39409f23d85_FORMATO.png"
37657,"Eduardo Luís Abonizio de Souza","Edu Dracena",8.00,"https://s.glbimg.com/es/sde/f/2017/04/18/68cf33625460a96d2a432f93ecc21db5_FORMATO.png"
37662,"Jonathan Cícero Moreira","Jonathan",9.00,"https://s.glbimg.com/es/sde/f/2018/03/01/fe3cd425e203e34aaf34a6ac98ffc4af_FORMATO.png"
37663,"Julio Cesar Coelho de Moraes Júnior","Julio Cesar",3.00,"https://s.glbimg.com/es/sde/f/2017/04/17/1fdd617943f798215323bf53718e1f45_FORMATO.png"
37673,"Alecsandro Barbosa Felisbino","Alecsandro",8.00,"https://s.glbimg.com/es/sde/f/2017/05/25/b470b28b3b68d95eff43163148c236f8_FORMATO.png"
37674,"Wagner Ferreira dos Santos","Wagner",8.00,"https://s.glbimg.com/es/sde/f/2017/04/06/359066aa5d28530d44010771094091ab_FORMATO.png"
37688,"Cícero Santos","Cícero",11.00,"https://s.glbimg.com/es/sde/f/2018/02/07/2579c294b6dea3b9b44c1e0ddbe0a64f_FORMATO.jpeg"
37694,"Henrique Pacheco de Lima","Henrique",11.00,"https://s.glbimg.com/es/sde/f/2016/04/29/3ee91a269e77c0defb08f1fee38c0aff_FORMATO.png"
37701,"Leonardo da Silva Moura","Léo Moura",9.00,"https://s.glbimg.com/es/sde/f/2017/04/23/7277c35fed3ff5f997fbf230b96586e4_FORMATO.png"
37705,"Juan Maldonado Jaimez Júnior","Juan",6.00,"https://s.glbimg.com/es/sde/f/2017/06/07/4171a633f759e859ac04b9293992adf3_FORMATO.png"
37717,"Fernando Henrique dos Anjos","Fernando Henrique",NULL,"https://s.glbimg.com/es/sde/f/2018/02/28/4302ba476c36ad1c1864dfef94d46485_FORMATO.png"
37718,"Marcos Arouca da Silva","Arouca",6.00,"https://s.glbimg.com/es/sde/f/2017/04/18/a79e46999e573a44398324ab951f4c7a_FORMATO.png"
37770,"Marcelo Grohe","Marcelo Grohe",12.00,"https://s.glbimg.com/es/sde/f/2017/04/23/33e584cd67faa2ac529fcd131c75ed09_FORMATO.png"
37792,"Edimo Ferreira Campos","Edinho",6.00,"https://s.glbimg.com/es/sde/f/2017/04/24/134bd2592921a7ea460e78f357f4d99a_FORMATO.png"
