"atleta_id","nome_txt","apelido_txt","preco_editorial_num","foto_txt"
36443,"Nelson de Jesus Silva","Dida",11.00,"http://s.glbimg.com/es/sde/f/2012/06/01/583a73c8c9a11338416a90e38c804148_FORMATO.jpeg"
36522,"Alexsandro de Souza","Alex",26.00,"http://s.glbimg.com/es/sde/f/2010/12/29/6130f7a00989b1b410337423ea086bf5_FORMATO.jpeg"
36540,"Juan Silveira dos Santos","Juan",16.00,"http://s.glbimg.com/es/sde/f/2010/12/30/804ea225337148abcf3d897835d66983_FORMATO.jpeg"
36591,"Leonardo José Aparecido de Moura","Leonardo",3.00,"http://s.glbimg.com/es/sde/f/2011/08/12/8fd443a8ddd48c27d33b04099dfcdb41_FORMATO.jpeg"
36612,"José Roberto da Silva Júnior","Zé Roberto",23.00,"http://s.glbimg.com/es/sde/f/2012/05/03/ef68d90faebdac4ae7133e22cbb5ee2b_FORMATO.jpeg"
36728,"Marcos Antônio de Lima","Índio",5.00,"http://s.glbimg.com/es/sde/f/2010/11/18/760bb34888d550a1ad79b65231916688_FORMATO.jpeg"
36741,"Cristiano Marques Gomes","Cris",10.00,"http://s.glbimg.com/es/sde/f/2013/01/09/ec93ef4ee59d3d765b251bcb7a12939b_FORMATO.jpeg"
36774,"Luiz Alberto da Silva Oliveira","Luiz Alberto",5.00,"http://s.glbimg.com/es/sde/f/2012/07/12/29d8038eb683c009954409d879d3381d_FORMATO.jpeg"
36775,"Marcos dos Santos Assunção","Marcos Assunção",11.00,"http://s.glbimg.com/es/sde/f/2010/11/18/d1aaa711c2c443c40bbc046990e29f91_FORMATO.jpeg"
36790,"Josué Anunciado de Oliveira","Josué",6.00,"http://s.glbimg.com/es/sde/f/2013/03/23/4e1045ce8d8428e86a7ec9300e706241_FORMATO.jpeg"
36792,"Clemerson de Araújo Soares","Araújo",4.00,"http://s.glbimg.com/es/sde/f/2011/08/10/b1281c2468694914c020d4a9bcd16e22_FORMATO.jpeg"
36802,"Ronaldo de Assis Moreira","Ronaldinho Gaúcho",29.00,"http://s.glbimg.com/es/sde/f/2010/12/07/d5f184e11148725f3057ab5f016bb9bd_FORMATO.jpeg"
36934,"Muricy Ramalho","Muricy Ramalho",16.00,"http://s.glbimg.com/es/sde/f/2010/11/12/fce18c670c771a9a6defe6252652e85e_FORMATO.jpeg"
36940,"Oswaldo de Oliveira","Oswaldo de Oliveira",12.00,"http://s.glbimg.com/es/sde/f/2011/12/05/e6bc3aecb57a4d685e9fcc0d5bed4ee9_FORMATO.jpeg"
36943,"Paulo Autuori","Paulo Autuori",14.00,"http://s.glbimg.com/es/sde/f/2013/03/23/807a074b15205fb35f0ed3eb5c10a0af_FORMATO.jpeg"
36950,"Péricles Raimundo Oliveira Chamusca","Péricles Chamusca",11.11,"http://s.glbimg.com/es/sde/f/2012/12/13/81c1d86dc34b56487fa00928d1a47a83_FORMATO.jpeg"
36982,"Oswaldo Alvarez","Vadão",2.00,"http://s.glbimg.com/es/sde/f/2012/12/23/f51cab4ec3be5b2a892a552ac431389d_FORMATO.jpeg"
37245,"Augusto Sérgio Ferreira","Guto Ferreira",5.00,"http://s.glbimg.com/es/sde/f/2012/09/24/37819b05f70b05b636587c4ef584fee6_FORMATO.jpeg"
37246,"Ney Franco da Silveira Júnior","Ney Franco",15.00,"http://s.glbimg.com/es/sde/f/2011/10/06/942984fb95297a6ad232e7be8fbb9a25_FORMATO.jpeg"
37281,"Luis Antônio Venker de Menezes","Mano Menezes",11.56,"http://s.glbimg.com/es/sde/f/2012/09/09/7ed7876d86d249681ff06534b51c377d_FORMATO.jpeg"
37604,"Paulo André Cren Benini","Paulo André",11.00,"http://s.glbimg.com/es/sde/f/2013/04/12/29d20357f3754c5a7614b395320a771e_FORMATO.jpeg"
37613,"Dagoberto Pelentier","Dagoberto",19.00,"http://s.glbimg.com/es/sde/f/2010/11/16/92ca87cc6de440721603b0f4260d0d09_FORMATO.jpeg"
37619,"Pedro Henrique Oldoni do Nascimento","Pedro Oldoni",2.00,"http://s.glbimg.com/es/sde/f/2012/08/23/4bd1b32179fcad484ed428fdda3a4271_FORMATO.jpeg"
37621,"Junior Cesar Eduardo Machado","Junior Cesar",5.00,"http://s.glbimg.com/es/sde/f/2010/11/16/bce4e41b8734c2918abcb43d208f81b8_FORMATO.jpeg"
37623,"Rafael Marques Pinto","Rafael Marques",3.00,"http://s.glbimg.com/es/sde/f/2010/11/19/276d92a84f25da9cf8b83ba991d1fa36_FORMATO.jpeg"
