"atleta_scout_id","rodada_id","atleta_id","scout_id","quantidade_num"
1,1,37704,1,1
2,1,37704,13,0
4,1,37704,16,0
5,1,37704,3,1
6,1,37704,7,0
9,1,37704,9,2
10,1,37704,2,1
11,1,37704,14,0
12,1,37704,17,0
13,1,37704,8,0
14,1,37704,18,0
16,1,37704,5,0
17,1,37704,4,0
18,1,37704,15,0
19,1,37804,1,1
20,1,37804,17,0
21,1,37804,18,0
22,1,37804,9,0
23,1,37804,14,0
25,1,37804,16,0
26,1,37804,5,0
27,1,37804,2,0
28,1,37804,13,0
29,1,37804,7,0
33,1,37804,8,0
34,1,37804,3,2
35,1,37804,4,0
36,1,37804,15,0
37,1,37828,1,0
39,1,37828,8,0
40,1,37828,2,1
43,1,37828,9,0
45,1,37828,17,0
46,1,37828,18,0
47,1,37828,3,4
48,1,37828,5,0
49,1,37828,16,0
50,1,37828,13,0
51,1,37828,7,0
52,1,37828,14,0
53,1,37828,4,0
54,1,37828,15,0
55,1,38021,1,0
56,1,38021,3,0
57,1,38021,17,0
58,1,38021,2,1
59,1,38021,13,0
60,1,38021,14,0
61,1,38021,18,0
62,1,38021,16,0
63,1,38021,8,1
64,1,38021,9,0
66,1,38021,5,0
69,1,38021,7,0
71,1,38021,4,0
72,1,38021,15,0
73,1,38060,1,0
76,1,38060,14,0
77,1,38060,17,1
78,1,38060,7,0
79,1,38060,13,0
80,1,38060,16,0
82,1,38060,2,5
83,1,38060,8,3
84,1,38060,9,1
85,1,38060,18,0
86,1,38060,3,3
87,1,38060,5,0
89,1,38060,4,0
90,1,38060,15,0
91,1,38506,1,0
92,1,38506,14,0
93,1,38506,2,0
95,1,38506,3,2
97,1,38506,9,1
98,1,38506,18,0
99,1,38506,13,0
100,1,38506,7,0
101,1,38506,5,0
102,1,38506,8,0
103,1,38506,17,0
105,1,38506,16,0
107,1,38506,4,0
108,1,38506,15,0
109,1,38508,1,0
110,1,38508,16,0
111,1,38508,3,3
112,1,38508,7,1
113,1,38508,2,3
115,1,38508,5,0
118,1,38508,8,0
120,1,38508,18,0
121,1,38508,13,0
122,1,38508,14,0
123,1,38508,9,1
124,1,38508,17,2
125,1,38508,4,0
126,1,38508,15,0
127,1,38701,1,0
128,1,38701,18,0
130,1,38701,8,0
131,1,38701,14,0
132,1,38701,17,1
133,1,38701,9,1
134,1,38701,13,0
137,1,38701,2,0
138,1,38701,3,2
139,1,38701,7,0
140,1,38701,16,0
142,1,38701,5,0
143,1,38701,4,0
144,1,38701,15,0
145,1,50666,1,0
146,1,50666,2,3
148,1,50666,18,1
150,1,50666,16,0
151,1,50666,7,2
152,1,50666,8,0
153,1,50666,9,4
154,1,50666,17,0
155,1,50666,5,0
156,1,50666,3,1
157,1,50666,14,0
160,1,50666,13,0
161,1,50666,4,0
162,1,50666,15,0
163,1,53731,1,0
164,1,53731,17,0
165,1,53731,5,0
169,1,53731,2,1
170,1,53731,14,0
171,1,53731,7,0
172,1,53731,3,1
174,1,53731,16,0
175,1,53731,9,3
176,1,53731,13,0
177,1,53731,18,0
178,1,53731,8,2
179,1,53731,4,0
180,1,53731,15,0
181,1,53896,1,0
182,1,53896,7,0
183,1,53896,9,2
184,1,53896,5,0
185,1,53896,3,3
186,1,53896,13,0
187,1,53896,8,4
188,1,53896,2,1
190,1,53896,18,0
192,1,53896,14,0
194,1,53896,17,0
196,1,53896,16,0
197,1,53896,4,0
198,1,53896,15,0
199,1,55348,1,0
201,1,55348,8,2
202,1,55348,7,0
203,1,55348,17,0
204,1,55348,3,4
205,1,55348,13,0
206,1,55348,5,0
207,1,55348,18,0
208,1,55348,2,0
209,1,55348,16,0
212,1,55348,9,4
213,1,55348,14,0
215,1,55348,4,0
216,1,55348,15,0
217,1,55519,1,0
218,1,55519,7,0
219,1,55519,2,0
220,1,55519,14,0
221,1,55519,13,0
222,1,55519,5,0
224,1,55519,9,0
226,1,55519,8,0
228,1,55519,3,0
229,1,55519,17,0
230,1,55519,18,0
231,1,55519,16,0
233,1,55519,4,0
234,1,55519,15,0
235,1,63081,1,0
236,1,63081,18,0
237,1,63081,9,0
239,1,63081,7,2
240,1,63081,13,0
241,1,63081,2,1
242,1,63081,16,0
243,1,63081,5,0
245,1,63081,14,0
248,1,63081,8,4
249,1,63081,17,0
250,1,63081,3,6
251,1,63081,4,0
252,1,63081,15,0
253,1,63158,1,0
254,1,63158,17,0
255,1,63158,3,2
256,1,63158,2,1
257,1,63158,8,1
258,1,63158,9,1
260,1,63158,7,0
261,1,63158,13,0
262,1,63158,18,0
263,1,63158,14,0
266,1,63158,5,0
268,1,63158,16,0
269,1,63158,4,0
270,1,63158,15,0
271,1,67451,1,0
272,1,67451,17,1
274,1,67451,14,0
278,1,67451,9,1
279,1,67451,2,3
280,1,67451,13,0
281,1,67451,8,1
282,1,67451,16,0
283,1,67451,3,5
284,1,67451,5,0
285,1,67451,18,0
286,1,67451,7,2
287,1,67451,4,0
288,1,67451,15,0
289,1,70116,1,0
290,1,70116,13,0
291,1,70116,7,0
293,1,70116,9,1
295,1,70116,14,0
296,1,70116,3,4
297,1,70116,5,0
298,1,70116,16,0
299,1,70116,8,4
300,1,70116,2,2
302,1,70116,17,1
303,1,70116,18,0
305,1,70116,4,0
306,1,70116,15,0
307,1,71638,1,0
308,1,71638,16,0
309,1,71638,3,1
310,1,71638,9,0
311,1,71638,13,0
313,1,71638,2,0
314,1,71638,5,0
316,1,71638,7,0
318,1,71638,8,0
319,1,71638,18,0
320,1,71638,14,0
321,1,71638,17,0
323,1,71638,4,0
324,1,71638,15,0
325,1,73533,1,0
328,1,73533,3,0
329,1,73533,5,0
330,1,73533,17,0
331,1,73533,9,0
333,1,73533,13,0
334,1,73533,18,0
336,1,73533,2,0
337,1,73533,8,0
338,1,73533,7,0
339,1,73533,16,1
340,1,73533,14,0
341,1,73533,4,0
342,1,73533,15,0
343,1,73879,1,0
344,1,73879,7,0
345,1,73879,16,0
347,1,73879,8,1
348,1,73879,2,0
349,1,73879,14,0
350,1,73879,3,6
351,1,73879,18,0
352,1,73879,9,2
354,1,73879,17,0
355,1,73879,13,0
357,1,73879,5,0
359,1,73879,4,0
360,1,73879,15,0
361,1,77475,1,1
363,1,77475,7,0
364,1,77475,9,1
365,1,77475,13,0
366,1,77475,18,0
368,1,77475,3,5
369,1,77475,17,0
370,1,77475,14,0
373,1,77475,8,3
374,1,77475,16,0
375,1,77475,5,0
376,1,77475,2,2
377,1,77475,4,0
378,1,77475,15,0
379,1,78705,1,0
381,1,78705,9,3
384,1,78705,14,0
385,1,78705,5,0
386,1,78705,13,0
387,1,78705,7,1
388,1,78705,16,0
389,1,78705,2,0
391,1,78705,17,0
392,1,78705,18,0
393,1,78705,3,1
394,1,78705,8,0
395,1,78705,4,0
396,1,78705,15,0
397,1,79193,1,0
399,1,79193,7,0
400,1,79193,2,0
401,1,79193,9,0
402,1,79193,3,1
403,1,79193,18,0
404,1,79193,5,0
406,1,79193,14,0
407,1,79193,17,0
409,1,79193,16,0
410,1,79193,8,0
411,1,79193,13,0
413,1,79193,4,0
414,1,79193,15,0
415,1,80352,1,1
416,1,80352,5,0
418,1,80352,8,2
419,1,80352,13,0
420,1,80352,18,0
421,1,80352,7,0
423,1,80352,9,4
