"atleta_scout_id","rodada_id","atleta_id","scout_id","quantidade_num"
1,1,36792,1,0
2,1,36792,8,0
3,1,36792,18,0
4,1,36792,10,0
5,1,36792,2,4
6,1,36792,13,0
7,1,36792,3,2
8,1,36792,7,1
9,1,36792,16,0
10,1,36792,9,1
11,1,36792,6,0
12,1,36792,11,0
13,1,36792,12,0
14,1,36792,14,0
15,1,36792,17,1
16,1,36792,5,0
17,1,36792,4,0
18,1,36792,15,0
19,1,37673,1,0
20,1,37673,5,0
21,1,37673,12,0
22,1,37673,16,0
23,1,37673,7,3
24,1,37673,8,2
25,1,37673,17,0
26,1,37673,14,0
27,1,37673,18,1
28,1,37673,2,2
29,1,37673,3,2
30,1,37673,9,2
31,1,37673,11,0
32,1,37673,13,0
33,1,37673,10,0
34,1,37673,6,0
35,1,37673,4,0
36,1,37673,15,0
37,1,37684,1,1
38,1,37684,17,0
39,1,37684,3,1
40,1,37684,13,0
41,1,37684,11,0
42,1,37684,9,1
43,1,37684,2,2
44,1,37684,16,0
45,1,37684,18,1
46,1,37684,8,2
47,1,37684,5,0
48,1,37684,7,1
49,1,37684,14,0
50,1,37684,10,0
51,1,37684,12,0
52,1,37684,6,0
53,1,37684,4,0
54,1,37684,15,0
55,1,37701,1,1
56,1,37701,2,0
57,1,37701,10,0
58,1,37701,16,0
59,1,37701,8,0
60,1,37701,5,0
61,1,37701,6,0
62,1,37701,18,0
63,1,37701,12,0
64,1,37701,17,0
65,1,37701,7,0
66,1,37701,14,0
67,1,37701,9,1
68,1,37701,3,7
69,1,37701,13,0
70,1,37701,11,1
71,1,37701,4,0
72,1,37701,15,0
73,1,37783,1,0
74,1,37783,2,0
75,1,37783,10,0
76,1,37783,18,1
77,1,37783,5,0
78,1,37783,8,0
79,1,37783,17,0
80,1,37783,7,0
81,1,37783,14,0
82,1,37783,13,0
83,1,37783,6,0
84,1,37783,12,0
85,1,37783,9,0
86,1,37783,16,0
87,1,37783,3,0
88,1,37783,11,0
89,1,37783,4,0
90,1,37783,15,0
91,1,37899,1,1
92,1,37899,6,0
93,1,37899,17,0
94,1,37899,2,0
95,1,37899,16,0
96,1,37899,18,0
97,1,37899,13,4
98,1,37899,9,0
99,1,37899,3,0
100,1,37899,10,0
101,1,37899,5,0
102,1,37899,8,0
103,1,37899,11,0
104,1,37899,7,0
105,1,37899,14,0
106,1,37899,12,0
107,1,37899,4,0
