,clube,xG_mean,xG_total
0,Palmeiras,1.7467398360763997,48.90871541013919
1,Flamengo,1.6596910404753964,46.47134913331112
2,Atlético-MG,1.5267981938373842,44.277147621284115
3,Internacional,1.5187447122752138,44.04359665598123
4,América-MG,1.3956099256642294,40.47268784426259
5,Bragantino,1.389847709600812,40.305583578423544
6,São Paulo,1.4346793729870253,40.1710224436367
7,Atlético-GO,1.3837301563725781,40.12817453480476
8,Fluminense,1.330114800703538,38.57332922040256
9,Fortaleza,1.3083308777022267,37.941595453364556
10,Santos,1.273856985106519,36.941852568089054
11,Coritiba,1.2464988848648237,34.901968776215064
12,Botafogo,1.1998234069135143,34.79487880049193
13,Ceará,1.1921495032915157,34.57233559545397
14,Corinthians,1.1556207123921471,33.51300065937225
15,Avaí,1.113780890536996,32.29964582557288
16,Athletico-PR,1.0772069703985887,31.239002141559087
17,Juventude,1.0684059358020754,30.983772138260196
18,Cuiabá,1.0640675409693012,30.857958688109743
19,Goiás,0.9970984529110695,28.915855134421008
