,clube,Goal_casa,GoalA_casa,Goal_fora,GoalA_fora
1,Flamengo,1.4,0.8,0.8571428571428571,1.5714285714285714
2,Botafogo,1.1666666666666667,1.3333333333333333,1.1428571428571428,1.4285714285714286
3,Corinthians,1.3333333333333333,0.3333333333333333,1.1428571428571428,1.1428571428571428
4,Fluminense,1.4285714285714286,1.2857142857142858,0.6666666666666666,0.6666666666666666
5,Palmeiras,2.2857142857142856,0.5714285714285714,1.8,0.4
6,São Paulo,2.0,1.0,0.8571428571428571,1.2857142857142858
7,Santos,1.5714285714285714,0.6666666666666666,1.0,1.0
8,Bragantino,1.5714285714285714,1.0,0.8,1.1666666666666667
9,Atlético-MG,1.5714285714285714,0.8571428571428571,1.1666666666666667,1.3333333333333333
10,Internacional,1.6666666666666667,1.3333333333333333,1.1428571428571428,0.8571428571428571
11,Juventude,0.5714285714285714,1.5714285714285714,1.0,2.0
12,Goiás,1.1666666666666667,1.1666666666666667,0.8571428571428571,1.4285714285714286
13,Athletico-PR,1.0,0.8333333333333334,0.8571428571428571,1.1428571428571428
14,Coritiba,1.2857142857142858,0.8571428571428571,1.1666666666666667,2.0
15,Avaí,1.8333333333333333,1.3333333333333333,0.5714285714285714,1.5714285714285714
16,América-MG,1.3333333333333333,0.8333333333333334,0.42857142857142855,1.2857142857142858
17,Ceará,0.8,1.4,1.0,0.75
18,Fortaleza,0.5,0.75,1.2,1.8
19,Atlético-GO,1.2857142857142858,0.7142857142857143,0.8333333333333334,1.8333333333333333
20,Cuiabá,0.5714285714285714,0.5714285714285714,0.8333333333333334,1.6666666666666667
