,atleta_id,apelido,ranking
0,83257,Gabriel,1
1,87863,Arrascaeta,2
2,90285,Bruno Henrique,3
3,94509,Raphael Veiga,4
4,109497,Marcos Leonardo,5
5,69165,Pablo,6
6,104513,Abner Vinícius,7
7,52827,David Luiz,8
8,51772,Everton Ribeiro,9
9,68920,Dudu,10
10,87999,Gustavo Scarpa,11
11,43618,Luiz Felipe Scolari,12
12,71227,Maicon,13
13,89284,Paulo Sousa,14
14,97653,Murilo,15
15,101574,Hugo Souza,16
16,63013,Marcos Rocha,17
17,107109,Gomes,18
18,102878,Terans,19
19,80196,Yago Pikachu,20
