,clube,Goal_diff_geral,xG_diff_geral
2,Flamengo,-0.125,0.5120460569043883
3,Fortaleza,-0.4642857142857143,0.35300014193019735
5,Atlético-GO,-0.1333333333333332,0.18883130731841602
7,América-MG,-0.11666666666666647,0.0830844435809408
