,scout,atleta_id,rodada_id,clube_id,posicao_id,status_id,pontos_num,preco_num,variacao_num,media_num,jogos_num,minimo_para_valorizar,gato_mestre,slug,apelido,apelido_abreviado,nome,foto,status
0,"{'CA': 2, 'DE': 31, 'FS': 3, 'GS': 16, 'PC': 1, 'SG': 3}",37788,21,356,1,6,0.0,4.6,0.0,2.59,11,,"{'media_pontos_mandante': None, 'media_pontos_visitante': None}",marcelo-boeck,Marcelo Boeck,M. Boeck,Marcelo Boeck,https://s.glbimg.com/es/sde/f/2022/02/23/34de12a5651c918b60321caf78ecbfa7_FORMATO.png,Nulo
1,"{'CA': 1, 'DE': 60, 'FS': 3, 'GS': 22, 'SG': 8}",37656,21,266,1,7,6.5,10.91,1.18,3.75,21,,"{'media_pontos_mandante': None, 'media_pontos_visitante': None}",fabio,Fábio,Fábio,Fábio Deivson Lopes Maciel,https://s.glbimg.com/es/sde/f/2022/04/20/aeae67450f0c19a81c7d356b86382594_FORMATO.png,Provável
2,"{'CA': 2, 'DS': 2, 'FC': 3, 'FD': 1, 'PI': 7, 'PP': 1, 'SG': 1}",38394,21,293,3,6,0.0,6.3,0.0,0.5,2,,"{'media_pontos_mandante': None, 'media_pontos_visitante': None}",thiago-heleno,Thiago Heleno,T. Heleno,Thiago Heleno Henrique Ferreira,https://s.glbimg.com/es/sde/f/2021/05/02/f69df2ecdf5d2a9d11697c61673c4358_FORMATO.png,Nulo
3,"{'DE': 71, 'DS': 3, 'FS': 3, 'GS': 20, 'SG': 4}",51413,21,1371,1,7,4.2,12.26,0.6,4.01,19,,"{'media_pontos_mandante': None, 'media_pontos_visitante': None}",walter,Walter,Walter,Walter Leandro Capeloza Artune,https://s.glbimg.com/es/sde/f/2021/05/28/50f29a94dff6b578111f33d689953f3c_FORMATO.png,Provável
4,{},37281,21,285,6,7,1.91,8.81,-1.01,4.76,18,,"{'media_pontos_mandante': None, 'media_pontos_visitante': None}",mano-menezes,Mano Menezes,M. Menezes,Luis Antônio Venker de Menezes,https://s.glbimg.com/es/sde/f/2022/04/20/e2710d5e2f652b8154c927ba13d68369_FORMATO.png,Provável
5,"{'CA': 1, 'DS': 22, 'FC': 9, 'FS': 6, 'G': 3, 'PI': 78, 'SG': 6}",38229,21,264,2,7,0.9,7.32,-0.92,5.53,13,,"{'media_pontos_mandante': None, 'media_pontos_visitante': None}",fabio-santos,Fábio Santos,F. Santos,Fábio Santos Romeu,https://s.glbimg.com/es/sde/f/2022/04/27/a698af6f4d4843e3d21f96d87aa76ef7_FORMATO.png,Provável
6,"{'CA': 1, 'DS': 17, 'FC': 9, 'FF': 2, 'FS': 4, 'PI': 20, 'SG': 3}",38141,21,276,3,7,2.0,6.24,0.17,3.71,9,,"{'media_pontos_mandante': None, 'media_pontos_visitante': None}",miranda,Miranda,Miranda,João Miranda de Souza Filho,https://s.glbimg.com/es/sde/f/2022/03/01/63cdbc67a76c583cd60a4368a8c9441e_FORMATO.png,Provável
7,"{'CA': 1, 'DS': 1, 'FC': 5, 'FF': 3, 'FS': 4, 'I': 3, 'PI': 12}",38279,21,327,5,6,-0.4,4.01,-0.14,0.2,8,,"{'media_pontos_mandante': None, 'media_pontos_visitante': None}",wellington-paulista,Wellington Paulista,W. Paulista,Wellington Pereira do Nascimento,https://s.glbimg.com/es/sde/f/2022/02/25/12f12e3c03d86cbfec605b70666faaf3_FORMATO.png,Nulo
8,"{'A': 1, 'DS': 19, 'FC': 9, 'FD': 3, 'FF': 3, 'FS': 12, 'G': 1, 'I': 1, 'PI': 72}",38398,21,264,4,6,7.2,7.33,0.26,3.15,12,,"{'media_pontos_mandante': None, 'media_pontos_visitante': None}",renato-augusto,Renato Augusto,R. Augusto,Renato Soares de Oliveira Augusto,https://s.glbimg.com/es/sde/f/2022/04/27/df30c3d9066a2e16c6625e3aa0a64436_FORMATO.png,Nulo
9,"{'DE': 3, 'GS': 5, 'SG': 1}",38509,21,262,1,6,0.0,6.31,0.0,1.0,3,,"{'media_pontos_mandante': None, 'media_pontos_visitante': None}",diego-alves,Diego Alves,D. Alves,Diego Alves Carreira,https://s.glbimg.com/es/sde/f/2022/03/03/ebf5983aad74aded51b2bdca5bed278f_FORMATO.png,Nulo
10,"{'CA': 4, 'DS': 7, 'FC': 9, 'FS': 8, 'PI': 33, 'SG': 3}",38545,21,266,3,6,3.6,6.36,0.56,1.58,11,,"{'media_pontos_mandante': None, 'media_pontos_visitante': None}",felipe-melo,Felipe Melo,F. Melo,Felipe Melo de Carvalho,https://s.glbimg.com/es/sde/f/2022/02/24/ae51c505f4d9ceba09c22ba954cca2bf_FORMATO.png,Nulo
11,"{'CA': 1, 'DS': 11, 'FC': 4, 'FF': 2, 'FS': 6, 'PI': 20, 'SG': 1}",38750,21,262,2,6,0.0,6.68,0.0,3.1,6,,"{'media_pontos_mandante': None, 'media_pontos_visitante': None}",filipe-luis,Filipe Luís,F. Luís,Filipe Luís Kasmirski,https://s.glbimg.com/es/sde/f/2022/04/25/369bf71d74f60350b1da899775cdd41b_FORMATO.png,Nulo
12,"{'A': 3, 'CA': 4, 'DS': 33, 'FC': 20, 'FF': 1, 'FS': 16, 'PI': 108, 'SG': 4}",38144,21,276,2,6,4.3,9.2,0.28,3.31,19,,"{'media_pontos_mandante': None, 'media_pontos_visitante': None}",rafinha,Rafinha,Rafinha,Márcio Rafael Ferreira de Souza,https://s.glbimg.com/es/sde/f/2022/03/01/de7df71bb9091a8547f8d8bd0212b549_FORMATO.png,Nulo
13,"{'A': 1, 'CA': 1, 'DS': 14, 'FC': 6, 'FD': 2, 'FF': 7, 'FS': 7, 'I': 2, 'PI': 45}",51548,21,264,4,7,2.7,5.25,-0.08,1.51,17,,"{'media_pontos_mandante': None, 'media_pontos_visitante': None}",giuliano,Giuliano,Giuliano,Giuliano Victor de Paula,https://s.glbimg.com/es/sde/f/2022/04/27/9ac23014ff9196c4c2a10d652798dcfa_FORMATO.png,Provável
14,"{'CA': 1, 'DS': 10, 'FC': 7, 'FD': 1, 'FF': 1, 'FS': 9, 'G': 1, 'PI': 20}",38909,21,262,4,7,-1.5,3.21,-1.13,1.94,11,,"{'media_pontos_mandante': None, 'media_pontos_visitante': None}",diego,Diego,Diego,Diego Ribas da Cunha,https://s.glbimg.com/es/sde/f/2022/04/25/a4a5d6ac853b270c7af13df3bcc44ee5_FORMATO.png,Provável
15,"{'A': 1, 'CA': 5, 'DS': 31, 'FC': 11, 'FS': 6, 'PI': 95, 'SG': 6}",38877,21,282,2,7,0.0,7.78,0.0,4.78,12,,"{'media_pontos_mandante': None, 'media_pontos_visitante': None}",mariano,Mariano,Mariano,Mariano Ferreira Filho,https://s.glbimg.com/es/sde/f/2022/07/15/c04eede8e289c2e2a9d0b82097512fdc_FORMATO.png,Provável
16,"{'A': 3, 'CA': 3, 'DS': 21, 'FC': 11, 'FD': 2, 'FF': 5, 'FS': 27, 'FT': 1, 'G': 3, 'PI': 128}",62977,21,266,4,7,8.5,8.12,0.04,3.77,18,,"{'media_pontos_mandante': None, 'media_pontos_visitante': None}",ganso,Ganso,Ganso,Paulo Henrique Chagas de Lima,https://s.glbimg.com/es/sde/f/2022/04/20/509250387f7c9402d22e9aa33a52de97_FORMATO.png,Provável
17,"{'A': 2, 'CA': 4, 'DS': 8, 'FC': 28, 'FD': 5, 'FF': 26, 'FS': 39, 'FT': 3, 'G': 7, 'I': 14, 'PI': 98}",39148,21,282,5,7,0.9,18.59,-0.6,6.31,17,,"{'media_pontos_mandante': None, 'media_pontos_visitante': None}",hulk,Hulk,Hulk,Givanildo Vieira de Souza,https://s.glbimg.com/es/sde/f/2022/07/15/ee2237ff2b55e16e4263c51c7626431e_FORMATO.png,Provável
18,{},39850,21,327,6,7,6.05,7.98,0.19,3.87,20,,"{'media_pontos_mandante': None, 'media_pontos_visitante': None}",vagner-mancini,Vagner Mancini,V. Mancini,Vagner Carmo Mancini,https://s.glbimg.com/es/sde/f/2021/04/28/5745220dd2c869e1f9de357e41902989_FORMATO.png,Provável
