,clube,xG_casa,xGA_casa,xG_fora,xGA_fora
1,Flamengo,1.8960354417364491,0.8684246734636647,1.1399507897783296,1.1434694442423374
2,Botafogo,1.1454668869570883,1.21029195368164,1.0929885423182484,1.4739785552679354
3,Corinthians,0.7513502348341758,1.1248855021973103,0.9061936757314113,1.1047511348855676
4,Fluminense,1.3980739969105986,1.0510637238465683,0.6549493206982065,1.5781195209353132
5,Palmeiras,1.6885770714993205,0.9114771706951726,1.8276410864788708,1.252502934506001
6,São Paulo,1.4346981701685042,0.7795985079834173,1.3085554329766262,1.5740144146262056
7,Santos,1.5227860458192524,1.4499180312425033,1.1337327256653653,1.4709164370599759
8,Bragantino,1.0144920497777616,1.0347314198766864,1.0867639393603463,1.3370369637092483
9,Atlético-MG,1.8677032865824843,0.8938585380074214,1.4375258244894933,0.9199732476666304
10,Internacional,1.5780064506779128,1.2645110008215412,1.095200237397605,1.2641611075447303
11,Juventude,1.3059235701474097,0.9365859228963677,0.8110037290308723,1.285974994630814
12,Goiás,1.1655243560427107,1.8738945337957003,1.0379761442133213,1.7054295495348544
13,Athletico-PR,1.1770868815523114,1.3016636056800561,0.9328729661479892,1.2132046721262821
14,Coritiba,1.45248749798348,0.8853752981535346,1.170919834960974,1.556741048551172
15,Avaí,1.3973332814247774,1.0279639493267012,0.785386425231876,1.5810929868977415
16,América-MG,1.215554225869415,0.666854778847231,1.0607693042319108,1.4432998640922134
17,Ceará,1.3098362079402133,1.3622846064722856,1.216148515580508,1.4784537394692698
18,Fortaleza,1.6708120538325149,0.8980182588914575,1.091526637016962,1.1583201480976246
19,Atlético-GO,1.6154710824179908,1.0682922491430098,1.2472288844049553,1.4167451030431046
20,Cuiabá,0.9544207161892642,1.2739877539674576,0.8858663672724919,1.584693971429243
