,rodada_id,atleta_id,apelido,clube,posicao,preco_open,pontos_num,variacao_num,ieo_gm_mean,iao_gm_mean,ied_gm_mean,ieg_gm_mean,iro_gm,irp_gm,ippc_gm_mean,ranking_clube,fase,prob_vitoria_mandante,prob_vitoria_visitante,prob_vitoria,mando,XP_mandante,XP_visitante,XP,media_movel_mandante,media_movel_visitante,media_movel,odds,points_next,binary_prob
5613,26,61033,Rodriguinho,Cuiabá,MEI,5.87,0.0,0.0,7.051153846153847,3.8461538461538463,25.434409318374904,13.373071393164071,12.4128,4.693065573933146,0.29458741044585096,10.79126213592233,4.0,44.18738693242541,15.757836672909892,44.77442121364637,visitante,0.0,2.975,0.0,0.9666666666666668,4.55,3.2372357723577228,3.3005825242718445,0,1.0
5435,26,93790,Marlon Freitas,Atlético-GO,MEI,7.26,2.0,0.2,19.81346153846154,5.769230769230768,40.309819256587055,13.373071393164071,7.547692307692307,8.036226180411823,0.5979975902089701,10.79126213592233,3.0,23.131065189578337,28.433143648915134,44.77442121364637,mandante,4.3076923076923075,0.0,0.0,2.6666666666666674,1.1,3.2372357723577228,3.3005825242718445,0,1.0
2847,26,97900,Vitão,Internacional,ZAG,5.4,8.2,0.99,3.8461538461538463,0.9615384615384616,32.19423660572315,14.204206341257965,1.7144,4.151285275783266,0.4789083974192442,10.79126213592233,7.0,44.18738693242541,50.83416201270495,44.77442121364637,visitante,0.0,3.9707692307692315,0.0,5.875,2.9,3.2372357723577228,3.3005825242718445,0,1.0
2848,26,72951,Mercado,Internacional,ZAG,7.18,6.5,0.63,0.0,0.0,33.960866520312855,14.441397992111854,1.4,4.847673522372316,0.43187544244085097,10.79126213592233,7.0,44.18738693242541,50.83416201270495,44.77442121364637,visitante,0.0,3.925769230769231,0.0,6.025,4.15,3.2372357723577228,3.3005825242718445,0,1.0
5449,26,96754,Atuesta ,Palmeiras,MEI,2.28,1.2,-0.04,3.8461538461538463,0.9615384615384616,27.031150281426395,13.373071393164071,1.6692000000000002,0.91751898363664,0.35900338343056953,10.79126213592233,7.0,61.850230145207185,28.433143648915134,44.77442121364637,mandante,3.158333333333333,0.0,0.0,6.0,1.5,3.2372357723577228,3.3005825242718445,0,1.0
2852,26,87887,Balbuena,Corinthians,ZAG,10.84,4.7,-0.62,19.090999999999998,6.5,37.67018928783635,15.823655237619194,4.404,6.5698041692988,0.3897338999072961,10.79126213592233,5.0,44.18738693242541,30.769061605685053,44.77442121364637,visitante,0.0,4.35897435897436,0.0,5.85,6.550000000000002,3.2372357723577228,3.3005825242718445,0,1.0
2857,26,91203,Éder,América-MG,ZAG,4.2,4.2,0.0,7.6923076923076925,0.0,28.12503681503788,14.431426745350175,1.1907692307692308,4.623174579878183,0.7988217630447688,10.79126213592233,7.0,32.55715159224095,28.433143648915134,44.77442121364637,mandante,2.6737179487179485,0.0,0.0,2.35,3.966666666666667,3.2372357723577228,3.3005825242718445,0,1.0
2858,26,97653,Murilo,Palmeiras,ZAG,9.2,4.0,0.12,3.8461538461538463,0.7692307692307693,36.11466310878707,14.672986995234472,4.876,5.443195442801416,0.4561332671533979,10.79126213592233,7.0,61.850230145207185,28.433143648915134,44.77442121364637,mandante,4.429166666666666,0.0,0.0,3.05,3.5666666666666664,3.2372357723577228,3.3005825242718445,0,1.0
4404,26,100074,Jhojan Julio,Santos,ATA,5.4,0.0,0.0,3.3157692307692304,0.0,27.80615751771036,13.373071393164071,1.6166666666666665,1.9838981014179284,0.1665209799659211,10.79126213592233,3.0,44.18738693242541,11.89142820163048,44.77442121364637,visitante,0.0,3.6009615384615383,0.0,0.2,0.0,3.2372357723577228,3.3005825242718445,0,1.0
2790,26,97468,Marçal,Botafogo,LAT,5.789999999999999,8.9,0.56,6.666666666666668,1.3333333333333333,33.91160742615832,14.712658721379142,2.170666666666667,4.8978288633461045,0.4962064212207835,10.79126213592233,7.0,49.75144181927216,28.433143648915134,44.77442121364637,mandante,4.870454545454546,0.0,0.0,4.933333333333334,3.8,3.2372357723577228,3.3005825242718445,0,1.0
5589,26,110727,Rubens,Atlético-MG,MEI,6.77,0.0,0.0,3.8461538461538463,0.7692307692307693,41.967775409679604,13.373071393164071,6.28625,5.281539604969778,0.6762473255599813,10.79126213592233,7.0,44.18738693242541,38.9140505028786,44.77442121364637,visitante,0.0,1.9796153846153848,0.0,0.95,1.475,3.2372357723577228,3.3005825242718445,0,1.0
4400,26,90309,David,Internacional,ATA,4.81,0.0,0.0,7.6923076923076925,0.0,24.950211193125963,13.373071393164071,4.1176,1.8930942625721736,0.218265472109839,10.79126213592233,7.0,44.18738693242541,50.83416201270495,44.77442121364637,visitante,0.0,2.9529914529914536,0.0,0.0,0.0,3.2372357723577228,3.3005825242718445,0,1.0
2912,26,101995,Brítez,Fortaleza,LAT,10.14,-1.4,-0.92,15.584545454545456,2.272727272727273,45.50864679269107,16.19553572980544,3.9909090909090903,12.35017525137244,0.8040278901842477,10.79126213592233,3.0,44.18738693242541,44.04516639718257,44.77442121364637,visitante,0.0,5.711666666666668,0.0,7.5,5.825,3.2372357723577228,3.3005825242718445,0,1.0
5434,26,68708,Eduardo,Botafogo,MEI,11.11,2.1,-2.49,8.889,4.0,31.959850606909427,15.251759812782595,11.864999999999998,9.754150702426564,0.5895524831103479,10.79126213592233,7.0,49.75144181927216,28.433143648915134,44.77442121364637,mandante,3.262121212121212,0.0,0.0,0.8500000000000001,19.4,3.2372357723577228,3.3005825242718445,0,1.0
