,clube,xG_mean,xG_total
0,Palmeiras,1.723155406736156,48.24835138861234
1,Flamengo,1.7016191927512698,47.645337397035526
2,Atlético-MG,1.5074530346329416,43.71613800435528
3,Internacional,1.4675227421594808,42.55815952262491
4,Bragantino,1.3879537243668094,40.25065800663748
5,América-MG,1.3857125895034712,40.18566509560066
6,Atlético-GO,1.3704062965731882,39.74178260062242
7,São Paulo,1.4120252118074952,39.53670593060989
8,Fluminense,1.3202757448636833,38.28799660104681
9,Santos,1.2792137336012344,37.0971982744358
10,Fortaleza,1.2655936891842556,36.70221698634338
11,Coritiba,1.2459836943822016,34.88754344270165
12,Botafogo,1.2013986787343076,34.84056168329492
13,Corinthians,1.1632503595394106,33.73426042664291
14,Ceará,1.144164648841174,33.18077481639407
15,Athletico-PR,1.1043844684862658,32.02714958610169
16,Avaí,1.0951803097483552,31.76022898270228
17,Cuiabá,1.0625713037435502,30.814567808562973
18,Juventude,1.0506157925207977,30.467857983103144
19,Goiás,0.9974473272380044,28.925972489902122
