,clube,ranking_clube,fase
0,Fluminense,4,86.67
1,Flamengo,7,80.0
2,Atlético-MG,3,73.33
3,Athletico-PR,5,66.67
4,Internacional,6,60.0
5,Bragantino,8,60.0
6,Palmeiras,1,53.33
7,Ceará,11,53.33
8,São Paulo,10,46.67
9,Santos,9,46.67
10,Corinthians,2,46.67
11,Goiás,14,46.67
12,Cuiabá,15,46.67
13,Coritiba,16,26.67
14,Fortaleza,19,26.67
15,Avaí,13,26.67
16,Botafogo,12,20.0
17,Juventude,20,20.0
18,América-MG,17,20.0
19,Atlético-GO,18,6.67
