,atleta_id,apelido,ranking
0,79631,Cano,1
1,87999,Gustavo Scarpa,2
2,71684,Gustavo Gómez,3
3,91607,Rony,4
4,99815,Arias,5
5,110506,Abel Ferreira,6
6,94968,Juninho Capixaba,7
7,100079,Zaracho,8
8,63013,Marcos Rocha,9
9,97653,Murilo,10
10,86757,Everton,11
11,102130,Piquerez,12
12,71631,Weverton,13
13,68920,Dudu,14
14,88393,Ayrton Lucas,15
15,102878,Terans,16
16,84042,Tiquinho Soares,17
17,91708,Nino,18
18,69012,Santos,19
19,100652,Yuri Alberto,20
