,clube,xG_mean,xG_total
0,Palmeiras,1.9613674738921292,29.42051210838195
1,Atlético-MG,1.5919650663261602,25.47144106121857
2,Flamengo,1.5895462510455751,23.843193765683626
3,Santos,1.4228691808215117,22.765906893144194
4,Atlético-GO,1.3981250868007946,22.370001388812714
5,Coritiba,1.3980856795731462,22.369370873170336
6,Internacional,1.3893248885780578,22.229198217248932
7,São Paulo,1.3627862224297542,21.804579558876057
8,Fortaleza,1.3474996060964124,21.559993697542605
9,Bragantino,1.3359815603519023,21.37570496563043
10,Fluminense,1.2777998783886297,20.444798054218076
11,América-MG,1.2120910234836553,19.393456375738477
12,Ceará,1.202873364211676,19.245973827386827
13,Athletico-PR,1.042346263760784,16.677540220172546
14,Botafogo,1.0269100084055471,16.43056013448875
15,Avaí,0.9985969871319449,15.977551794111116
16,Cuiabá,0.9876841623321034,15.802946597313651
17,Goiás,0.979324246578509,15.669187945256144
18,Juventude,0.9774128096525905,15.638604954441444
19,Corinthians,0.8698425529199205,13.917480846718732
