,clube,media_geral,ranking_geral,media_casa,ranking_casa,media_fora,ranking_fora
0,Palmeiras,74.86638888888888,1,75.91499999999999,2,73.81777777777776,1
1,Atlético-MG,62.12894444444444,2,66.82900000000001,4,57.42888888888888,2
2,Corinthians,61.48655555555556,3,71.302,3,51.67111111111112,3
3,Flamengo,61.18933333333334,4,83.80666666666667,1,38.572,15
4,Bragantino,58.191277777777785,5,65.59700000000001,5,50.785555555555554,4
5,Internacional,56.83988888888889,6,64.21777777777778,8,49.462,5
6,Fluminense,55.90899999999999,7,64.46199999999999,7,47.355999999999995,8
7,Athletico-PR,53.9055,8,58.96600000000001,11,48.845,7
8,Coritiba,52.94155555555556,9,65.07200000000002,6,40.8111111111111,13
9,Santos,52.53005681818182,10,62.446363636363635,9,42.613749999999996,10
10,São Paulo,50.40348484848486,11,60.363333333333344,10,40.44363636363637,14
11,Botafogo,46.839949494949494,12,48.544444444444444,13,45.13545454545454,9
12,Goiás,45.025000000000006,13,48.46900000000001,14,41.581,12
13,Fortaleza,44.995777777777775,14,48.14555555555555,16,41.846000000000004,11
14,Ceará,43.97833333333334,15,38.59,20,49.36666666666667,6
15,América-MG,43.37649999999999,16,51.840999999999994,12,34.912,19
16,Avaí,41.75527777777778,17,48.165,15,35.345555555555556,18
17,Atlético-GO,40.322,18,44.55300000000001,18,36.091,16
18,Cuiabá,40.04322222222223,19,44.544444444444444,19,35.542,17
19,Juventude,39.55916666666667,20,44.99333333333333,17,34.12500000000001,20
