,clube,ranking_clube,fase
0,Flamengo,3,86.67
1,Fortaleza,9,73.33
2,Palmeiras,1,73.33
3,Internacional,2,73.33
4,Corinthians,5,66.67
5,São Paulo,8,66.67
6,Botafogo,10,66.67
7,Atlético-MG,7,53.33
8,Atlético-GO,18,53.33
9,Fluminense,4,46.67
10,Santos,12,40.0
11,Bragantino,14,40.0
12,Goiás,13,33.33
13,Cuiabá,16,26.67
14,Athletico-PR,6,26.67
15,América-MG,11,26.67
16,Coritiba,15,26.67
17,Ceará,17,20.0
18,Juventude,20,13.33
19,Avaí,19,0.0
