,clube,media_geral,ranking_geral,media_casa,ranking_casa,media_fora,ranking_fora
0,Palmeiras,76.30979797979796,1,78.80181818181818,2,73.81777777777776,1
1,Flamengo,63.690606060606065,2,83.80666666666667,1,43.57454545454546,11
2,Atlético-MG,62.08126262626263,3,66.73363636363636,4,57.42888888888889,2
3,Corinthians,60.845,4,71.302,3,50.388,4
4,Bragantino,57.801,5,65.59700000000001,6,50.005,5
5,Fluminense,56.772090909090906,6,66.18818181818182,5,47.356,7
6,Internacional,55.63297979797979,7,64.21777777777777,7,47.04818181818182,8
7,Athletico-PR,55.032545454545456,8,58.96600000000001,10,51.099090909090904,3
8,Santos,53.289848484848484,9,62.446363636363635,8,44.13333333333333,10
9,Coritiba,51.565555555555555,10,62.32000000000001,9,40.8111111111111,13
10,São Paulo,48.49781818181819,11,56.552,11,40.44363636363637,14
11,Fortaleza,47.4705,12,53.095000000000006,12,41.846000000000004,12
12,Botafogo,46.06522727272728,13,46.995000000000005,15,45.13545454545455,9
13,América-MG,45.087318181818176,14,51.84099999999999,13,38.33363636363636,16
14,Goiás,44.34995454545455,15,48.469,14,40.230909090909094,15
15,Ceará,43.79,16,38.59,20,48.989999999999995,6
16,Avaí,41.03868686868687,17,46.73181818181818,16,35.34555555555555,18
17,Atlético-GO,40.2355,18,44.379999999999995,18,36.091,17
18,Cuiabá,39.93494949494949,19,44.544444444444444,17,35.32545454545455,19
19,Juventude,38.275000000000006,20,42.425,19,34.12500000000001,20
