,clube,xG_casa,xGA_casa,xG_fora,xGA_fora,xG_geral,xGA_geral,xG_diff_casa,xG_diff_fora,xG_diff_geral
0,Atlético-MG,2.0172815895459437,0.7505611094088116,1.3908547980713457,0.9515480083917014,1.7040681938086446,0.8510545589002565,1.2667204801371321,0.4393067896796443,0.8530136349083881
1,Palmeiras,1.6311754444202047,0.9685599133119096,2.0675181746985003,1.326955846176621,1.8493468095593526,1.1477578797442654,0.6626155311082951,0.7405623285218792,0.7015889298150872
2,Flamengo,1.8980658640695056,0.8546177605860665,1.0606937926435385,1.0639077848906964,1.479379828356522,0.9592627727383815,1.043448103483439,-0.003213992247157904,0.5201170556181406
3,São Paulo,1.3554479673723212,0.7208490829368803,1.3786899868738924,1.5581477968765431,1.3670689771231068,1.1394984399067116,0.6345988844354409,-0.1794578100026507,0.2275705372163952
4,Fortaleza,1.522568852270335,0.9810348541395933,0.9283189466301762,1.0269869220729952,1.2254438994502554,1.0040108881062944,0.5415339981307415,-0.09866797544281902,0.2214330113439611
5,Coritiba,1.54949833069109,0.8086541090071432,1.107161093975011,1.5761051978301095,1.3283297123330504,1.1923796534186264,0.7408442216839469,-0.46894410385509855,0.13595005891442402
6,Internacional,1.4374418763669632,1.0334451806618774,1.0664327156820175,1.2973073047690618,1.2519372960244903,1.1653762427154697,0.4039966957050858,-0.23087458908704428,0.08656105330902064
7,Atlético-GO,1.608647894110912,1.13403028592833,1.0153581074433884,1.3394904700640309,1.3120030007771502,1.2367603779961804,0.4746176081825819,-0.3241323626206425,0.07524262278096971
8,América-MG,1.2229330905614093,0.7314347564750621,1.1194983920602297,1.46061657929852,1.1712157413108195,1.096025667886791,0.49149833408634724,-0.34111818723829024,0.0751900734240285
9,Athletico-PR,1.1728351358968752,1.2315354567955807,0.9309826697325851,0.9708129868551397,1.0519089028147302,1.1011742218253602,-0.05870032089870558,-0.03983031712255458,-0.049265319010630026
10,Ceará,1.3147291629606517,1.2805874159806523,1.1943027720575115,1.466076508063326,1.2545159675090816,1.373331962021989,0.03414174697999939,-0.27177373600581456,-0.11881599451290747
11,Juventude,1.2545914248949228,0.9326795749057265,0.8382966552735123,1.432953108706178,1.0464440400842174,1.1828163418059523,0.3219118499891963,-0.5946564534326657,-0.13637230172173487
12,Santos,1.531909959558666,1.484174945046416,0.9741886904760035,1.3084824303866927,1.2530493250173347,1.3963286877165544,0.04773501451225015,-0.3342937399106891,-0.1432793626992197
13,Corinthians,0.7528246401612542,1.245454015443305,1.0351227529349163,0.8983632282303048,0.8939736965480852,1.0719086218368048,-0.49262937528205075,0.1367595247046115,-0.17793492528871957
14,Avaí,1.3977005846981765,1.2088626244419753,0.9400739957993511,1.4926478356637478,1.168887290248764,1.3507552300528616,0.18883796025620114,-0.5525738398643967,-0.18186793980409766
15,Fluminense,1.3656300787372249,0.9066949765347575,0.640811861755564,1.4791327534903758,1.0032209702463946,1.1929138650125666,0.45893510220246736,-0.8383208917348117,-0.18969289476617202
16,Bragantino,0.9405089714930105,1.1008781417062365,1.1843319320706396,1.4055198292199438,1.062420451781825,1.25319898546309,-0.16036917021322605,-0.2211878971493042,-0.19077853368126507
17,Botafogo,1.0459060773995392,1.3041116551598346,1.093592686159522,1.4990977084959756,1.0697493817795305,1.401604681827905,-0.2582055777602954,-0.4055050223364536,-0.3318553000483746
18,Cuiabá,0.7372793920363975,1.3456355726541336,0.9266935991012666,1.5997903170526333,0.8319864955688321,1.4727129448533836,-0.6083561806177361,-0.6730967179513667,-0.6407264492845515
19,Goiás,1.009208590344593,1.7770641615897307,1.0387213427729973,1.6975569716196814,1.023964966558795,1.7373105666047062,-0.7678555712451376,-0.6588356288466841,-0.7133456000459111
