,clube,ranking_clube,fase
0,Palmeiras,1,86.67
1,Internacional,5,66.67
2,Corinthians,2,66.67
3,Atlético-GO,12,60.0
4,Athletico-PR,3,60.0
5,Bragantino,10,53.33
6,Fortaleza,19,53.33
7,Santos,8,46.67
8,Avaí,11,46.67
9,Ceará,13,46.67
10,Fluminense,6,46.67
11,Atlético-MG,4,40.0
12,Botafogo,7,40.0
13,Cuiabá,18,33.33
14,Goiás,17,33.33
15,São Paulo,9,33.33
16,América-MG,16,26.67
17,Juventude,20,20.0
18,Flamengo,14,20.0
19,Coritiba,15,13.33
