,clube,xGA_geral
0,Atlético-MG,0.8684925860170498
1,Flamengo,0.9382150872388223
2,Palmeiras,1.0309846887441991
3,Corinthians,1.0834174467723983
4,Fortaleza,1.0994445785467284
5,Fluminense,1.1269169137857156
6,São Paulo,1.1809274440399766
7,Internacional,1.1884684025632346
8,Cuiabá,1.2156879128051314
9,Ceará,1.2185935217352863
10,Bragantino,1.2721755893200846
11,Atlético-GO,1.3211223807802905
12,Botafogo,1.338923478008795
13,Coritiba,1.3577517455240078
14,Juventude,1.4107731854595422
15,América-MG,1.440057579098276
16,Santos,1.471916805574888
17,Avaí,1.515612311297663
18,Athletico-PR,1.5201405087172857
19,Goiás,1.750001441107592
