,atleta_id,apelido,clube_id,xG_total,shots_total,jogos_num,goals_total,xG_per_match,G_per_match,xG_per_shot,shots_per_goal,clube,eficiência
0,89840,Calleri,276,5.74313919869886,43,14,9,0.41022422847849,0.6428571428571429,0.13356137671392698,4.777777777777778,São Paulo,3.2568608013011398
1,79631,Cano,266,5.24829305074206,41,12,7,0.437357754228505,0.5833333333333334,0.12800714757907464,5.857142857142857,Fluminense,1.7517069492579402
2,100762,Bissoli,314,4.391114923671521,31,12,7,0.3659262436392934,0.5833333333333334,0.14164886850553293,4.428571428571429,Avaí,2.6088850763284794
3,91607,Rony,275,4.378358489024653,32,12,7,0.3648632074187211,0.5833333333333334,0.1368237027820204,4.571428571428571,Palmeiras,2.621641510975347
4,108422,Erison,263,4.16591200769064,35,13,6,0.3204547698223569,0.46153846153846156,0.11902605736258971,5.833333333333333,Botafogo,1.8340879923093603
5,83257,Gabriel,262,4.148034105455959,31,11,4,0.3770940095869053,0.36363636363636365,0.13380755178890189,7.75,Flamengo,-0.14803410545595863
6,39148,Hulk,282,4.140518465761749,42,11,6,0.3764107696147045,0.5454545454545454,0.09858377299432737,7.0,Atlético-MG,1.8594815342382507
7,77544,Jorginho,373,3.9742281322774478,25,11,3,0.36129346657067707,0.2727272727272727,0.1589691252910979,8.333333333333334,Atlético-GO,-0.9742281322774478
8,109497,Marcos Leonardo,277,3.9004020899336513,33,12,6,0.32503350749447096,0.5,0.11819400272526216,5.5,Santos,2.0995979100663487
9,82766,Wellington Rato,373,3.42835129298704,37,11,4,0.3116682993624582,0.36363636363636365,0.09265814305370379,9.25,Atlético-GO,0.5716487070129599
10,90031,Mendoza,354,3.362707631194035,33,11,7,0.30570069374491227,0.6363636363636364,0.1019002312483041,4.714285714285714,Ceará,3.637292368805965
11,109282,Luiz Henrique,266,3.2454197931027737,27,11,2,0.29503816300934305,0.18181818181818182,0.12020073307788051,13.5,Fluminense,-1.2454197931027737
12,87999,Gustavo Scarpa,275,3.234549430424716,46,12,3,0.26954578586872635,0.25,0.0703162919657547,15.333333333333334,Palmeiras,-0.2345494304247162
13,106822,Rodrigo Nestor,276,3.090878670950327,30,11,1,0.28098897008639334,0.09090909090909091,0.10302928903167756,30.0,São Paulo,-2.090878670950327
