,clube,ranking_clube,fase
0,Palmeiras,2,73.33
1,Goiás,12,66.67
2,Athletico-PR,8,66.67
3,Juventude,17,53.33
4,Atlético-MG,3,53.33
5,América-MG,5,53.33
6,Corinthians,1,46.67
7,Ceará,16,46.67
8,Botafogo,10,46.67
9,Internacional,7,46.67
10,Flamengo,11,46.67
11,São Paulo,6,46.67
12,Coritiba,4,46.67
13,Fluminense,13,46.67
14,Santos,9,33.33
15,Fortaleza,20,26.67
16,Avaí,14,26.67
17,Atlético-GO,19,26.67
18,Bragantino,15,13.33
19,Cuiabá,18,13.33
