,mandante,visitante,prob_vitoria_mandante,prob_empate,prob_vitoria_visitante,prob_sg_mandante,prob_sg_visitante
0,Palmeiras,Bragantino,38.04765063273866,22.542013863554274,39.40994149741305,17.733272795665393,18.32625793609285
1,Ceará,Flamengo,27.063714695310757,27.724202875721836,45.21206371193021,26.272237876265457,38.03123811264357
2,Atlético-MG,Atlético-GO,68.46274217143979,23.74602451857381,7.791143510362522,70.57799774580954,20.638183298339317
3,Internacional,Corinthians,40.17214467075892,27.896175184382017,31.93166781364164,33.628274546322764,28.413532538531662
4,Fluminense,Athletico-PR,81.4549897292755,16.6982326242477,1.846306930819134,89.09387621514068,15.24664416004448
5,São Paulo,Cuiabá,42.664336700951814,30.320062976865664,27.015595944381477,42.63820983750235,31.57406222386835
6,Botafogo,Fortaleza,57.37090277397545,24.02589511577724,18.603032900901983,43.02320458944771,18.51826969577431
7,Coritiba,América-MG,30.51282176011464,31.207862054985565,38.279314215670276,35.048210642777605,40.59441593878922
8,Avaí,Juventude,0.0,0.0,0.0,0.0,0.0
9,Goiás,Santos,52.60570128518655,23.29855880782797,24.095452415346745,32.2631357471329,16.833087005872805
