,clube,Média Geral,Ranking Geral,Média Mandante,Ranking Mandantes,Média Visitante,Ranking Visitantes
0,Palmeiras,83.07166666666666,1,88.57666666666665,1,79.506,1
1,Corinthians,65.38166666666667,2,73.455,2,47.906666666666666,6
2,Atlético-MG,63.363333333333344,3,66.49166666666667,4,59.452,2
3,Athletico-PR,57.96500000000001,4,52.93166666666667,12,55.81333333333333,3
4,Ceará,57.86833333333332,5,31.71166666666667,20,55.61333333333332,4
5,Internacional,56.67333333333334,6,53.471666666666664,11,55.36500000000001,5
6,Bragantino,52.98166666666666,7,61.491666666666674,7,45.18000000000001,7
7,Fortaleza,51.76333333333334,8,47.58166666666667,16,34.1,18
8,Fluminense,50.998333333333335,9,55.21833333333334,10,43.50833333333333,8
9,Atlético-GO,49.4,10,48.673333333333325,14,42.46,12
10,Coritiba,48.198333333333345,11,59.400000000000006,8,43.345,10
11,Santos,46.855,12,61.82,6,43.352,9
12,São Paulo,43.038333333333334,13,63.20000000000001,5,38.82,15
13,América-MG,42.49166666666667,14,55.31,9,32.165,20
14,Botafogo,41.91166666666667,15,49.56333333333334,13,41.40166666666667,13
15,Flamengo,41.74333333333333,16,69.666,3,35.88666666666667,17
16,Juventude,37.60333333333333,17,40.27333333333333,17,32.94833333333333,19
17,Goiás,37.163333333333334,18,39.38166666666667,18,39.30833333333333,14
18,Avaí,37.14666666666667,19,48.401666666666664,15,36.92666666666667,16
19,Cuiabá,34.34499999999999,20,36.96333333333333,19,43.03666666666666,11
