,clube,ranking_clube,fase
0,Atlético-MG,3,
1,Athletico-PR,16,
2,Flamengo,12,
3,Palmeiras,11,
4,Atlético-GO,17,
5,Bragantino,2,
6,Santos,6,
7,Juventude,19,
8,Fortaleza,20,
9,Avaí,9,
10,América-MG,10,
11,Ceará,15,
12,Botafogo,13,
13,Fluminense,14,
14,Goiás,18,
15,Corinthians,1,
16,Cuiabá,7,
17,Internacional,8,
18,São Paulo,5,
19,Coritiba,4,
